Username,Condition.Description,Direction,Block,JOL,Recall,Version
w10025409_jnl,READ,S,1,98,100,sona
w10064595,READ,S,1,100,100,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,95,100,sona
961831MM,READ,B,1,57,0,sona
w10025409_jnl,READ,B,1,50,100,sona
w10064595,READ,B,1,70,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,80,0,sona
961831MM,READ,F,1,100,100,sona
w10025409_jnl,READ,F,1,100,100,sona
w10064595,READ,F,1,100,100,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,88,100,sona
961831MM,READ,B,1,54,0,sona
w10025409_jnl,READ,B,1,50,0,sona
w10064595,READ,B,1,100,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,60,0,sona
961831MM,READ,U,1,12,0,sona
w10025409_jnl,READ,U,1,2,100,sona
w10064595,READ,U,1,0,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,20,0,sona
961831MM,READ,U,1,60,0,sona
w10025409_jnl,READ,U,1,30,0,sona
w10064595,READ,U,1,36,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,10,0,sona
961831MM,READ,F,1,90,100,sona
w10025409_jnl,READ,F,1,78,100,sona
w10064595,READ,F,1,98,0,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,45,100,sona
961831MM,READ,U,1,12,0,sona
w10025409_jnl,READ,U,1,2,100,sona
w10064595,READ,U,1,0,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,2,0,sona
961831MM,READ,F,1,78,100,sona
w10025409_jnl,READ,F,1,80,100,sona
w10064595,READ,F,1,90,100,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,90,100,sona
961831MM,READ,U,1,1,0,sona
w10025409_jnl,READ,U,1,1,0,sona
w10064595,READ,U,1,0,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,20,0,sona
961831MM,READ,F,1,78,0,sona
w10025409_jnl,READ,F,1,98,100,sona
w10064595,READ,F,1,48,0,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,96,100,sona
961831MM,READ,B,1,100,0,sona
w10025409_jnl,READ,B,1,90,100,sona
w10064595,READ,B,1,67,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,89,100,sona
961831MM,READ,S,1,68,100,sona
w10025409_jnl,READ,S,1,100,100,sona
w10064595,READ,S,1,78,0,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,90,100,sona
961831MM,READ,S,1,93,0,sona
w10025409_jnl,READ,S,1,99,100,sona
w10064595,READ,S,1,89,0,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,72,100,sona
961831MM,READ,F,1,90,100,sona
w10025409_jnl,READ,F,1,80,0,sona
w10064595,READ,F,1,45,0,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,70,0,sona
961831MM,READ,B,1,80,0,sona
w10025409_jnl,READ,B,1,88,0,sona
w10064595,READ,B,1,60,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,89,0,sona
961831MM,READ,U,1,34,0,sona
w10025409_jnl,READ,U,1,3,0,sona
w10064595,READ,U,1,0,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,92,0,sona
961831MM,READ,B,1,48,100,sona
w10025409_jnl,READ,B,1,70,100,sona
w10064595,READ,B,1,100,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,90,0,sona
961831MM,READ,F,1,100,100,sona
w10025409_jnl,READ,F,1,40,0,sona
w10064595,READ,F,1,0,100,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,88,100,sona
961831MM,READ,B,1,89,0,sona
w10025409_jnl,READ,B,1,80,0,sona
w10064595,READ,B,1,60,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,68,0,sona
961831MM,READ,S,1,52,0,sona
w10025409_jnl,READ,S,1,80,100,sona
w10064595,READ,S,1,100,0,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,67,100,sona
961831MM,READ,U,1,10,0,sona
w10025409_jnl,READ,U,1,100,0,sona
w10064595,READ,U,1,56,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,4,0,sona
961831MM,READ,B,1,98,100,sona
w10025409_jnl,READ,B,1,80,100,sona
w10064595,READ,B,1,70,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,56,0,sona
961831MM,READ,F,1,86,0,sona
w10025409_jnl,READ,F,1,50,100,sona
w10064595,READ,F,1,100,100,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,90,100,sona
961831MM,READ,U,1,1,0,sona
w10025409_jnl,READ,U,1,50,100,sona
w10064595,READ,U,1,79,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,80,0,sona
961831MM,READ,S,1,89,100,sona
w10025409_jnl,READ,S,1,88,100,sona
w10064595,READ,S,1,100,100,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,99,100,sona
961831MM,READ,F,1,80,0,sona
w10025409_jnl,READ,F,1,50,0,sona
w10064595,READ,F,1,69,0,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,70,0,sona
961831MM,READ,B,1,36,0,sona
w10025409_jnl,READ,B,1,60,0,sona
w10064595,READ,B,1,78,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,95,100,sona
961831MM,READ,B,1,67,0,sona
w10025409_jnl,READ,B,1,70,0,sona
w10064595,READ,B,1,50,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,50,100,sona
961831MM,READ,F,1,58,100,sona
w10025409_jnl,READ,F,1,99,100,sona
w10064595,READ,F,1,50,100,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,60,100,sona
961831MM,READ,B,1,45,0,sona
w10025409_jnl,READ,B,1,90,100,sona
w10064595,READ,B,1,8,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,50,100,sona
961831MM,READ,S,1,35,100,sona
w10025409_jnl,READ,S,1,80,100,sona
w10064595,READ,S,1,36,100,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,93,100,sona
961831MM,READ,U,1,0,0,sona
w10025409_jnl,READ,U,1,3,0,sona
w10064595,READ,U,1,0,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,20,0,sona
961831MM,READ,B,1,94,100,sona
w10025409_jnl,READ,B,1,100,0,sona
w10064595,READ,B,1,67,100,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,78,100,sona
961831MM,READ,S,1,100,100,sona
w10025409_jnl,READ,S,1,99,100,sona
w10064595,READ,S,1,24,0,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,89,100,sona
961831MM,READ,U,1,13,0,sona
w10025409_jnl,READ,U,1,1,0,sona
w10064595,READ,U,1,0,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,5,100,sona
961831MM,READ,S,1,97,0,sona
w10025409_jnl,READ,S,1,78,100,sona
w10064595,READ,S,1,46,0,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,50,100,sona
961831MM,READ,U,1,33,0,sona
w10025409_jnl,READ,U,1,1,0,sona
w10064595,READ,U,1,45,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,20,0,sona
961831MM,READ,B,1,87,100,sona
w10025409_jnl,READ,B,1,99,0,sona
w10064595,READ,B,1,98,100,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,50,0,sona
961831MM,READ,S,1,47,0,sona
w10025409_jnl,READ,S,1,50,100,sona
w10064595,READ,S,1,90,100,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,57,100,sona
961831MM,READ,S,1,87,0,sona
w10025409_jnl,READ,S,1,70,0,sona
w10064595,READ,S,1,89,0,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,50,0,sona
961831MM,READ,F,1,100,100,sona
w10025409_jnl,READ,F,1,50,100,sona
w10064595,READ,F,1,90,100,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,80,100,sona
961831MM,READ,U,1,0,0,sona
w10025409_jnl,READ,U,1,30,100,sona
w10064595,READ,U,1,10,0,sona
w10070345,READ,U,1,50,0,sona
w981975_sha,READ,U,1,20,0,sona
961831MM,READ,S,1,54,100,sona
w10025409_jnl,READ,S,1,50,100,sona
w10064595,READ,S,1,100,0,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,90,0,sona
961831MM,READ,F,1,45,100,sona
w10025409_jnl,READ,F,1,100,100,sona
w10064595,READ,F,1,100,100,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,79,0,sona
961831MM,READ,B,1,74,100,sona
w10025409_jnl,READ,B,1,90,100,sona
w10064595,READ,B,1,100,100,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,70,100,sona
961831MM,READ,S,1,89,100,sona
w10025409_jnl,READ,S,1,80,100,sona
w10064595,READ,S,1,83,100,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,90,100,sona
961831MM,READ,U,1,21,0,sona
w10025409_jnl,READ,U,1,20,0,sona
w10064595,READ,U,1,4,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,10,0,sona
961831MM,READ,F,1,23,100,sona
w10025409_jnl,READ,F,1,70,100,sona
w10064595,READ,F,1,0,0,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,100,100,sona
961831MM,READ,F,1,78,0,sona
w10025409_jnl,READ,F,1,40,100,sona
w10064595,READ,F,1,100,100,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,70,0,sona
961831MM,READ,B,1,87,0,sona
w10025409_jnl,READ,B,1,50,0,sona
w10064595,READ,B,1,80,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,79,100,sona
961831MM,READ,S,1,87,0,sona
w10025409_jnl,READ,S,1,100,0,sona
w10064595,READ,S,1,100,0,sona
w10070345,READ,S,1,50,0,sona
w981975_sha,READ,S,1,99,0,sona
961831MM,READ,B,1,79,0,sona
w10025409_jnl,READ,B,1,100,0,sona
w10064595,READ,B,1,89,0,sona
w10070345,READ,B,1,50,0,sona
w981975_sha,READ,B,1,90,0,sona
961831MM,READ,B,1,79,0,sona
w10025409_jnl,READ,B,1,99,100,sona
w10064595,READ,B,1,100,100,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,62,100,sona
961831MM,READ,U,1,0,0,sona
w10025409_jnl,READ,U,1,2,0,sona
w10064595,READ,U,1,0,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,30,0,sona
961831MM,READ,U,1,34,0,sona
w10025409_jnl,READ,U,1,5,0,sona
w10064595,READ,U,1,0,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,80,0,sona
961831MM,READ,U,1,15,0,sona
w10025409_jnl,READ,U,1,4,0,sona
w10064595,READ,U,1,0,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,20,0,sona
961831MM,READ,F,1,70,0,sona
w10025409_jnl,READ,F,1,70,100,sona
w10064595,READ,F,1,100,0,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,80,100,sona
961831MM,READ,B,1,54,0,sona
w10025409_jnl,READ,B,1,40,0,sona
w10064595,READ,B,1,0,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,50,0,sona
961831MM,READ,S,1,100,100,sona
w10025409_jnl,READ,S,1,99,100,sona
w10064595,READ,S,1,89,0,sona
w10070345,READ,S,1,50,0,sona
w981975_sha,READ,S,1,70,0,sona
961831MM,READ,F,1,95,100,sona
w10025409_jnl,READ,F,1,80,100,sona
w10064595,READ,F,1,100,100,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,95,100,sona
961831MM,READ,U,1,11,0,sona
w10025409_jnl,READ,U,1,1,0,sona
w10064595,READ,U,1,0,0,sona
w10070345,READ,U,1,50,100,sona
w981975_sha,READ,U,1,40,0,sona
961831MM,READ,F,1,90,100,sona
w10025409_jnl,READ,F,1,40,100,sona
w10064595,READ,F,1,90,100,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,92,100,sona
961831MM,READ,F,1,21,0,sona
w10025409_jnl,READ,F,1,60,100,sona
w10064595,READ,F,1,90,0,sona
w10070345,READ,F,1,50,100,sona
w981975_sha,READ,F,1,57,0,sona
961831MM,READ,S,1,67,100,sona
w10025409_jnl,READ,S,1,50,100,sona
w10064595,READ,S,1,78,100,sona
w10070345,READ,S,1,50,100,sona
w981975_sha,READ,S,1,70,100,sona
961831MM,READ,B,1,67,0,sona
w10025409_jnl,READ,B,1,50,0,sona
w10064595,READ,B,1,10,0,sona
w10070345,READ,B,1,50,100,sona
w981975_sha,READ,B,1,69,0,sona
w10060383,READ,U,1,39,0,sona
w10092569,READ,U,1,14,0,sona
w322833_tr,READ,U,1,46,0,sona
w917542_rm,READ,U,1,75,0,sona
w924600,READ,U,1,20,100,sona
w970403mb,READ,U,1,0,0,sona
w982469AN,READ,U,1,30,0,sona
w10060383,READ,U,1,22,0,sona
w10092569,READ,U,1,25,0,sona
w322833_tr,READ,U,1,25,0,sona
w917542_rm,READ,U,1,25,0,sona
w924600,READ,U,1,17,0,sona
w970403mb,READ,U,1,55,0,sona
w982469AN,READ,U,1,40,0,sona
w10060383,READ,S,1,40,0,sona
w10092569,READ,S,1,85,100,sona
w322833_tr,READ,S,1,85,100,sona
w917542_rm,READ,S,1,90,0,sona
w924600,READ,S,1,88,0,sona
w970403mb,READ,S,1,60,0,sona
w982469AN,READ,S,1,70,0,sona
w10060383,READ,S,1,66,0,sona
w10092569,READ,S,1,97,100,sona
w322833_tr,READ,S,1,60,0,sona
w917542_rm,READ,S,1,90,0,sona
w924600,READ,S,1,93,100,sona
w970403mb,READ,S,1,0,0,sona
w982469AN,READ,S,1,80,0,sona
w10060383,READ,F,1,12,0,sona
w10092569,READ,F,1,84,100,sona
w322833_tr,READ,F,1,69,100,sona
w917542_rm,READ,F,1,0,0,sona
w924600,READ,F,1,24,100,sona
w970403mb,READ,F,1,99,0,sona
w982469AN,READ,F,1,60,0,sona
w10060383,READ,F,1,12,100,sona
w10092569,READ,F,1,77,100,sona
w322833_tr,READ,F,1,80,100,sona
w917542_rm,READ,F,1,25,0,sona
w924600,READ,F,1,98,100,sona
w970403mb,READ,F,1,99,100,sona
w982469AN,READ,F,1,100,100,sona
w10060383,READ,B,1,65,0,sona
w10092569,READ,B,1,14,100,sona
w322833_tr,READ,B,1,60,0,sona
w917542_rm,READ,B,1,50,0,sona
w924600,READ,B,1,5,0,sona
w970403mb,READ,B,1,6,0,sona
w982469AN,READ,B,1,20,0,sona
w10060383,READ,S,1,67,0,sona
w10092569,READ,S,1,89,100,sona
w322833_tr,READ,S,1,66,100,sona
w917542_rm,READ,S,1,75,0,sona
w924600,READ,S,1,80,100,sona
w970403mb,READ,S,1,44,0,sona
w982469AN,READ,S,1,70,0,sona
w10060383,READ,S,1,70,100,sona
w10092569,READ,S,1,99,0,sona
w322833_tr,READ,S,1,80,100,sona
w917542_rm,READ,S,1,75,0,sona
w924600,READ,S,1,29,100,sona
w970403mb,READ,S,1,66,100,sona
w982469AN,READ,S,1,100,100,sona
w10060383,READ,U,1,34,0,sona
w10092569,READ,U,1,5,0,sona
w322833_tr,READ,U,1,20,0,sona
w917542_rm,READ,U,1,30,0,sona
w924600,READ,U,1,77,0,sona
w970403mb,READ,U,1,NA,0,sona
w982469AN,READ,U,1,50,0,sona
w10060383,READ,B,1,98,0,sona
w10092569,READ,B,1,45,100,sona
w322833_tr,READ,B,1,32,100,sona
w917542_rm,READ,B,1,75,0,sona
w924600,READ,B,1,68,0,sona
w970403mb,READ,B,1,0,0,sona
w982469AN,READ,B,1,60,0,sona
w10060383,READ,F,1,45,0,sona
w10092569,READ,F,1,14,100,sona
w322833_tr,READ,F,1,93,100,sona
w917542_rm,READ,F,1,95,0,sona
w924600,READ,F,1,18,0,sona
w970403mb,READ,F,1,67,0,sona
w982469AN,READ,F,1,100,0,sona
w10060383,READ,U,1,2,0,sona
w10092569,READ,U,1,15,100,sona
w322833_tr,READ,U,1,20,0,sona
w917542_rm,READ,U,1,35,0,sona
w924600,READ,U,1,57,0,sona
w970403mb,READ,U,1,0,0,sona
w982469AN,READ,U,1,30,0,sona
w10060383,READ,U,1,100,0,sona
w10092569,READ,U,1,5,0,sona
w322833_tr,READ,U,1,39,0,sona
w917542_rm,READ,U,1,40,0,sona
w924600,READ,U,1,51,0,sona
w970403mb,READ,U,1,22,0,sona
w982469AN,READ,U,1,40,0,sona
w10060383,READ,U,1,2,0,sona
w10092569,READ,U,1,36,100,sona
w322833_tr,READ,U,1,25,0,sona
w917542_rm,READ,U,1,25,0,sona
w924600,READ,U,1,2,0,sona
w970403mb,READ,U,1,1,0,sona
w982469AN,READ,U,1,70,0,sona
w10060383,READ,B,1,26,0,sona
w10092569,READ,B,1,100,100,sona
w322833_tr,READ,B,1,75,100,sona
w917542_rm,READ,B,1,90,0,sona
w924600,READ,B,1,86,100,sona
w970403mb,READ,B,1,99,0,sona
w982469AN,READ,B,1,100,0,sona
w10060383,READ,F,1,70,100,sona
w10092569,READ,F,1,69,100,sona
w322833_tr,READ,F,1,45,0,sona
w917542_rm,READ,F,1,80,0,sona
w924600,READ,F,1,90,0,sona
w970403mb,READ,F,1,12,0,sona
w982469AN,READ,F,1,80,100,sona
w10060383,READ,S,1,4,0,sona
w10092569,READ,S,1,34,100,sona
w322833_tr,READ,S,1,60,100,sona
w917542_rm,READ,S,1,25,100,sona
w924600,READ,S,1,91,100,sona
w970403mb,READ,S,1,55,0,sona
w982469AN,READ,S,1,80,100,sona
w10060383,READ,S,1,99,0,sona
w10092569,READ,S,1,100,100,sona
w322833_tr,READ,S,1,97,0,sona
w917542_rm,READ,S,1,25,0,sona
w924600,READ,S,1,83,0,sona
w970403mb,READ,S,1,80,100,sona
w982469AN,READ,S,1,100,0,sona
w10060383,READ,F,1,88,0,sona
w10092569,READ,F,1,41,100,sona
w322833_tr,READ,F,1,50,0,sona
w917542_rm,READ,F,1,75,100,sona
w924600,READ,F,1,65,100,sona
w970403mb,READ,F,1,59,0,sona
w982469AN,READ,F,1,70,100,sona
w10060383,READ,F,1,19,100,sona
w10092569,READ,F,1,85,100,sona
w322833_tr,READ,F,1,55,0,sona
w917542_rm,READ,F,1,50,0,sona
w924600,READ,F,1,22,100,sona
w970403mb,READ,F,1,1,100,sona
w982469AN,READ,F,1,80,100,sona
w10060383,READ,B,1,77,0,sona
w10092569,READ,B,1,90,100,sona
w322833_tr,READ,B,1,50,0,sona
w917542_rm,READ,B,1,75,0,sona
w924600,READ,B,1,90,0,sona
w970403mb,READ,B,1,99,0,sona
w982469AN,READ,B,1,70,0,sona
w10060383,READ,U,1,1,0,sona
w10092569,READ,U,1,10,0,sona
w322833_tr,READ,U,1,20,0,sona
w917542_rm,READ,U,1,45,0,sona
w924600,READ,U,1,2,0,sona
w970403mb,READ,U,1,55,0,sona
w982469AN,READ,U,1,20,0,sona
w10060383,READ,B,1,97,0,sona
w10092569,READ,B,1,63,100,sona
w322833_tr,READ,B,1,65,0,sona
w917542_rm,READ,B,1,90,0,sona
w924600,READ,B,1,70,0,sona
w970403mb,READ,B,1,2,0,sona
w982469AN,READ,B,1,30,0,sona
w10060383,READ,B,1,88,0,sona
w10092569,READ,B,1,35,100,sona
w322833_tr,READ,B,1,85,0,sona
w917542_rm,READ,B,1,25,0,sona
w924600,READ,B,1,64,100,sona
w970403mb,READ,B,1,99,0,sona
w982469AN,READ,B,1,80,0,sona
w10060383,READ,S,1,88,100,sona
w10092569,READ,S,1,89,100,sona
w322833_tr,READ,S,1,85,100,sona
w917542_rm,READ,S,1,75,0,sona
w924600,READ,S,1,80,100,sona
w970403mb,READ,S,1,45,0,sona
w982469AN,READ,S,1,80,0,sona
w10060383,READ,S,1,2,0,sona
w10092569,READ,S,1,25,0,sona
w322833_tr,READ,S,1,45,0,sona
w917542_rm,READ,S,1,30,0,sona
w924600,READ,S,1,52,0,sona
w970403mb,READ,S,1,80,0,sona
w982469AN,READ,S,1,8,0,sona
w10060383,READ,F,1,56,0,sona
w10092569,READ,F,1,98,100,sona
w322833_tr,READ,F,1,90,100,sona
w917542_rm,READ,F,1,75,100,sona
w924600,READ,F,1,83,100,sona
w970403mb,READ,F,1,40,0,sona
w982469AN,READ,F,1,80,0,sona
w10060383,READ,B,1,100,0,sona
w10092569,READ,B,1,100,100,sona
w322833_tr,READ,B,1,85,0,sona
w917542_rm,READ,B,1,90,0,sona
w924600,READ,B,1,77,100,sona
w970403mb,READ,B,1,40,0,sona
w982469AN,READ,B,1,100,0,sona
w10060383,READ,F,1,45,0,sona
w10092569,READ,F,1,80,100,sona
w322833_tr,READ,F,1,75,100,sona
w917542_rm,READ,F,1,90,0,sona
w924600,READ,F,1,41,100,sona
w970403mb,READ,F,1,89,0,sona
w982469AN,READ,F,1,80,100,sona
w10060383,READ,S,1,34,0,sona
w10092569,READ,S,1,68,100,sona
w322833_tr,READ,S,1,85,100,sona
w917542_rm,READ,S,1,75,0,sona
w924600,READ,S,1,17,100,sona
w970403mb,READ,S,1,76,0,sona
w982469AN,READ,S,1,80,0,sona
w10060383,READ,F,1,55,0,sona
w10092569,READ,F,1,98,100,sona
w322833_tr,READ,F,1,50,100,sona
w917542_rm,READ,F,1,50,0,sona
w924600,READ,F,1,8,0,sona
w970403mb,READ,F,1,77,100,sona
w982469AN,READ,F,1,30,0,sona
w10060383,READ,F,1,100,0,sona
w10092569,READ,F,1,30,0,sona
w322833_tr,READ,F,1,80,100,sona
w917542_rm,READ,F,1,90,100,sona
w924600,READ,F,1,62,100,sona
w970403mb,READ,F,1,77,0,sona
w982469AN,READ,F,1,20,0,sona
w10060383,READ,F,1,45,0,sona
w10092569,READ,F,1,98,100,sona
w322833_tr,READ,F,1,69,100,sona
w917542_rm,READ,F,1,90,0,sona
w924600,READ,F,1,58,0,sona
w970403mb,READ,F,1,98,0,sona
w982469AN,READ,F,1,70,0,sona
w10060383,READ,B,1,32,0,sona
w10092569,READ,B,1,96,100,sona
w322833_tr,READ,B,1,66,100,sona
w917542_rm,READ,B,1,90,0,sona
w924600,READ,B,1,8,0,sona
w970403mb,READ,B,1,8,0,sona
w982469AN,READ,B,1,100,0,sona
w10060383,READ,U,1,68,0,sona
w10092569,READ,U,1,58,0,sona
w322833_tr,READ,U,1,30,0,sona
w917542_rm,READ,U,1,0,0,sona
w924600,READ,U,1,78,0,sona
w970403mb,READ,U,1,88,0,sona
w982469AN,READ,U,1,60,0,sona
w10060383,READ,B,1,76,0,sona
w10092569,READ,B,1,74,100,sona
w322833_tr,READ,B,1,50,100,sona
w917542_rm,READ,B,1,90,0,sona
w924600,READ,B,1,90,100,sona
w970403mb,READ,B,1,5,0,sona
w982469AN,READ,B,1,60,0,sona
w10060383,READ,S,1,44,0,sona
w10092569,READ,S,1,99,100,sona
w322833_tr,READ,S,1,80,0,sona
w917542_rm,READ,S,1,80,0,sona
w924600,READ,S,1,34,100,sona
w970403mb,READ,S,1,50,0,sona
w982469AN,READ,S,1,100,100,sona
w10060383,READ,S,1,100,100,sona
w10092569,READ,S,1,65,100,sona
w322833_tr,READ,S,1,40,100,sona
w917542_rm,READ,S,1,50,0,sona
w924600,READ,S,1,46,0,sona
w970403mb,READ,S,1,4,0,sona
w982469AN,READ,S,1,80,0,sona
w10060383,READ,F,1,55,0,sona
w10092569,READ,F,1,75,100,sona
w322833_tr,READ,F,1,75,100,sona
w917542_rm,READ,F,1,75,0,sona
w924600,READ,F,1,30,100,sona
w970403mb,READ,F,1,5,0,sona
w982469AN,READ,F,1,90,0,sona
w10060383,READ,B,1,55,0,sona
w10092569,READ,B,1,7,0,sona
w322833_tr,READ,B,1,48,100,sona
w917542_rm,READ,B,1,50,0,sona
w924600,READ,B,1,96,100,sona
w970403mb,READ,B,1,0,0,sona
w982469AN,READ,B,1,40,0,sona
w10060383,READ,U,1,87,0,sona
w10092569,READ,U,1,62,100,sona
w322833_tr,READ,U,1,45,0,sona
w917542_rm,READ,U,1,80,0,sona
w924600,READ,U,1,95,0,sona
w970403mb,READ,U,1,3,0,sona
w982469AN,READ,U,1,15,0,sona
w10060383,READ,U,1,0,0,sona
w10092569,READ,U,1,60,0,sona
w322833_tr,READ,U,1,35,0,sona
