"","ExperimentName","Subject","Direction","JOL","Scored","JOL_rounded","condition"
"184","IS_JOL B",6,"B",75,0,80,"IS"
"185","IS_JOL B",6,"B",99,1,100,"IS"
"186","IS_JOL B",6,"B",35,0,40,"IS"
"187","IS_JOL B",6,"B",99,0,100,"IS"
"188","IS_JOL B",6,"B",99,0,100,"IS"
"189","IS_JOL B",6,"B",99,1,100,"IS"
"190","IS_JOL B",6,"B",99,1,100,"IS"
"191","IS_JOL B",6,"B",50,0,50,"IS"
"192","IS_JOL B",6,"B",75,0,80,"IS"
"193","IS_JOL B",6,"B",99,0,100,"IS"
"194","IS_JOL B",6,"B",80,0,80,"IS"
"195","IS_JOL B",6,"B",99,0,100,"IS"
"196","IS_JOL B",6,"B",80,0,80,"IS"
"197","IS_JOL B",6,"B",99,0,100,"IS"
"198","IS_JOL B",6,"B",85,1,80,"IS"
"199","IS_JOL B",6,"B",99,0,100,"IS"
"200","IS_JOL B",6,"B",99,1,100,"IS"
"201","IS_JOL B",6,"S",99,0,100,"IS"
"202","IS_JOL B",6,"S",99,1,100,"IS"
"203","IS_JOL B",6,"S",9,1,10,"IS"
"204","IS_JOL B",6,"S",99,0,100,"IS"
"205","IS_JOL B",6,"S",99,0,100,"IS"
"206","IS_JOL B",6,"S",99,1,100,"IS"
"207","IS_JOL B",6,"S",99,1,100,"IS"
"208","IS_JOL B",6,"S",99,0,100,"IS"
"209","IS_JOL B",6,"S",70,0,70,"IS"
"210","IS_JOL B",6,"S",99,1,100,"IS"
"211","IS_JOL B",6,"S",70,0,70,"IS"
"212","IS_JOL B",6,"S",99,1,100,"IS"
"213","IS_JOL B",6,"S",99,1,100,"IS"
"214","IS_JOL B",6,"S",80,0,80,"IS"
"215","IS_JOL B",6,"S",20,0,20,"IS"
"216","IS_JOL B",6,"S",99,1,100,"IS"
"217","IS_JOL B",6,"S",99,1,100,"IS"
"218","IS_JOL B",6,"S",60,0,60,"IS"
"219","IS_JOL B",6,"S",99,0,100,"IS"
"220","IS_JOL B",6,"S",99,0,100,"IS"
"221","IS_JOL B",6,"U",30,0,30,"IS"
"222","IS_JOL B",6,"U",50,0,50,"IS"
"223","IS_JOL B",6,"U",50,0,50,"IS"
"224","IS_JOL B",6,"U",40,0,40,"IS"
"225","IS_JOL B",6,"U",60,0,60,"IS"
"226","IS_JOL B",6,"U",50,0,50,"IS"
"227","IS_JOL B",6,"U",20,0,20,"IS"
"228","IS_JOL B",6,"U",0,0,0,"IS"
"229","IS_JOL B",6,"U",30,0,30,"IS"
"230","IS_JOL B",6,"U",50,0,50,"IS"
"231","IS_JOL B",6,"U",40,0,40,"IS"
"232","IS_JOL B",6,"U",50,0,50,"IS"
"233","IS_JOL B",6,"U",45,1,40,"IS"
"234","IS_JOL B",6,"U",40,0,40,"IS"
"235","IS_JOL B",6,"U",40,0,40,"IS"
"236","IS_JOL B",6,"U",60,0,60,"IS"
"237","IS_JOL B",6,"U",20,0,20,"IS"
"238","IS_JOL B",6,"U",65,0,60,"IS"
"239","IS_JOL B",6,"U",40,0,40,"IS"
"240","IS_JOL B",6,"U",40,0,40,"IS"
"241","IS_JOL B",6,"F",50,1,50,"IS"
"242","IS_JOL B",6,"F",30,1,30,"IS"
"243","IS_JOL B",6,"F",60,0,60,"IS"
"244","IS_JOL B",6,"F",0,0,0,"IS"
"245","IS_JOL B",6,"F",10,0,10,"IS"
"246","IS_JOL B",6,"F",50,0,50,"IS"
"247","IS_JOL B",6,"F",0,0,0,"IS"
"248","IS_JOL B",6,"F",50,1,50,"IS"
"249","IS_JOL B",6,"F",40,1,40,"IS"
"250","IS_JOL B",6,"F",30,0,30,"IS"
"251","IS_JOL B",6,"F",99,0,100,"IS"
"252","IS_JOL B",6,"F",99,0,100,"IS"
"253","IS_JOL B",6,"F",99,0,100,"IS"
"254","IS_JOL B",6,"F",99,0,100,"IS"
"255","IS_JOL B",6,"F",99,1,100,"IS"
"256","IS_JOL B",6,"F",99,0,100,"IS"
"257","IS_JOL B",6,"F",99,1,100,"IS"
"258","IS_JOL B",6,"F",99,1,100,"IS"
"259","IS_JOL B",6,"F",30,1,30,"IS"
"260","IS_JOL B",6,"F",99,1,100,"IS"
"261","IS_JOL B",6,"B",20,0,20,"IS"
"262","IS_JOL B",6,"B",99,0,100,"IS"
"263","IS_JOL B",6,"B",40,0,40,"IS"
"264","IS_JOL B",6,"B",20,0,20,"IS"
"265","IS_JOL B",6,"B",60,0,60,"IS"
"266","IS_JOL B",6,"B",99,1,100,"IS"
"267","IS_JOL B",6,"B",10,0,10,"IS"
"268","IS_JOL B",6,"B",99,0,100,"IS"
"269","IS_JOL B",6,"B",99,1,100,"IS"
"270","IS_JOL B",6,"B",99,0,100,"IS"
"271","IS_JOL B",6,"B",30,1,30,"IS"
"272","IS_JOL B",6,"B",99,1,100,"IS"
"273","IS_JOL B",6,"B",50,0,50,"IS"
"274","IS_JOL B",6,"B",99,0,100,"IS"
"275","IS_JOL B",6,"B",0,0,0,"IS"
"276","IS_JOL B",6,"B",99,0,100,"IS"
"277","IS_JOL B",6,"B",20,0,20,"IS"
"278","IS_JOL B",6,"B",99,0,100,"IS"
"279","IS_JOL B",6,"B",99,0,100,"IS"
"280","IS_JOL B",6,"B",0,0,0,"IS"
"281","IS_JOL B",6,"S",99,0,100,"IS"
"282","IS_JOL B",6,"S",50,0,50,"IS"
"283","IS_JOL B",6,"S",50,0,50,"IS"
"284","IS_JOL B",6,"S",50,0,50,"IS"
"285","IS_JOL B",6,"S",99,0,100,"IS"
"286","IS_JOL B",6,"S",99,1,100,"IS"
"287","IS_JOL B",6,"S",55,0,60,"IS"
"288","IS_JOL B",6,"S",99,0,100,"IS"
"289","IS_JOL B",6,"S",55,0,60,"IS"
"290","IS_JOL B",6,"S",99,0,100,"IS"
"291","IS_JOL B",6,"S",99,0,100,"IS"
"292","IS_JOL B",6,"S",0,0,0,"IS"
"293","IS_JOL B",6,"S",99,0,100,"IS"
"294","IS_JOL B",6,"S",99,0,100,"IS"
"295","IS_JOL B",6,"S",75,0,80,"IS"
"296","IS_JOL B",6,"S",99,1,100,"IS"
"297","IS_JOL B",6,"S",99,0,100,"IS"
"298","IS_JOL B",6,"S",99,1,100,"IS"
"299","IS_JOL B",6,"S",99,0,100,"IS"
"300","IS_JOL B",6,"S",99,1,100,"IS"
"301","IS_JOL B",6,"U",25,0,20,"IS"
"302","IS_JOL B",6,"U",10,0,10,"IS"
"303","IS_JOL B",6,"U",10,0,10,"IS"
"304","IS_JOL B",6,"U",0,0,0,"IS"
"305","IS_JOL B",6,"U",10,0,10,"IS"
"306","IS_JOL B",6,"U",30,0,30,"IS"
"307","IS_JOL B",6,"U",0,0,0,"IS"
"308","IS_JOL B",6,"U",10,0,10,"IS"
"309","IS_JOL B",6,"U",0,0,0,"IS"
"310","IS_JOL B",6,"U",50,0,50,"IS"
"311","IS_JOL B",6,"U",0,0,0,"IS"
"312","IS_JOL B",6,"U",0,0,0,"IS"
"313","IS_JOL B",6,"U",0,0,0,"IS"
"314","IS_JOL B",6,"U",0,0,0,"IS"
"315","IS_JOL B",6,"U",0,0,0,"IS"
"316","IS_JOL B",6,"U",10,0,10,"IS"
"317","IS_JOL B",6,"U",30,0,30,"IS"
"318","IS_JOL B",6,"U",0,0,0,"IS"
"319","IS_JOL B",6,"U",0,0,0,"IS"
"320","IS_JOL B",6,"U",0,0,0,"IS"
"321","IS_JOL C",7,"F",60,1,60,"IS"
"322","IS_JOL C",7,"F",80,0,80,"IS"
"323","IS_JOL C",7,"F",65,1,60,"IS"
"324","IS_JOL C",7,"F",30,0,30,"IS"
"325","IS_JOL C",7,"F",65,1,60,"IS"
"326","IS_JOL C",7,"F",83,1,80,"IS"
"327","IS_JOL C",7,"F",40,0,40,"IS"
"328","IS_JOL C",7,"F",60,1,60,"IS"
"329","IS_JOL C",7,"F",68,0,70,"IS"
"330","IS_JOL C",7,"F",70,1,70,"IS"
"331","IS_JOL C",7,"F",60,1,60,"IS"
"332","IS_JOL C",7,"F",80,0,80,"IS"
"333","IS_JOL C",7,"F",60,1,60,"IS"
"334","IS_JOL C",7,"F",65,1,60,"IS"
"335","IS_JOL C",7,"F",60,1,60,"IS"
"336","IS_JOL C",7,"F",80,1,80,"IS"
"337","IS_JOL C",7,"F",53,1,50,"IS"
"338","IS_JOL C",7,"F",80,0,80,"IS"
"339","IS_JOL C",7,"F",70,1,70,"IS"
"340","IS_JOL C",7,"F",75,1,80,"IS"
"341","IS_JOL C",7,"B",72,0,70,"IS"
"342","IS_JOL C",7,"B",63,0,60,"IS"
"343","IS_JOL C",7,"B",80,1,80,"IS"
"344","IS_JOL C",7,"B",66,1,70,"IS"
"345","IS_JOL C",7,"B",77,1,80,"IS"
"346","IS_JOL C",7,"B",70,0,70,"IS"
"347","IS_JOL C",7,"B",60,1,60,"IS"
"348","IS_JOL C",7,"B",50,1,50,"IS"
"349","IS_JOL C",7,"B",69,1,70,"IS"
"350","IS_JOL C",7,"B",80,0,80,"IS"
"351","IS_JOL C",7,"B",48,0,50,"IS"
"352","IS_JOL C",7,"B",55,1,60,"IS"
"353","IS_JOL C",7,"B",67,1,70,"IS"
"354","IS_JOL C",7,"B",67,1,70,"IS"
"355","IS_JOL C",7,"B",62,1,60,"IS"
"356","IS_JOL C",7,"B",54,1,50,"IS"
"357","IS_JOL C",7,"B",50,1,50,"IS"
"358","IS_JOL C",7,"B",85,1,80,"IS"
"359","IS_JOL C",7,"B",76,1,80,"IS"
"360","IS_JOL C",7,"B",75,1,80,"IS"
"361","IS_JOL C",7,"S",60,1,60,"IS"
"362","IS_JOL C",7,"S",60,0,60,"IS"
"363","IS_JOL C",7,"S",80,1,80,"IS"
"364","IS_JOL C",7,"S",65,0,60,"IS"
"365","IS_JOL C",7,"S",80,0,80,"IS"
"366","IS_JOL C",7,"S",85,1,80,"IS"
"367","IS_JOL C",7,"S",75,0,80,"IS"
"368","IS_JOL C",7,"S",70,0,70,"IS"
"369","IS_JOL C",7,"S",90,1,90,"IS"
"370","IS_JOL C",7,"S",70,1,70,"IS"
"371","IS_JOL C",7,"S",90,1,90,"IS"
"372","IS_JOL C",7,"S",65,1,60,"IS"
"373","IS_JOL C",7,"S",70,1,70,"IS"
"374","IS_JOL C",7,"S",75,1,80,"IS"
"375","IS_JOL C",7,"S",80,1,80,"IS"
"376","IS_JOL C",7,"S",80,1,80,"IS"
"377","IS_JOL C",7,"S",60,1,60,"IS"
"378","IS_JOL C",7,"S",75,1,80,"IS"
"379","IS_JOL C",7,"S",80,1,80,"IS"
"380","IS_JOL C",7,"S",95,1,100,"IS"
"381","IS_JOL C",7,"U",30,0,30,"IS"
"382","IS_JOL C",7,"U",20,0,20,"IS"
"383","IS_JOL C",7,"U",25,0,20,"IS"
"384","IS_JOL C",7,"U",70,1,70,"IS"
"385","IS_JOL C",7,"U",26,0,30,"IS"
"386","IS_JOL C",7,"U",40,1,40,"IS"
"387","IS_JOL C",7,"U",30,0,30,"IS"
"388","IS_JOL C",7,"U",40,0,40,"IS"
"389","IS_JOL C",7,"U",40,0,40,"IS"
"390","IS_JOL C",7,"U",50,0,50,"IS"
"391","IS_JOL C",7,"U",25,0,20,"IS"
"392","IS_JOL C",7,"U",33,1,30,"IS"
"393","IS_JOL C",7,"U",35,0,40,"IS"
"394","IS_JOL C",7,"U",38,1,40,"IS"
"395","IS_JOL C",7,"U",45,0,40,"IS"
"396","IS_JOL C",7,"U",28,0,30,"IS"
"397","IS_JOL C",7,"U",20,0,20,"IS"
"398","IS_JOL C",7,"U",80,0,80,"IS"
"399","IS_JOL C",7,"U",45,0,40,"IS"
"400","IS_JOL C",7,"U",30,1,30,"IS"
"401","IS_JOL C",7,"B",50,0,50,"IS"
"402","IS_JOL C",7,"B",50,0,50,"IS"
"403","IS_JOL C",7,"B",50,0,50,"IS"
"404","IS_JOL C",7,"B",57,0,60,"IS"
"405","IS_JOL C",7,"B",82,1,80,"IS"
"406","IS_JOL C",7,"B",40,0,40,"IS"
"407","IS_JOL C",7,"B",69,0,70,"IS"
"408","IS_JOL C",7,"B",85,0,80,"IS"
"409","IS_JOL C",7,"B",95,0,100,"IS"
"410","IS_JOL C",7,"B",70,1,70,"IS"
"411","IS_JOL C",7,"B",75,0,80,"IS"
"412","IS_JOL C",7,"B",95,1,100,"IS"
"413","IS_JOL C",7,"B",70,1,70,"IS"
"414","IS_JOL C",7,"B",78,1,80,"IS"
"415","IS_JOL C",7,"B",20,0,20,"IS"
"416","IS_JOL C",7,"B",74,1,70,"IS"
"417","IS_JOL C",7,"B",65,1,60,"IS"
"418","IS_JOL C",7,"B",73,0,70,"IS"
"419","IS_JOL C",7,"B",50,1,50,"IS"
"420","IS_JOL C",7,"B",87,0,90,"IS"
"421","IS_JOL C",7,"F",70,1,70,"IS"
"422","IS_JOL C",7,"F",70,1,70,"IS"
"423","IS_JOL C",7,"F",80,1,80,"IS"
"424","IS_JOL C",7,"F",80,1,80,"IS"
"425","IS_JOL C",7,"F",75,1,80,"IS"
"426","IS_JOL C",7,"F",50,0,50,"IS"
"427","IS_JOL C",7,"F",62,0,60,"IS"
"428","IS_JOL C",7,"F",75,1,80,"IS"
"429","IS_JOL C",7,"F",62,1,60,"IS"
"430","IS_JOL C",7,"F",80,1,80,"IS"
"431","IS_JOL C",7,"F",60,1,60,"IS"
"432","IS_JOL C",7,"F",85,1,80,"IS"
"433","IS_JOL C",7,"F",76,0,80,"IS"
"434","IS_JOL C",7,"F",75,1,80,"IS"
"435","IS_JOL C",7,"F",90,1,90,"IS"
"436","IS_JOL C",7,"F",70,1,70,"IS"
"437","IS_JOL C",7,"F",90,1,90,"IS"
"438","IS_JOL C",7,"F",59,1,60,"IS"
"439","IS_JOL C",7,"F",84,1,80,"IS"
"440","IS_JOL C",7,"F",40,1,40,"IS"
"441","IS_JOL C",7,"S",70,0,70,"IS"
"442","IS_JOL C",7,"S",90,1,90,"IS"
"443","IS_JOL C",7,"S",90,1,90,"IS"
"444","IS_JOL C",7,"S",86,1,90,"IS"
"445","IS_JOL C",7,"S",70,1,70,"IS"
"446","IS_JOL C",7,"S",65,1,60,"IS"
"447","IS_JOL C",7,"S",85,0,80,"IS"
"448","IS_JOL C",7,"S",70,1,70,"IS"
"449","IS_JOL C",7,"S",80,1,80,"IS"
"450","IS_JOL C",7,"S",86,1,90,"IS"
"451","IS_JOL C",7,"S",80,0,80,"IS"
"452","IS_JOL C",7,"S",65,1,60,"IS"
"453","IS_JOL C",7,"S",87,0,90,"IS"
"454","IS_JOL C",7,"S",75,0,80,"IS"
"455","IS_JOL C",7,"S",80,1,80,"IS"
"456","IS_JOL C",7,"S",73,1,70,"IS"
"457","IS_JOL C",7,"S",75,1,80,"IS"
"458","IS_JOL C",7,"S",70,1,70,"IS"
"459","IS_JOL C",7,"S",70,1,70,"IS"
"460","IS_JOL C",7,"S",67,1,70,"IS"
"461","IS_JOL C",7,"U",20,0,20,"IS"
"462","IS_JOL C",7,"U",50,0,50,"IS"
"463","IS_JOL C",7,"U",50,1,50,"IS"
"464","IS_JOL C",7,"U",20,0,20,"IS"
"465","IS_JOL C",7,"U",40,0,40,"IS"
"466","IS_JOL C",7,"U",30,0,30,"IS"
"467","IS_JOL C",7,"U",34,0,30,"IS"
"468","IS_JOL C",7,"U",30,0,30,"IS"
"469","IS_JOL C",7,"U",49,0,50,"IS"
"470","IS_JOL C",7,"U",40,0,40,"IS"
"471","IS_JOL C",7,"U",27,0,30,"IS"
"472","IS_JOL C",7,"U",76,0,80,"IS"
"473","IS_JOL C",7,"U",30,0,30,"IS"
"474","IS_JOL C",7,"U",30,0,30,"IS"
"475","IS_JOL C",7,"U",30,0,30,"IS"
"476","IS_JOL C",7,"U",42,0,40,"IS"
"477","IS_JOL C",7,"U",35,0,40,"IS"
"478","IS_JOL C",7,"U",30,1,30,"IS"
"479","IS_JOL C",7,"U",30,1,30,"IS"
"480","IS_JOL C",7,"U",35,0,40,"IS"
"481","IS_JOL D",8,"B",100,0,100,"IS"
"482","IS_JOL D",8,"B",70,0,70,"IS"
"483","IS_JOL D",8,"B",80,0,80,"IS"
"484","IS_JOL D",8,"B",90,0,90,"IS"
"485","IS_JOL D",8,"B",20,0,20,"IS"
"486","IS_JOL D",8,"B",10,0,10,"IS"
"487","IS_JOL D",8,"B",60,1,60,"IS"
"488","IS_JOL D",8,"B",100,0,100,"IS"
"489","IS_JOL D",8,"B",90,0,90,"IS"
"490","IS_JOL D",8,"B",80,0,80,"IS"
"491","IS_JOL D",8,"B",90,1,90,"IS"
"492","IS_JOL D",8,"B",90,0,90,"IS"
"493","IS_JOL D",8,"B",90,0,90,"IS"
"494","IS_JOL D",8,"B",100,0,100,"IS"
"495","IS_JOL D",8,"B",0,0,0,"IS"
"496","IS_JOL D",8,"B",100,0,100,"IS"
"497","IS_JOL D",8,"B",20,0,20,"IS"
"498","IS_JOL D",8,"B",60,0,60,"IS"
"499","IS_JOL D",8,"B",90,0,90,"IS"
"500","IS_JOL D",8,"B",90,0,90,"IS"
"501","IS_JOL D",8,"F",50,0,50,"IS"
"502","IS_JOL D",8,"F",70,0,70,"IS"
"503","IS_JOL D",8,"F",100,0,100,"IS"
"504","IS_JOL D",8,"F",30,0,30,"IS"
"505","IS_JOL D",8,"F",70,0,70,"IS"
"506","IS_JOL D",8,"F",80,1,80,"IS"
"507","IS_JOL D",8,"F",80,0,80,"IS"
"508","IS_JOL D",8,"F",90,1,90,"IS"
"509","IS_JOL D",8,"F",100,0,100,"IS"
"510","IS_JOL D",8,"F",10,0,10,"IS"
"511","IS_JOL D",8,"F",90,0,90,"IS"
"512","IS_JOL D",8,"F",100,1,100,"IS"
"513","IS_JOL D",8,"F",100,1,100,"IS"
"514","IS_JOL D",8,"F",80,1,80,"IS"
"515","IS_JOL D",8,"F",30,0,30,"IS"
