"","ExperimentName","Subject","Direction","JOL","Scored","JOL_rounded","condition"
"57","RL_JOL A",9,"S",40,0,40,"RL"
"58","RL_JOL A",9,"S",100,1,100,"RL"
"59","RL_JOL A",9,"S",100,1,100,"RL"
"60","RL_JOL A",9,"S",90,1,90,"RL"
"61","RL_JOL A",9,"U",0,0,0,"RL"
"62","RL_JOL A",9,"U",76,0,80,"RL"
"63","RL_JOL A",9,"U",20,0,20,"RL"
"64","RL_JOL A",9,"U",25,0,20,"RL"
"65","RL_JOL A",9,"U",0,0,0,"RL"
"66","RL_JOL A",9,"U",0,0,0,"RL"
"67","RL_JOL A",9,"U",20,0,20,"RL"
"68","RL_JOL A",9,"U",0,0,0,"RL"
"69","RL_JOL A",9,"U",0,0,0,"RL"
"70","RL_JOL A",9,"U",0,0,0,"RL"
"71","RL_JOL A",9,"U",15,0,20,"RL"
"72","RL_JOL A",9,"U",0,0,0,"RL"
"73","RL_JOL A",9,"U",0,0,0,"RL"
"74","RL_JOL A",9,"U",0,0,0,"RL"
"75","RL_JOL A",9,"U",0,0,0,"RL"
"76","RL_JOL A",9,"U",0,0,0,"RL"
"77","RL_JOL A",9,"U",0,0,0,"RL"
"78","RL_JOL A",9,"U",0,0,0,"RL"
"79","RL_JOL A",9,"U",0,0,0,"RL"
"80","RL_JOL A",9,"U",0,0,0,"RL"
"81","RL_JOL A",9,"F",90,1,90,"RL"
"82","RL_JOL A",9,"F",60,0,60,"RL"
"83","RL_JOL A",9,"F",65,1,60,"RL"
"84","RL_JOL A",9,"F",90,0,90,"RL"
"85","RL_JOL A",9,"F",70,0,70,"RL"
"86","RL_JOL A",9,"F",0,0,0,"RL"
"87","RL_JOL A",9,"F",60,1,60,"RL"
"88","RL_JOL A",9,"F",70,0,70,"RL"
"89","RL_JOL A",9,"F",100,1,100,"RL"
"90","RL_JOL A",9,"F",80,1,80,"RL"
"91","RL_JOL A",9,"F",100,0,100,"RL"
"92","RL_JOL A",9,"F",65,1,60,"RL"
"93","RL_JOL A",9,"F",70,1,70,"RL"
"94","RL_JOL A",9,"F",70,0,70,"RL"
"95","RL_JOL A",9,"F",70,1,70,"RL"
"96","RL_JOL A",9,"F",60,0,60,"RL"
"97","RL_JOL A",9,"F",70,1,70,"RL"
"98","RL_JOL A",9,"F",0,0,0,"RL"
"99","RL_JOL A",9,"F",90,1,90,"RL"
"100","RL_JOL A",9,"F",60,1,60,"RL"
"101","RL_JOL A",9,"B",80,0,80,"RL"
"102","RL_JOL A",9,"B",95,0,100,"RL"
"103","RL_JOL A",9,"B",80,0,80,"RL"
"104","RL_JOL A",9,"B",80,1,80,"RL"
"105","RL_JOL A",9,"B",70,0,70,"RL"
"106","RL_JOL A",9,"B",0,0,0,"RL"
"107","RL_JOL A",9,"B",60,0,60,"RL"
"108","RL_JOL A",9,"B",95,0,100,"RL"
"109","RL_JOL A",9,"B",70,1,70,"RL"
"110","RL_JOL A",9,"B",80,0,80,"RL"
"111","RL_JOL A",9,"B",60,0,60,"RL"
"112","RL_JOL A",9,"B",70,0,70,"RL"
"113","RL_JOL A",9,"B",50,1,50,"RL"
"114","RL_JOL A",9,"B",60,0,60,"RL"
"115","RL_JOL A",9,"B",60,0,60,"RL"
"116","RL_JOL A",9,"B",100,1,100,"RL"
"117","RL_JOL A",9,"B",100,0,100,"RL"
"118","RL_JOL A",9,"B",95,0,100,"RL"
"119","RL_JOL A",9,"B",100,0,100,"RL"
"120","RL_JOL A",9,"B",70,0,70,"RL"
"121","RL_JOL A",9,"S",98,1,100,"RL"
"122","RL_JOL A",9,"S",80,0,80,"RL"
"123","RL_JOL A",9,"S",95,1,100,"RL"
"124","RL_JOL A",9,"S",69,1,70,"RL"
"125","RL_JOL A",9,"S",95,1,100,"RL"
"126","RL_JOL A",9,"S",100,1,100,"RL"
"127","RL_JOL A",9,"S",50,1,50,"RL"
"128","RL_JOL A",9,"S",95,0,100,"RL"
"129","RL_JOL A",9,"S",35,0,40,"RL"
"130","RL_JOL A",9,"S",95,0,100,"RL"
"131","RL_JOL A",9,"S",100,1,100,"RL"
"132","RL_JOL A",9,"S",85,1,80,"RL"
"133","RL_JOL A",9,"S",100,1,100,"RL"
"134","RL_JOL A",9,"S",95,0,100,"RL"
"135","RL_JOL A",9,"S",100,1,100,"RL"
"136","RL_JOL A",9,"S",95,1,100,"RL"
"137","RL_JOL A",9,"S",75,1,80,"RL"
"138","RL_JOL A",9,"S",70,1,70,"RL"
"139","RL_JOL A",9,"S",78,0,80,"RL"
"140","RL_JOL A",9,"S",100,1,100,"RL"
"141","RL_JOL A",9,"U",0,0,0,"RL"
"142","RL_JOL A",9,"U",15,0,20,"RL"
"143","RL_JOL A",9,"U",0,0,0,"RL"
"144","RL_JOL A",9,"U",0,0,0,"RL"
"145","RL_JOL A",9,"U",0,0,0,"RL"
"146","RL_JOL A",9,"U",0,0,0,"RL"
"147","RL_JOL A",9,"U",25,0,20,"RL"
"148","RL_JOL A",9,"U",20,0,20,"RL"
"149","RL_JOL A",9,"U",45,0,40,"RL"
"150","RL_JOL A",9,"U",0,0,0,"RL"
"151","RL_JOL A",9,"U",0,0,0,"RL"
"152","RL_JOL A",9,"U",0,0,0,"RL"
"153","RL_JOL A",9,"U",40,0,40,"RL"
"154","RL_JOL A",9,"U",0,0,0,"RL"
"155","RL_JOL A",9,"U",0,0,0,"RL"
"156","RL_JOL A",9,"U",25,0,20,"RL"
"157","RL_JOL A",9,"U",0,0,0,"RL"
"158","RL_JOL A",9,"U",50,1,50,"RL"
"159","RL_JOL A",9,"U",15,0,20,"RL"
"160","RL_JOL A",9,"U",0,0,0,"RL"
"161","RL_JOL B",10,"F",54,0,50,"RL"
"162","RL_JOL B",10,"F",9,0,10,"RL"
"163","RL_JOL B",10,"F",18,0,20,"RL"
"164","RL_JOL B",10,"F",3,1,0,"RL"
"165","RL_JOL B",10,"F",34,0,30,"RL"
"166","RL_JOL B",10,"F",23,1,20,"RL"
"167","RL_JOL B",10,"F",56,0,60,"RL"
"168","RL_JOL B",10,"F",45,1,40,"RL"
"169","RL_JOL B",10,"F",100,1,100,"RL"
"170","RL_JOL B",10,"F",65,1,60,"RL"
"171","RL_JOL B",10,"F",44,1,40,"RL"
"172","RL_JOL B",10,"F",100,1,100,"RL"
"173","RL_JOL B",10,"F",0,0,0,"RL"
"174","RL_JOL B",10,"F",54,1,50,"RL"
"175","RL_JOL B",10,"F",90,0,90,"RL"
"176","RL_JOL B",10,"F",100,1,100,"RL"
"177","RL_JOL B",10,"F",56,0,60,"RL"
"178","RL_JOL B",10,"F",100,1,100,"RL"
"179","RL_JOL B",10,"F",9,0,10,"RL"
"180","RL_JOL B",10,"F",78,0,80,"RL"
"181","RL_JOL B",10,"B",78,0,80,"RL"
"182","RL_JOL B",10,"B",56,0,60,"RL"
"183","RL_JOL B",10,"B",24,0,20,"RL"
"184","RL_JOL B",10,"B",5,0,0,"RL"
"185","RL_JOL B",10,"B",8,1,10,"RL"
"186","RL_JOL B",10,"B",37,0,40,"RL"
"187","RL_JOL B",10,"B",34,1,30,"RL"
"188","RL_JOL B",10,"B",6,0,10,"RL"
"189","RL_JOL B",10,"B",78,1,80,"RL"
"190","RL_JOL B",10,"B",13,0,10,"RL"
"191","RL_JOL B",10,"B",87,0,90,"RL"
"192","RL_JOL B",10,"B",72,0,70,"RL"
"193","RL_JOL B",10,"B",2,1,0,"RL"
"194","RL_JOL B",10,"B",67,0,70,"RL"
"195","RL_JOL B",10,"B",78,0,80,"RL"
"196","RL_JOL B",10,"B",100,0,100,"RL"
"197","RL_JOL B",10,"B",5,0,0,"RL"
"198","RL_JOL B",10,"B",89,0,90,"RL"
"199","RL_JOL B",10,"B",4,0,0,"RL"
"200","RL_JOL B",10,"B",19,1,20,"RL"
"201","RL_JOL B",10,"S",100,1,100,"RL"
"202","RL_JOL B",10,"S",100,1,100,"RL"
"203","RL_JOL B",10,"S",100,1,100,"RL"
"204","RL_JOL B",10,"S",23,1,20,"RL"
"205","RL_JOL B",10,"S",22,1,20,"RL"
"206","RL_JOL B",10,"S",9,0,10,"RL"
"207","RL_JOL B",10,"S",72,0,70,"RL"
"208","RL_JOL B",10,"S",14,0,10,"RL"
"209","RL_JOL B",10,"S",88,0,90,"RL"
"210","RL_JOL B",10,"S",5,0,0,"RL"
"211","RL_JOL B",10,"S",84,1,80,"RL"
"212","RL_JOL B",10,"S",99,0,100,"RL"
"213","RL_JOL B",10,"S",14,1,10,"RL"
"214","RL_JOL B",10,"S",0,1,0,"RL"
"215","RL_JOL B",10,"S",33,0,30,"RL"
"216","RL_JOL B",10,"S",100,1,100,"RL"
"217","RL_JOL B",10,"S",100,1,100,"RL"
"218","RL_JOL B",10,"S",100,1,100,"RL"
"219","RL_JOL B",10,"S",100,0,100,"RL"
"220","RL_JOL B",10,"S",100,0,100,"RL"
"221","RL_JOL B",10,"U",25,0,20,"RL"
"222","RL_JOL B",10,"U",0,0,0,"RL"
"223","RL_JOL B",10,"U",0,0,0,"RL"
"224","RL_JOL B",10,"U",0,0,0,"RL"
"225","RL_JOL B",10,"U",16,0,20,"RL"
"226","RL_JOL B",10,"U",2,0,0,"RL"
"227","RL_JOL B",10,"U",90,0,90,"RL"
"228","RL_JOL B",10,"U",0,0,0,"RL"
"229","RL_JOL B",10,"U",44,0,40,"RL"
"230","RL_JOL B",10,"U",0,0,0,"RL"
"231","RL_JOL B",10,"U",26,0,30,"RL"
"232","RL_JOL B",10,"U",8,0,10,"RL"
"233","RL_JOL B",10,"U",0,0,0,"RL"
"234","RL_JOL B",10,"U",10,0,10,"RL"
"235","RL_JOL B",10,"U",66,0,70,"RL"
"236","RL_JOL B",10,"U",2,0,0,"RL"
"237","RL_JOL B",10,"U",1,0,0,"RL"
"238","RL_JOL B",10,"U",4,1,0,"RL"
"239","RL_JOL B",10,"U",10,1,10,"RL"
"240","RL_JOL B",10,"U",0,0,0,"RL"
"241","RL_JOL B",10,"F",100,1,100,"RL"
"242","RL_JOL B",10,"F",100,0,100,"RL"
"243","RL_JOL B",10,"F",77,1,80,"RL"
"244","RL_JOL B",10,"F",0,0,0,"RL"
"245","RL_JOL B",10,"F",0,1,0,"RL"
"246","RL_JOL B",10,"F",0,0,0,"RL"
"247","RL_JOL B",10,"F",100,1,100,"RL"
"248","RL_JOL B",10,"F",NA,0,NA,"RL"
"249","RL_JOL B",10,"F",100,1,100,"RL"
"250","RL_JOL B",10,"F",78,1,80,"RL"
"251","RL_JOL B",10,"F",0,1,0,"RL"
"252","RL_JOL B",10,"F",57,0,60,"RL"
"253","RL_JOL B",10,"F",78,0,80,"RL"
"254","RL_JOL B",10,"F",0,1,0,"RL"
"255","RL_JOL B",10,"F",0,1,0,"RL"
"256","RL_JOL B",10,"F",100,0,100,"RL"
"257","RL_JOL B",10,"F",35,0,40,"RL"
"258","RL_JOL B",10,"F",100,1,100,"RL"
"259","RL_JOL B",10,"F",0,1,0,"RL"
"260","RL_JOL B",10,"F",8,1,10,"RL"
"261","RL_JOL B",10,"B",100,1,100,"RL"
"262","RL_JOL B",10,"B",13,1,10,"RL"
"263","RL_JOL B",10,"B",NA,1,NA,"RL"
"264","RL_JOL B",10,"B",NA,0,NA,"RL"
"265","RL_JOL B",10,"B",100,1,100,"RL"
"266","RL_JOL B",10,"B",21,0,20,"RL"
"267","RL_JOL B",10,"B",57,0,60,"RL"
"268","RL_JOL B",10,"B",19,0,20,"RL"
"269","RL_JOL B",10,"B",100,1,100,"RL"
"270","RL_JOL B",10,"B",90,0,90,"RL"
"271","RL_JOL B",10,"B",0,0,0,"RL"
"272","RL_JOL B",10,"B",23,0,20,"RL"
"273","RL_JOL B",10,"B",0,0,0,"RL"
"274","RL_JOL B",10,"B",97,0,100,"RL"
"275","RL_JOL B",10,"B",6,1,10,"RL"
"276","RL_JOL B",10,"B",19,0,20,"RL"
"277","RL_JOL B",10,"B",0,0,0,"RL"
"278","RL_JOL B",10,"B",NA,0,NA,"RL"
"279","RL_JOL B",10,"B",7,0,10,"RL"
"280","RL_JOL B",10,"B",0,1,0,"RL"
"281","RL_JOL B",10,"S",10,1,10,"RL"
"282","RL_JOL B",10,"S",0,1,0,"RL"
"283","RL_JOL B",10,"S",19,0,20,"RL"
"284","RL_JOL B",10,"S",19,0,20,"RL"
"285","RL_JOL B",10,"S",100,1,100,"RL"
"286","RL_JOL B",10,"S",100,1,100,"RL"
"287","RL_JOL B",10,"S",46,0,50,"RL"
"288","RL_JOL B",10,"S",0,1,0,"RL"
"289","RL_JOL B",10,"S",100,1,100,"RL"
"290","RL_JOL B",10,"S",19,0,20,"RL"
"291","RL_JOL B",10,"S",30,0,30,"RL"
"292","RL_JOL B",10,"S",19,0,20,"RL"
"293","RL_JOL B",10,"S",100,1,100,"RL"
"294","RL_JOL B",10,"S",0,1,0,"RL"
"295","RL_JOL B",10,"S",76,0,80,"RL"
"296","RL_JOL B",10,"S",0,1,0,"RL"
"297","RL_JOL B",10,"S",89,1,90,"RL"
"298","RL_JOL B",10,"S",96,0,100,"RL"
"299","RL_JOL B",10,"S",100,1,100,"RL"
"300","RL_JOL B",10,"S",10,1,10,"RL"
"301","RL_JOL B",10,"U",0,0,0,"RL"
"302","RL_JOL B",10,"U",7,0,10,"RL"
"303","RL_JOL B",10,"U",78,0,80,"RL"
"304","RL_JOL B",10,"U",8,0,10,"RL"
"305","RL_JOL B",10,"U",0,0,0,"RL"
"306","RL_JOL B",10,"U",0,0,0,"RL"
"307","RL_JOL B",10,"U",32,0,30,"RL"
"308","RL_JOL B",10,"U",41,0,40,"RL"
"309","RL_JOL B",10,"U",92,0,90,"RL"
"310","RL_JOL B",10,"U",NA,0,NA,"RL"
"311","RL_JOL B",10,"U",0,0,0,"RL"
"312","RL_JOL B",10,"U",0,0,0,"RL"
"313","RL_JOL B",10,"U",34,0,30,"RL"
"314","RL_JOL B",10,"U",54,0,50,"RL"
"315","RL_JOL B",10,"U",NA,0,NA,"RL"
"316","RL_JOL B",10,"U",2,0,0,"RL"
"317","RL_JOL B",10,"U",59,1,60,"RL"
"318","RL_JOL B",10,"U",0,0,0,"RL"
"319","RL_JOL B",10,"U",0,0,0,"RL"
"320","RL_JOL B",10,"U",79,0,80,"RL"
"321","RL_JOL C",11,"F",60,0,60,"RL"
"322","RL_JOL C",11,"F",60,1,60,"RL"
"323","RL_JOL C",11,"F",100,0,100,"RL"
"324","RL_JOL C",11,"F",80,1,80,"RL"
"325","RL_JOL C",11,"F",50,0,50,"RL"
"326","RL_JOL C",11,"F",30,1,30,"RL"
"327","RL_JOL C",11,"F",65,1,60,"RL"
"328","RL_JOL C",11,"F",60,0,60,"RL"
"329","RL_JOL C",11,"F",30,1,30,"RL"
"330","RL_JOL C",11,"F",95,0,100,"RL"
"331","RL_JOL C",11,"F",40,1,40,"RL"
"332","RL_JOL C",11,"F",60,1,60,"RL"
"333","RL_JOL C",11,"F",50,1,50,"RL"
"334","RL_JOL C",11,"F",90,1,90,"RL"
"335","RL_JOL C",11,"F",50,1,50,"RL"
"336","RL_JOL C",11,"F",60,0,60,"RL"
"337","RL_JOL C",11,"F",60,1,60,"RL"
"338","RL_JOL C",11,"F",90,0,90,"RL"
"339","RL_JOL C",11,"F",80,0,80,"RL"
"340","RL_JOL C",11,"F",50,0,50,"RL"
"341","RL_JOL C",11,"B",20,0,20,"RL"
"342","RL_JOL C",11,"B",80,0,80,"RL"
"343","RL_JOL C",11,"B",100,1,100,"RL"
"344","RL_JOL C",11,"B",80,1,80,"RL"
"345","RL_JOL C",11,"B",100,1,100,"RL"
"346","RL_JOL C",11,"B",60,0,60,"RL"
"347","RL_JOL C",11,"B",70,0,70,"RL"
"348","RL_JOL C",11,"B",100,1,100,"RL"
"349","RL_JOL C",11,"B",100,1,100,"RL"
"350","RL_JOL C",11,"B",80,1,80,"RL"
"351","RL_JOL C",11,"B",20,1,20,"RL"
"352","RL_JOL C",11,"B",70,1,70,"RL"
"353","RL_JOL C",11,"B",30,0,30,"RL"
"354","RL_JOL C",11,"B",30,1,30,"RL"
"355","RL_JOL C",11,"B",100,1,100,"RL"
"356","RL_JOL C",11,"B",80,1,80,"RL"
"357","RL_JOL C",11,"B",100,1,100,"RL"
"358","RL_JOL C",11,"B",95,0,100,"RL"
"359","RL_JOL C",11,"B",100,1,100,"RL"
"360","RL_JOL C",11,"B",80,1,80,"RL"
"361","RL_JOL C",11,"S",100,1,100,"RL"
"362","RL_JOL C",11,"S",95,0,100,"RL"
"363","RL_JOL C",11,"S",95,0,100,"RL"
"364","RL_JOL C",11,"S",100,1,100,"RL"
"365","RL_JOL C",11,"S",90,1,90,"RL"
"366","RL_JOL C",11,"S",50,0,50,"RL"
"367","RL_JOL C",11,"S",100,0,100,"RL"
"368","RL_JOL C",11,"S",95,1,100,"RL"
"369","RL_JOL C",11,"S",90,0,90,"RL"
"370","RL_JOL C",11,"S",95,1,100,"RL"
"371","RL_JOL C",11,"S",100,1,100,"RL"
"372","RL_JOL C",11,"S",95,1,100,"RL"
"373","RL_JOL C",11,"S",100,0,100,"RL"
"374","RL_JOL C",11,"S",100,1,100,"RL"
"375","RL_JOL C",11,"S",100,0,100,"RL"
"376","RL_JOL C",11,"S",100,1,100,"RL"
"377","RL_JOL C",11,"S",95,0,100,"RL"
"378","RL_JOL C",11,"S",95,1,100,"RL"
"379","RL_JOL C",11,"S",100,0,100,"RL"
"380","RL_JOL C",11,"S",100,1,100,"RL"
"381","RL_JOL C",11,"U",0,0,0,"RL"
"382","RL_JOL C",11,"U",0,0,0,"RL"
"383","RL_JOL C",11,"U",0,0,0,"RL"
"384","RL_JOL C",11,"U",20,0,20,"RL"
"385","RL_JOL C",11,"U",0,0,0,"RL"
"386","RL_JOL C",11,"U",10,0,10,"RL"
"387","RL_JOL C",11,"U",0,0,0,"RL"
"388","RL_JOL C",11,"U",10,0,10,"RL"
"389","RL_JOL C",11,"U",0,0,0,"RL"
"390","RL_JOL C",11,"U",40,0,40,"RL"
"391","RL_JOL C",11,"U",25,0,20,"RL"
"392","RL_JOL C",11,"U",20,1,20,"RL"
"393","RL_JOL C",11,"U",20,0,20,"RL"
"394","RL_JOL C",11,"U",10,1,10,"RL"
"395","RL_JOL C",11,"U",60,0,60,"RL"
"396","RL_JOL C",11,"U",0,0,0,"RL"
"397","RL_JOL C",11,"U",20,0,20,"RL"
"398","RL_JOL C",11,"U",20,0,20,"RL"
"399","RL_JOL C",11,"U",0,0,0,"RL"
"400","RL_JOL C",11,"U",0,1,0,"RL"
"401","RL_JOL C",11,"B",30,0,30,"RL"
"402","RL_JOL C",11,"B",60,1,60,"RL"
"403","RL_JOL C",11,"B",60,0,60,"RL"
"404","RL_JOL C",11,"B",60,1,60,"RL"
"405","RL_JOL C",11,"B",100,1,100,"RL"
"406","RL_JOL C",11,"B",80,0,80,"RL"
"407","RL_JOL C",11,"B",90,0,90,"RL"
"408","RL_JOL C",11,"B",100,0,100,"RL"
"409","RL_JOL C",11,"B",40,0,40,"RL"
"410","RL_JOL C",11,"B",85,0,80,"RL"
"411","RL_JOL C",11,"B",40,0,40,"RL"
"412","RL_JOL C",11,"B",95,0,100,"RL"
"413","RL_JOL C",11,"B",75,1,80,"RL"
"414","RL_JOL C",11,"B",80,0,80,"RL"
"415","RL_JOL C",11,"B",65,0,60,"RL"
"416","RL_JOL C",11,"B",60,0,60,"RL"
"417","RL_JOL C",11,"B",60,1,60,"RL"
"418","RL_JOL C",11,"B",20,1,20,"RL"
"419","RL_JOL C",11,"B",30,1,30,"RL"
"420","RL_JOL C",11,"B",80,1,80,"RL"
"421","RL_JOL C",11,"F",60,1,60,"RL"
"422","RL_JOL C",11,"F",30,1,30,"RL"
"423","RL_JOL C",11,"F",100,1,100,"RL"
"424","RL_JOL C",11,"F",80,1,80,"RL"
"425","RL_JOL C",11,"F",0,1,0,"RL"
"426","RL_JOL C",11,"F",90,1,90,"RL"
"427","RL_JOL C",11,"F",40,1,40,"RL"
"428","RL_JOL C",11,"F",80,1,80,"RL"
"429","RL_JOL C",11,"F",70,1,70,"RL"
"430","RL_JOL C",11,"F",60,0,60,"RL"
"431","RL_JOL C",11,"F",80,1,80,"RL"
"432","RL_JOL C",11,"F",60,1,60,"RL"
"433","RL_JOL C",11,"F",50,1,50,"RL"
"434","RL_JOL C",11,"F",30,1,30,"RL"
"435","RL_JOL C",11,"F",100,1,100,"RL"
"436","RL_JOL C",11,"F",30,1,30,"RL"
"437","RL_JOL C",11,"F",50,0,50,"RL"
"438","RL_JOL C",11,"F",60,0,60,"RL"
"439","RL_JOL C",11,"F",100,1,100,"RL"
"440","RL_JOL C",11,"F",30,1,30,"RL"
"441","RL_JOL C",11,"S",80,1,80,"RL"
"442","RL_JOL C",11,"S",90,0,90,"RL"
"443","RL_JOL C",11,"S",60,1,60,"RL"
"444","RL_JOL C",11,"S",80,1,80,"RL"
"445","RL_JOL C",11,"S",50,1,50,"RL"
"446","RL_JOL C",11,"S",70,1,70,"RL"
"447","RL_JOL C",11,"S",100,0,100,"RL"
"448","RL_JOL C",11,"S",60,0,60,"RL"
"449","RL_JOL C",11,"S",60,1,60,"RL"
"450","RL_JOL C",11,"S",80,1,80,"RL"
"451","RL_JOL C",11,"S",70,1,70,"RL"
"452","RL_JOL C",11,"S",80,1,80,"RL"
"453","RL_JOL C",11,"S",60,0,60,"RL"
"454","RL_JOL C",11,"S",60,1,60,"RL"
"455","RL_JOL C",11,"S",40,1,40,"RL"
"456","RL_JOL C",11,"S",50,1,50,"RL"
"457","RL_JOL C",11,"S",50,0,50,"RL"
"458","RL_JOL C",11,"S",50,1,50,"RL"
"459","RL_JOL C",11,"S",80,1,80,"RL"
"460","RL_JOL C",11,"S",70,1,70,"RL"
"461","RL_JOL C",11,"U",30,0,30,"RL"
"462","RL_JOL C",11,"U",30,1,30,"RL"
"463","RL_JOL C",11,"U",50,0,50,"RL"
"464","RL_JOL C",11,"U",10,1,10,"RL"
"465","RL_JOL C",11,"U",10,0,10,"RL"
"466","RL_JOL C",11,"U",0,0,0,"RL"
"467","RL_JOL C",11,"U",30,0,30,"RL"
"468","RL_JOL C",11,"U",20,0,20,"RL"
"469","RL_JOL C",11,"U",0,0,0,"RL"
"470","RL_JOL C",11,"U",10,1,10,"RL"
"471","RL_JOL C",11,"U",0,0,0,"RL"
"472","RL_JOL C",11,"U",20,0,20,"RL"
"473","RL_JOL C",11,"U",0,0,0,"RL"
"474","RL_JOL C",11,"U",0,0,0,"RL"
"475","RL_JOL C",11,"U",0,0,0,"RL"
"476","RL_JOL C",11,"U",20,0,20,"RL"
"477","RL_JOL C",11,"U",10,1,10,"RL"
"478","RL_JOL C",11,"U",30,0,30,"RL"
"479","RL_JOL C",11,"U",10,0,10,"RL"
"480","RL_JOL C",11,"U",20,1,20,"RL"
"481","RL_JOL A",21,"F",100,1,100,"RL"
"482","RL_JOL A",21,"F",100,1,100,"RL"
"483","RL_JOL A",21,"F",100,0,100,"RL"
"484","RL_JOL A",21,"F",55,1,60,"RL"
"485","RL_JOL A",21,"F",85,1,80,"RL"
"486","RL_JOL A",21,"F",100,0,100,"RL"
"487","RL_JOL A",21,"F",15,1,20,"RL"
"488","RL_JOL A",21,"F",85,1,80,"RL"
"489","RL_JOL A",21,"F",100,1,100,"RL"
"490","RL_JOL A",21,"F",100,1,100,"RL"
"491","RL_JOL A",21,"F",50,1,50,"RL"
"492","RL_JOL A",21,"F",90,1,90,"RL"
"493","RL_JOL A",21,"F",100,1,100,"RL"
"494","RL_JOL A",21,"F",55,0,60,"RL"
"495","RL_JOL A",21,"F",100,1,100,"RL"
"496","RL_JOL A",21,"F",100,1,100,"RL"
"497","RL_JOL A",21,"F",95,1,100,"RL"
"498","RL_JOL A",21,"F",100,1,100,"RL"
"499","RL_JOL A",21,"F",100,1,100,"RL"
"500","RL_JOL A",21,"F",75,1,80,"RL"
"501","RL_JOL A",21,"B",80,1,80,"RL"
"502","RL_JOL A",21,"B",75,1,80,"RL"
"503","RL_JOL A",21,"B",100,1,100,"RL"
"504","RL_JOL A",21,"B",65,0,60,"RL"
"505","RL_JOL A",21,"B",100,1,100,"RL"
"506","RL_JOL A",21,"B",100,0,100,"RL"
"507","RL_JOL A",21,"B",100,1,100,"RL"
"508","RL_JOL A",21,"B",100,1,100,"RL"
"509","RL_JOL A",21,"B",95,1,100,"RL"
"510","RL_JOL A",21,"B",100,1,100,"RL"
"511","RL_JOL A",21,"B",45,1,40,"RL"
"512","RL_JOL A",21,"B",100,0,100,"RL"
"513","RL_JOL A",21,"B",67,0,70,"RL"
"514","RL_JOL A",21,"B",95,0,100,"RL"
"515","RL_JOL A",21,"B",100,1,100,"RL"
