Username,Condition.Description,Direction,Block,JOL,Recall,Version,,Get Means,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,F,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,S,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,S,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,S,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,U,2,10,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,U,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,U,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,U,2,10,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,F,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,F,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,F,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,F,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,B,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,B,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,B,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,F,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,F,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,B,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,B,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,B,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,B,2,20,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,B,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,S,2,20,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,S,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,F,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,F,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,F,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,F,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,F,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,F,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,B,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,B,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,B,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,S,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,S,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,S,2,100,0,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,U,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,U,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,S,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,S,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,S,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,U,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,U,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,U,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,B,2,40,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,B,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,B,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,B,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,U,2,30,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,F,2,40,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,F,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,F,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,S,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,S,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,S,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,S,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,S,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,S,2,80,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,F,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,F,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,F,2,40,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,F,2,20,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,S,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,S,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,S,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,S,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,B,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,B,2,50,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,U,2,10,0,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,U,2,0,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,U,2,20,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,B,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,B,2,100,0,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,B,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,F,2,50,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,F,2,90,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,F,2,90,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,F,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,F,2,100,0,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,S,2,80,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,S,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f44fb00d516570500795789,READ,S,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,S,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,S,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,S,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
5e88a4f92d6f5c0008b31b3c,READ,F,2,60,100,prolific,,,,,,,,,,,,,,,,,,,,,
5eaaba7e30d6b901782c0ec0,READ,F,2,70,100,prolific,,,,,,,,,,,,,,,,,,,,,
5f2b073cd89f884af27c3c54,READ,F,2,100,100,prolific,,,,,,,,,,,,,,,,,,,,,
2,READ,F,2,50,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,F,2,90,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,F,2,30,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,F,2,60,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,F,2,100,100,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,B,2,20,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,B,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,B,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,B,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,B,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,B,2,30,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,B,2,20,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,B,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,B,2,60,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,B,2,30,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,20,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,80,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,20,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,100,100,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,100,100,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,90,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,10,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,70,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,90,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,100,100,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,S,2,60,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,30,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,50,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,60,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,40,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,30,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,100,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,30,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,70,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,40,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
2,READ,U,2,70,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,50,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,70,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,90,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,60,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,70,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,90,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,70,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,80,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,90,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,80,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,B,2,50,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,90,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,60,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,70,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,70,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,90,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,20,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,80,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,80,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,80,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,80,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,F,2,80,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,S,2,100,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,S,2,70,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,S,2,100,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,S,2,50,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,U,2,10,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,U,2,10,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,U,2,10,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,U,2,10,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,U,2,40,0,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,U,2,10,100,Eprime,,,,,,,,,,,,,,,,,,,,,
3,READ,U,2,10,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,30,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,30,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,40,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,40,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,40,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,50,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,20,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,70,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,60,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,B,2,20,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,60,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,70,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,30,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,0,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,60,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,50,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,60,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,60,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,20,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,60,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,10,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,50,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,40,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,F,2,50,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,70,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,60,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,30,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,60,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,50,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,20,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,40,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,30,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,40,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,50,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,50,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,30,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,60,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,60,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,70,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,40,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,40,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,40,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,70,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,S,2,100,100,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,10,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,10,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,20,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,0,0,Eprime,,,,,,,,,,,,,,,,,,,,,
4,READ,U,2,10,100,Eprime,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,U,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,S,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,U,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w979990amf,READ,U,2,30,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,S,2,80,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,B,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,S,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,S,2,60,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,S,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,S,2,60,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,S,2,20,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,50,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,F,2,40,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,90,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,S,2,50,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,S,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,B,2,60,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,F,2,80,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,U,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,F,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,U,2,30,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,F,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,90,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,U,2,40,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,B,2,50,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,80,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,S,2,70,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,S,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,S,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,S,2,50,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,40,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,B,2,60,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,30,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,U,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
w979990amf,READ,U,2,30,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,B,2,50,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,70,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,S,2,50,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,S,2,60,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,U,2,40,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,B,2,50,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,80,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,F,2,50,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,60,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,U,2,40,100,sona,,,,,,,,,,,,,,,,,,,,,
w979990amf,READ,U,2,20,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,U,2,0,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,S,2,100,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,F,2,50,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,80,100,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,B,2,50,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,40,0,sona,,,,,,,,,,,,,,,,,,,,,
w979990amf,READ,F,2,100,0,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,F,2,100,0,sona,,,,,,,,,,,,,,,,,,,,,
w10084213_amm,READ,B,2,30,100,sona,,,,,,,,,,,,,,,,,,,,,
w986849_pem,READ,B,2,60,100,sona,,,,,,,,,,,,,,,,,,,,,
