Username,ID,Date,RT,Fails
555,2jci68mdfc,2020-03-23T21:36:23+00:00,4602,0
4554,dnn37p4lyo,2020-03-23T21:44:50+00:00,2466,0
ddd,ozyrmt7nfz,2020-03-24T14:20:19+00:00,11924,0
adsfa,q282itrdfs,2020-03-24T14:22:33+00:00,2031,0
222,urq24sdbso,2020-03-24T14:30:45+00:00,7230,0
dad,9291uaqj31,2020-03-24T14:31:40+00:00,3476,0
adfa,pqraessj88,2020-03-24T14:36:28+00:00,5345,0
1111,x9n03q6h7q,2020-03-24T14:56:24+00:00,9111,0
4444,k6wpy120e2,2020-03-24T14:59:35+00:00,2880,0
122,56tft5v5vq,2020-03-24T15:21:51+00:00,2611,0
546465,nawu3mta90,2020-03-24T15:34:03+00:00,2462,0
4654654,o30vhtn2rf,2020-03-24T15:49:41+00:00,6218,0
2222,pka5bslsgs,2020-03-24T16:06:55+00:00,2091,0
24242,0ioom4pcj0,2020-03-24T16:10:08+00:00,1889,0
2222,v29pnplwda,2020-03-24T16:12:40+00:00,1781,0
456456,ts7nt51287,2020-03-24T16:17:17+00:00,4931,0
454,qq53mah007,2020-03-24T16:24:45+00:00,4938,0
100,yp91iejd1a,2020-03-24T18:42:00+00:00,11822,0
23232,5tuijfzxun,2020-03-24T18:44:17+00:00,2003,0
adfadf,r4dlx7x58d,2020-03-24T19:19:45+00:00,5127,0
adsfadsfa,owyor4cqhw,2020-03-24T19:46:53+00:00,4036,0
fadsf,hkkfywllaa,2020-03-24T20:00:57+00:00,1848,0
adfadf,xu8uqx4xdz,2020-03-24T20:31:00+00:00,8686,0
hlkjhklh,4h3ozj8lah,2020-03-24T20:34:29+00:00,12038,0
sfgsfg,9n6erokzpf,2020-03-24T20:42:40+00:00,3814,0
adfadf,vb84bqb4vn,2020-03-24T20:45:28+00:00,2018,0
adfadfaf,zcgkjueql1,2020-03-24T20:59:54+00:00,3090,0
