"Username","Condition.Description","Direction","Block","JOL","Recall_Score","Version"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","S",1,50,100,"Collector"
"w10084909JR","READ","S",1,87,0,"Collector"
"W832552_JRR","READ","S",1,100,100,"Collector"
"w10076838","READ","F",1,60,0,"Collector"
"w10084909JR","READ","F",1,98,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","F",1,75,100,"Collector"
"w10084909JR","READ","F",1,43,0,"Collector"
"W832552_JRR","READ","F",1,100,0,"Collector"
"w10076838","READ","B",1,40,0,"Collector"
"w10084909JR","READ","B",1,36,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","S",1,60,0,"Collector"
"w10084909JR","READ","S",1,34,0,"Collector"
"W832552_JRR","READ","S",1,25,0,"Collector"
"w10076838","READ","U",1,5,0,"Collector"
"w10084909JR","READ","U",1,87,0,"Collector"
"W832552_JRR","READ","U",1,100,0,"Collector"
"w10076838","READ","U",1,10,0,"Collector"
"w10084909JR","READ","U",1,34,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","U",1,0,0,"Collector"
"w10084909JR","READ","U",1,76,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","U",1,5,0,"Collector"
"w10084909JR","READ","U",1,32,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","U",1,0,0,"Collector"
"w10084909JR","READ","U",1,21,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","F",1,90,0,"Collector"
"w10084909JR","READ","F",1,45,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","B",1,50,0,"Collector"
"w10084909JR","READ","B",1,23,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","S",1,75,0,"Collector"
"w10084909JR","READ","S",1,74,0,"Collector"
"W832552_JRR","READ","S",1,100,0,"Collector"
"w10076838","READ","B",1,50,0,"Collector"
"w10084909JR","READ","B",1,29,0,"Collector"
"W832552_JRR","READ","B",1,100,0,"Collector"
"w10076838","READ","B",1,30,0,"Collector"
"w10084909JR","READ","B",1,23,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","B",1,60,0,"Collector"
"w10084909JR","READ","B",1,0,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","S",1,75,0,"Collector"
"w10084909JR","READ","S",1,45,0,"Collector"
"W832552_JRR","READ","S",1,100,0,"Collector"
"w10076838","READ","B",1,30,100,"Collector"
"w10084909JR","READ","B",1,89,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","U",1,0,0,"Collector"
"w10084909JR","READ","U",1,23,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","B",1,50,0,"Collector"
"w10084909JR","READ","B",1,23,0,"Collector"
"W832552_JRR","READ","B",1,25,100,"Collector"
"w10076838","READ","S",1,50,100,"Collector"
"w10084909JR","READ","S",1,90,0,"Collector"
"W832552_JRR","READ","S",1,100,0,"Collector"
"w10076838","READ","F",1,75,0,"Collector"
"w10084909JR","READ","F",1,78,0,"Collector"
"W832552_JRR","READ","F",1,100,0,"Collector"
"w10076838","READ","U",1,5,0,"Collector"
"w10084909JR","READ","U",1,23,0,"Collector"
"W832552_JRR","READ","U",1,25,100,"Collector"
"w10076838","READ","B",1,60,0,"Collector"
"w10084909JR","READ","B",1,54,0,"Collector"
"W832552_JRR","READ","B",1,100,0,"Collector"
"w10076838","READ","F",1,50,100,"Collector"
"w10084909JR","READ","F",1,12,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","B",1,60,0,"Collector"
"w10084909JR","READ","B",1,64,0,"Collector"
"W832552_JRR","READ","B",1,75,0,"Collector"
"w10076838","READ","S",1,50,100,"Collector"
"w10084909JR","READ","S",1,45,0,"Collector"
"W832552_JRR","READ","S",1,100,100,"Collector"
"w10076838","READ","U",1,0,0,"Collector"
"w10084909JR","READ","U",1,23,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","S",1,5,0,"Collector"
"w10084909JR","READ","S",1,74,0,"Collector"
"W832552_JRR","READ","S",1,100,100,"Collector"
"w10076838","READ","B",1,75,0,"Collector"
"w10084909JR","READ","B",1,66,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","S",1,25,0,"Collector"
"w10084909JR","READ","S",1,85,0,"Collector"
"W832552_JRR","READ","S",1,50,0,"Collector"
"w10076838","READ","U",1,0,0,"Collector"
"w10084909JR","READ","U",1,2,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","F",1,60,100,"Collector"
"w10084909JR","READ","F",1,84,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","S",1,50,100,"Collector"
"w10084909JR","READ","S",1,12,0,"Collector"
"W832552_JRR","READ","S",1,100,0,"Collector"
"w10076838","READ","S",1,60,100,"Collector"
"w10084909JR","READ","S",1,67,0,"Collector"
"W832552_JRR","READ","S",1,100,100,"Collector"
"w10076838","READ","B",1,25,0,"Collector"
"w10084909JR","READ","B",1,54,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","B",1,40,0,"Collector"
"w10084909JR","READ","B",1,34,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","U",1,0,0,"Collector"
"w10084909JR","READ","U",1,100,0,"Collector"
"W832552_JRR","READ","U",1,25,100,"Collector"
"w10076838","READ","U",1,0,100,"Collector"
"w10084909JR","READ","U",1,5,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","B",1,60,0,"Collector"
"w10084909JR","READ","B",1,56,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","F",1,60,100,"Collector"
"w10084909JR","READ","F",1,12,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","S",1,90,0,"Collector"
"w10084909JR","READ","S",1,32,0,"Collector"
"W832552_JRR","READ","S",1,100,100,"Collector"
"w10076838","READ","U",1,5,0,"Collector"
"w10084909JR","READ","U",1,7,0,"Collector"
"W832552_JRR","READ","U",1,0,0,"Collector"
"w10076838","READ","U",1,0,0,"Collector"
"w10084909JR","READ","U",1,23,0,"Collector"
"W832552_JRR","READ","U",1,25,100,"Collector"
"w10076838","READ","F",1,50,100,"Collector"
"w10084909JR","READ","F",1,34,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","B",1,30,100,"Collector"
"w10084909JR","READ","B",1,9,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","F",1,20,0,"Collector"
"w10084909JR","READ","F",1,23,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","B",1,40,100,"Collector"
"w10084909JR","READ","B",1,81,0,"Collector"
"W832552_JRR","READ","B",1,100,0,"Collector"
"w10076838","READ","B",1,10,100,"Collector"
"w10084909JR","READ","B",1,22,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","S",1,60,100,"Collector"
"w10084909JR","READ","S",1,1,0,"Collector"
"W832552_JRR","READ","S",1,100,0,"Collector"
"w10076838","READ","F",1,90,0,"Collector"
"w10084909JR","READ","F",1,14,0,"Collector"
"W832552_JRR","READ","F",1,100,0,"Collector"
"w10076838","READ","F",1,60,100,"Collector"
"w10084909JR","READ","F",1,54,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","U",1,0,0,"Collector"
"w10084909JR","READ","U",1,34,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","B",1,15,0,"Collector"
"w10084909JR","READ","B",1,23,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","S",1,90,0,"Collector"
"w10084909JR","READ","S",1,32,0,"Collector"
"W832552_JRR","READ","S",1,100,100,"Collector"
"w10076838","READ","U",1,5,0,"Collector"
"w10084909JR","READ","U",1,85,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","S",1,90,100,"Collector"
"w10084909JR","READ","S",1,74,0,"Collector"
"W832552_JRR","READ","S",1,100,0,"Collector"
"w10076838","READ","U",1,10,100,"Collector"
"w10084909JR","READ","U",1,45,0,"Collector"
"W832552_JRR","READ","U",1,100,100,"Collector"
"w10076838","READ","B",1,50,0,"Collector"
"w10084909JR","READ","B",1,63,0,"Collector"
"W832552_JRR","READ","B",1,75,0,"Collector"
"w10076838","READ","U",1,5,0,"Collector"
"w10084909JR","READ","U",1,98,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","F",1,60,100,"Collector"
"w10084909JR","READ","F",1,14,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","S",1,20,100,"Collector"
"w10084909JR","READ","S",1,12,0,"Collector"
"W832552_JRR","READ","S",1,100,100,"Collector"
"w10076838","READ","S",1,60,0,"Collector"
"w10084909JR","READ","S",1,36,0,"Collector"
"W832552_JRR","READ","S",1,100,0,"Collector"
"w10076838","READ","F",1,25,0,"Collector"
"w10084909JR","READ","F",1,84,0,"Collector"
"W832552_JRR","READ","F",1,100,0,"Collector"
"w10076838","READ","S",1,50,100,"Collector"
"w10084909JR","READ","S",1,54,0,"Collector"
"W832552_JRR","READ","S",1,100,100,"Collector"
"w10076838","READ","B",1,50,0,"Collector"
"w10084909JR","READ","B",1,75,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","U",1,0,0,"Collector"
"w10084909JR","READ","U",1,21,0,"Collector"
"W832552_JRR","READ","U",1,25,0,"Collector"
"w10076838","READ","B",1,90,0,"Collector"
"w10084909JR","READ","B",1,21,0,"Collector"
"W832552_JRR","READ","B",1,100,100,"Collector"
"w10076838","READ","F",1,75,0,"Collector"
"w10084909JR","READ","F",1,54,0,"Collector"
"W832552_JRR","READ","F",1,100,0,"Collector"
"w10076838","READ","F",1,50,0,"Collector"
"w10084909JR","READ","F",1,4,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10076838","READ","S",1,60,100,"Collector"
"w10084909JR","READ","S",1,12,0,"Collector"
"W832552_JRR","READ","S",1,100,100,"Collector"
"w10076838","READ","S",1,20,100,"Collector"
"w10084909JR","READ","S",1,87,0,"Collector"
"W832552_JRR","READ","S",1,100,100,"Collector"
"w10076838","READ","F",1,30,0,"Collector"
"w10084909JR","READ","F",1,59,0,"Collector"
"W832552_JRR","READ","F",1,100,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,65,0,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,0,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,80,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,100,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,81,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,100,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,99,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,99,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,80,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,99,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,60,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,100,100,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,50,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,95,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,40,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,65,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,50,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,0,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,1,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,5,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,40,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,98,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,90,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,10,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,0,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,20,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,100,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,100,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,89,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,80,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,95,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,90,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,60,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,65,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,100,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,100,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,100,0,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,70,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,98,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,99,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,40,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,3,0,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,91,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,20,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,35,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,55,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,100,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,95,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,50,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,70,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,100,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,55,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,100,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,40,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,NA,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,25,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,0,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,95,100,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,97,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,60,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,50,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,60,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,50,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,95,100,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,70,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,60,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,85,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,32,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,99,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,92,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,75,0,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,87,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,99,100,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,85,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,100,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,NA,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,NA,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,80,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,100,100,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,100,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,50,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,75,100,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,50,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,85,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,20,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,0,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,20,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,20,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,0,100,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,2,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,40,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,85,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,90,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,99,100,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,80,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,100,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,100,100,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,70,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,98,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,97,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,40,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,10,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,3,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,10,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,2,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,0,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,60,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,3,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,11,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,20,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,20,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,1,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,95,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,30,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,5,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,1,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,85,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,0,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,0,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,2,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,10,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,45,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,97,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,10,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,0,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,5,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,20,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,9,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,10,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,10,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,5,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,10,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,10,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,0,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,0,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,99,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,55,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,100,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,0,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,25,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,0,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,100,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,55,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,96,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,100,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,100,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,75,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,80,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,100,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,0,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,20,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,80,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,87,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,80,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,100,100,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,60,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,95,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,80,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,10,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,95,100,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,10,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,80,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,100,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,100,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,100,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,100,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,100,100,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,98,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,20,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,45,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,1,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","F",1,90,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","F",1,50,0,"Collector"
"w843943JC","ITEM SPECIFIC","F",1,66,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,100,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,100,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,60,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,100,100,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,45,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,40,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,25,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,63,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,95,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,85,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,90,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,80,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,95,100,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,100,100,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,20,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,0,100,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,15,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,50,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,0,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,2,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,40,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,95,100,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","B",1,NA,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","B",1,99,0,"Collector"
"w843943JC","ITEM SPECIFIC","B",1,100,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","U",1,0,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","U",1,5,0,"Collector"
"w843943JC","ITEM SPECIFIC","U",1,10,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,100,0,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,NA,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,90,0,"Collector"
"w10037114_bj","ITEM SPECIFIC","S",1,100,100,"Collector"
"w10061950_msc","ITEM SPECIFIC","S",1,95,0,"Collector"
"w843943JC","ITEM SPECIFIC","S",1,25,0,"Collector"
"w10011332_jkt","ITEM SPECIFIC","F",1,10,0,"Collector"
"w993002_MR","ITEM SPECIFIC","F",1,90,0,"Collector"
"w10011332_jkt","ITEM SPECIFIC","F",1,100,100,"Collector"
"w993002_MR","ITEM SPECIFIC","F",1,10,0,"Collector"
"w10011332_jkt","ITEM SPECIFIC","S",1,10,0,"Collector"
"w993002_MR","ITEM SPECIFIC","S",1,60,0,"Collector"
"w10011332_jkt","ITEM SPECIFIC","B",1,100,0,"Collector"
"w993002_MR","ITEM SPECIFIC","B",1,40,0,"Collector"
