Cue,Answer,Shuffle,Stimuli Notes,Value
TREES,GREEN,OFF,Buffer,1
BASEBALL,CATCHER,OFF,Buffer,2
PEANUT,BUTTER,OFF,Buffer,3
SCARE,HIDE,OFF,Buffer,4
SPACE,JAM,OFF,Buffer,5
DELINQUENT,BAD,ON,F,6
DIGESTION,STOMACH,ON,F,7
WAGE,MONEY,ON,F,8
CHISEL,HAMMER,ON,F,9
EDITOR,NEWS,ON,F,10
HORNET,STING,ON,F,11
BITTER,COLD,ON,F,12
ROOT,PLANT,ON,F,13
SWAN,BIRD,ON,F,14
PAW,DOG,ON,F,15
WAY,OUT,ON,F,16
HYGIENE,CLEAN,ON,F,17
BRIDGE,WATER,ON,F,18
GEOLOGY,ROCK,ON,F,19
REVOLUTION,WAR,ON,F,20
DISCUSSION,TALK,ON,F,21
HERD,COW,ON,F,22
CREDIT,CARD,ON,F,23
ORCHID,FLOWER,ON,F,24
TUNA,FISH,ON,F,25
FULL,ENOUGH,ON,B,26
DRINK,SIP,ON,B,27
DARK,CAVE,ON,B,28
TAKE,SEIZE,ON,B,29
HEIGHT,GROWTH,ON,B,30
SENTENCE,WORD,ON,B,31
BUG,WASP,ON,B,32
MATH,DIVISION,ON,B,33
LAW,ATTORNEY,ON,B,34
GREAT,FANTASTIC,ON,B,35
KEY,LATCH,ON,B,36
HOT,CHILI,ON,B,37
BALL,RACKET,ON,B,38
WORK,CHORE,ON,B,39
HUNGER,FAMINE,ON,B,40
SLEEP,DROWSY,ON,B,41
SMELL,STENCH,ON,B,42
CLOTHES,ATTIRE,ON,B,43
PLANE,PILOT,ON,B,44
FIRE,BLAZE,ON,B,45
DUE,ASSIGNMENT,ON,S,46
NUMBER,AMOUNT,ON,S,47
LOCATION,SITE,ON,S,48
DUMP,WASTE,ON,S,49
TRIAL,JURY,ON,S,50
ARCHITECTURE,DESIGN,ON,S,51
GRILL,BAR,ON,S,52
KIDNEY,LIVER,ON,S,53
BEGIN,END,ON,S,54
BLOW,WIND,ON,S,55
POP,SODA,ON,S,56
WINE,CHEESE,ON,S,57
BATHROOM,TOILET,ON,S,58
LETTUCE,SALAD,ON,S,59
SHOE,FOOT,ON,S,60
PAST,FUTURE,ON,S,61
MEANING,DEFINITION,ON,S,62
HONEY,BEE,ON,S,63
BABY,CHILD,ON,S,64
CIRCLE,ROUND,ON,S,65
PUSHER,CLUTTER,ON,U,66
DIETARY,SACKING,ON,U,67
PARK,HUNGRY,ON,U,68
LIFT,WOMAN,ON,U,69
SOON,BELT,ON,U,70
DISCOVER,FLOOR,ON,U,71
DEATH,BUSINESS,ON,U,72
