"Username","Trial","Condition.Number","Condition.Description","Condition.Notes","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","JOL","Procedure.Trial.Type","Procedure.Shuffle.1","Recall.Response","Recall_Score","platform"
"5994b4b88737070001762c8f",53,18,"BACKWARD IS VERSION B","NEW","EVEN","REVENGE","ON2","B","Study Phase","0","Test","Recall1","ODD",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",97,18,"BACKWARD IS VERSION B","NEW","EVEN","REVENGE","ON2","B","Study Phase","70","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",38,18,"BACKWARD IS VERSION B","NEW","EVEN","REVENGE","ON2","B","Study Phase","20","Test","Recall1","",0,"prolific"
"5f047ad3b4eb766c94bb20a7",34,18,"BACKWARD IS VERSION B","NEW","EVEN","REVENGE","ON2","B","Study Phase","70","Test","Recall1","Revenge ",100,"prolific"
"55885869fdf99b4020ba0b64",48,18,"BACKWARD IS VERSION B","NEW","EXTENSION","LONG","ON2","F","Study Phase","95","Test","Recall1","Long",100,"prolific"
"5994b4b88737070001762c8f",26,18,"BACKWARD IS VERSION B","NEW","EXTENSION","LONG","ON2","F","Study Phase","60","Test","Recall1","LONGER",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",86,18,"BACKWARD IS VERSION B","NEW","EXTENSION","LONG","ON2","F","Study Phase","70","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",95,18,"BACKWARD IS VERSION B","NEW","EXTENSION","LONG","ON2","F","Study Phase","65","Test","Recall1","long",100,"prolific"
"5f047ad3b4eb766c94bb20a7",26,18,"BACKWARD IS VERSION B","NEW","EXTENSION","LONG","ON2","F","Study Phase","90","Test","Recall1","Long ",100,"prolific"
"55885869fdf99b4020ba0b64",67,18,"BACKWARD IS VERSION B","NEW","FEUD","FIGHT","ON2","F","Study Phase","90","Test","Recall1","Fight",100,"prolific"
"5994b4b88737070001762c8f",84,18,"BACKWARD IS VERSION B","NEW","FEUD","FIGHT","ON2","F","Study Phase","30","Test","Recall1","FIGHT",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",53,18,"BACKWARD IS VERSION B","NEW","FEUD","FIGHT","ON2","F","Study Phase","80","Test","Recall1","Fight",100,"prolific"
"5ecaed8544972a64705bb6a1",57,18,"BACKWARD IS VERSION B","NEW","FEUD","FIGHT","ON2","F","Study Phase","55","Test","Recall1","fight",100,"prolific"
"5f047ad3b4eb766c94bb20a7",52,18,"BACKWARD IS VERSION B","NEW","FEUD","FIGHT","ON2","F","Study Phase","98","Test","Recall1","fight",100,"prolific"
"55885869fdf99b4020ba0b64",41,18,"BACKWARD IS VERSION B","NEW","FIGHT","BRAWL","ON2","B","Study Phase","50","Test","Recall1","Fued",0,"prolific"
"5994b4b88737070001762c8f",64,18,"BACKWARD IS VERSION B","NEW","FIGHT","BRAWL","ON2","B","Study Phase","70","Test","Recall1","FEUD",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",42,18,"BACKWARD IS VERSION B","NEW","FIGHT","BRAWL","ON2","B","Study Phase","100","Test","Recall1","Feud",0,"prolific"
"5ecaed8544972a64705bb6a1",84,18,"BACKWARD IS VERSION B","NEW","FIGHT","BRAWL","ON2","B","Study Phase","45","Test","Recall1","brawl",100,"prolific"
"5f047ad3b4eb766c94bb20a7",89,18,"BACKWARD IS VERSION B","NEW","FIGHT","BRAWL","ON2","B","Study Phase","98","Test","Recall1","Brawl ",100,"prolific"
"55885869fdf99b4020ba0b64",29,18,"BACKWARD IS VERSION B","NEW","FISH","SARDINE","ON2","B","Study Phase","50","Test","Recall1","Salmon",0,"prolific"
"5994b4b88737070001762c8f",104,18,"BACKWARD IS VERSION B","NEW","FISH","SARDINE","ON2","B","Study Phase","10","Test","Recall1","SHRIMP",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",83,18,"BACKWARD IS VERSION B","NEW","FISH","SARDINE","ON2","B","Study Phase","50","Test","Recall1","Sardine",100,"prolific"
"5ecaed8544972a64705bb6a1",101,18,"BACKWARD IS VERSION B","NEW","FISH","SARDINE","ON2","B","Study Phase","45","Test","Recall1","sardine",100,"prolific"
"5f047ad3b4eb766c94bb20a7",28,18,"BACKWARD IS VERSION B","NEW","FISH","SARDINE","ON2","B","Study Phase","70","Test","Recall1","sea",0,"prolific"
"55885869fdf99b4020ba0b64",55,18,"BACKWARD IS VERSION B","NEW","FLEA","TICK","ON2","S","Study Phase","85","Test","Recall1","Tick",100,"prolific"
"5994b4b88737070001762c8f",42,18,"BACKWARD IS VERSION B","NEW","FLEA","TICK","ON2","S","Study Phase","50","Test","Recall1","TICK",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",35,18,"BACKWARD IS VERSION B","NEW","FLEA","TICK","ON2","S","Study Phase","100","Test","Recall1","Tick",100,"prolific"
"5ecaed8544972a64705bb6a1",92,18,"BACKWARD IS VERSION B","NEW","FLEA","TICK","ON2","S","Study Phase","80","Test","Recall1","tick",100,"prolific"
"5f047ad3b4eb766c94bb20a7",98,18,"BACKWARD IS VERSION B","NEW","FLEA","TICK","ON2","S","Study Phase","70","Test","Recall1","Leave ",0,"prolific"
"55885869fdf99b4020ba0b64",103,18,"BACKWARD IS VERSION B","NEW","FRUIT","STRAWBERRY","ON2","B","Study Phase","100","Test","Recall1","Strawberry",100,"prolific"
"5994b4b88737070001762c8f",98,18,"BACKWARD IS VERSION B","NEW","FRUIT","STRAWBERRY","ON2","B","Study Phase","80","Test","Recall1","STRAWBERRY",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",51,18,"BACKWARD IS VERSION B","NEW","FRUIT","STRAWBERRY","ON2","B","Study Phase","70","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",66,18,"BACKWARD IS VERSION B","NEW","FRUIT","STRAWBERRY","ON2","B","Study Phase","75","Test","Recall1","strawberry",100,"prolific"
"5f047ad3b4eb766c94bb20a7",51,18,"BACKWARD IS VERSION B","NEW","FRUIT","STRAWBERRY","ON2","B","Study Phase","100","Test","Recall1","Strawberry ",100,"prolific"
"55885869fdf99b4020ba0b64",39,18,"BACKWARD IS VERSION B","NEW","FURRY","DOG","ON2","F","Study Phase","100","Test","Recall1","Fuzzy",0,"prolific"
"5994b4b88737070001762c8f",76,18,"BACKWARD IS VERSION B","NEW","FURRY","DOG","ON2","F","Study Phase","50","Test","Recall1","SHELL",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",79,18,"BACKWARD IS VERSION B","NEW","FURRY","DOG","ON2","F","Study Phase","50","Test","Recall1","Dog",100,"prolific"
"5ecaed8544972a64705bb6a1",62,18,"BACKWARD IS VERSION B","NEW","FURRY","DOG","ON2","F","Study Phase","70","Test","Recall1","dog",100,"prolific"
"5f047ad3b4eb766c94bb20a7",96,18,"BACKWARD IS VERSION B","NEW","FURRY","DOG","ON2","F","Study Phase","100","Test","Recall1","Dog ",100,"prolific"
"55885869fdf99b4020ba0b64",75,18,"BACKWARD IS VERSION B","NEW","FUZZY","BANG","ON2","U","Study Phase","50","Test","Recall1","Soft",0,"prolific"
"5994b4b88737070001762c8f",60,18,"BACKWARD IS VERSION B","NEW","FUZZY","BANG","ON2","U","Study Phase","20","Test","Recall1","",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",101,18,"BACKWARD IS VERSION B","NEW","FUZZY","BANG","ON2","U","Study Phase","0","Test","Recall1","Cat",0,"prolific"
"5ecaed8544972a64705bb6a1",29,18,"BACKWARD IS VERSION B","NEW","FUZZY","BANG","ON2","U","Study Phase","20","Test","Recall1","bang",100,"prolific"
"5f047ad3b4eb766c94bb20a7",40,18,"BACKWARD IS VERSION B","NEW","FUZZY","BANG","ON2","U","Study Phase","14","Test","Recall1","Dog ",0,"prolific"
"55885869fdf99b4020ba0b64",24,18,"BACKWARD IS VERSION B","NEW","GIVE","STEAK","ON2","U","Study Phase","60","Test","Recall1","Charity",0,"prolific"
"5994b4b88737070001762c8f",82,18,"BACKWARD IS VERSION B","NEW","GIVE","STEAK","ON2","U","Study Phase","0","Test","Recall1","TAKE",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",66,18,"BACKWARD IS VERSION B","NEW","GIVE","STEAK","ON2","U","Study Phase","20","Test","Recall1","Take",100,"prolific"
"5ecaed8544972a64705bb6a1",35,18,"BACKWARD IS VERSION B","NEW","GIVE","STEAK","ON2","U","Study Phase","10","Test","Recall1","take",100,"prolific"
"5f047ad3b4eb766c94bb20a7",53,18,"BACKWARD IS VERSION B","NEW","GIVE","STEAK","ON2","U","Study Phase","8","Test","Recall1","receive ",0,"prolific"
"55885869fdf99b4020ba0b64",36,18,"BACKWARD IS VERSION B","NEW","GLASS","BREAKABLE","ON2","B","Study Phase","90","Test","Recall1","Cup",0,"prolific"
"5994b4b88737070001762c8f",89,18,"BACKWARD IS VERSION B","NEW","GLASS","BREAKABLE","ON2","B","Study Phase","70","Test","Recall1","BREAKABLE",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",82,18,"BACKWARD IS VERSION B","NEW","GLASS","BREAKABLE","ON2","B","Study Phase","30","Test","Recall1","Break",0,"prolific"
"5ecaed8544972a64705bb6a1",104,18,"BACKWARD IS VERSION B","NEW","GLASS","BREAKABLE","ON2","B","Study Phase","75","Test","Recall1","",0,"prolific"
"5f047ad3b4eb766c94bb20a7",75,18,"BACKWARD IS VERSION B","NEW","GLASS","BREAKABLE","ON2","B","Study Phase","89","Test","Recall1","Breakable ",100,"prolific"
"55885869fdf99b4020ba0b64",100,18,"BACKWARD IS VERSION B","NEW","GONE","AWAY","ON2","S","Study Phase","100","Test","Recall1","Lost",0,"prolific"
"5994b4b88737070001762c8f",33,18,"BACKWARD IS VERSION B","NEW","GONE","AWAY","ON2","S","Study Phase","40","Test","Recall1","",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",69,18,"BACKWARD IS VERSION B","NEW","GONE","AWAY","ON2","S","Study Phase","100","Test","Recall1","Away",100,"prolific"
"5ecaed8544972a64705bb6a1",81,18,"BACKWARD IS VERSION B","NEW","GONE","AWAY","ON2","S","Study Phase","70","Test","Recall1","away",100,"prolific"
"5f047ad3b4eb766c94bb20a7",33,18,"BACKWARD IS VERSION B","NEW","GONE","AWAY","ON2","S","Study Phase","70","Test","Recall1","Baby ",0,"prolific"
"55885869fdf99b4020ba0b64",83,18,"BACKWARD IS VERSION B","NEW","HONEST","TRUTHFUL","ON2","B","Study Phase","50","Test","Recall1","Lie",0,"prolific"
"5994b4b88737070001762c8f",50,18,"BACKWARD IS VERSION B","NEW","HONEST","TRUTHFUL","ON2","B","Study Phase","90","Test","Recall1","LIE",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",104,18,"BACKWARD IS VERSION B","NEW","HONEST","TRUTHFUL","ON2","B","Study Phase","100","Test","Recall1","Truthful",100,"prolific"
"5ecaed8544972a64705bb6a1",88,18,"BACKWARD IS VERSION B","NEW","HONEST","TRUTHFUL","ON2","B","Study Phase","55","Test","Recall1","truthful",100,"prolific"
"5f047ad3b4eb766c94bb20a7",65,18,"BACKWARD IS VERSION B","NEW","HONEST","TRUTHFUL","ON2","B","Study Phase","100","Test","Recall1","Truth ",0,"prolific"
"55885869fdf99b4020ba0b64",71,18,"BACKWARD IS VERSION B","NEW","INCENSE","SMELL","ON2","F","Study Phase","98","Test","Recall1","Smell",100,"prolific"
"5994b4b88737070001762c8f",97,18,"BACKWARD IS VERSION B","NEW","INCENSE","SMELL","ON2","F","Study Phase","70","Test","Recall1","SMELL",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",56,18,"BACKWARD IS VERSION B","NEW","INCENSE","SMELL","ON2","F","Study Phase","50","Test","Recall1","Smell",100,"prolific"
"5ecaed8544972a64705bb6a1",52,18,"BACKWARD IS VERSION B","NEW","INCENSE","SMELL","ON2","F","Study Phase","65","Test","Recall1","smell",100,"prolific"
"5f047ad3b4eb766c94bb20a7",50,18,"BACKWARD IS VERSION B","NEW","INCENSE","SMELL","ON2","F","Study Phase","100","Test","Recall1","Smell ",100,"prolific"
"55885869fdf99b4020ba0b64",84,18,"BACKWARD IS VERSION B","NEW","JUSTICE","MAROON","ON2","U","Study Phase","5","Test","Recall1","Peace",0,"prolific"
"5994b4b88737070001762c8f",38,18,"BACKWARD IS VERSION B","NEW","JUSTICE","MAROON","ON2","U","Study Phase","0","Test","Recall1","PEACE",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",80,18,"BACKWARD IS VERSION B","NEW","JUSTICE","MAROON","ON2","U","Study Phase","20","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",25,18,"BACKWARD IS VERSION B","NEW","JUSTICE","MAROON","ON2","U","Study Phase","10","Test","Recall1","judge",0,"prolific"
"5f047ad3b4eb766c94bb20a7",48,18,"BACKWARD IS VERSION B","NEW","JUSTICE","MAROON","ON2","U","Study Phase","1","Test","Recall1","peace",0,"prolific"
"55885869fdf99b4020ba0b64",92,18,"BACKWARD IS VERSION B","NEW","KEYS","JOKE","ON2","U","Study Phase","84","Test","Recall1","Chime",0,"prolific"
"5994b4b88737070001762c8f",54,18,"BACKWARD IS VERSION B","NEW","KEYS","JOKE","ON2","U","Study Phase","0","Test","Recall1","LOCK",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",81,18,"BACKWARD IS VERSION B","NEW","KEYS","JOKE","ON2","U","Study Phase","0","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",51,18,"BACKWARD IS VERSION B","NEW","KEYS","JOKE","ON2","U","Study Phase","15","Test","Recall1","",0,"prolific"
"5f047ad3b4eb766c94bb20a7",31,18,"BACKWARD IS VERSION B","NEW","KEYS","JOKE","ON2","U","Study Phase","20","Test","Recall1","",0,"prolific"
"55885869fdf99b4020ba0b64",60,18,"BACKWARD IS VERSION B","NEW","LEASE","TOIL","ON2","U","Study Phase","20","Test","Recall1","Rent",0,"prolific"
"5994b4b88737070001762c8f",40,18,"BACKWARD IS VERSION B","NEW","LEASE","TOIL","ON2","U","Study Phase","0","Test","Recall1","LOAN",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",94,18,"BACKWARD IS VERSION B","NEW","LEASE","TOIL","ON2","U","Study Phase","10","Test","Recall1","Loan",0,"prolific"
"5ecaed8544972a64705bb6a1",85,18,"BACKWARD IS VERSION B","NEW","LEASE","TOIL","ON2","U","Study Phase","10","Test","Recall1","toil",100,"prolific"
"5f047ad3b4eb766c94bb20a7",44,18,"BACKWARD IS VERSION B","NEW","LEASE","TOIL","ON2","U","Study Phase","9","Test","Recall1","Car ",0,"prolific"
"55885869fdf99b4020ba0b64",63,18,"BACKWARD IS VERSION B","NEW","LISTEN","FICTION","ON2","U","Study Phase","75","Test","Recall1","Loud",0,"prolific"
"5994b4b88737070001762c8f",71,18,"BACKWARD IS VERSION B","NEW","LISTEN","FICTION","ON2","U","Study Phase","10","Test","Recall1","HEAR",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",36,18,"BACKWARD IS VERSION B","NEW","LISTEN","FICTION","ON2","U","Study Phase","60","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",99,18,"BACKWARD IS VERSION B","NEW","LISTEN","FICTION","ON2","U","Study Phase","35","Test","Recall1","talk",0,"prolific"
"5f047ad3b4eb766c94bb20a7",93,18,"BACKWARD IS VERSION B","NEW","LISTEN","FICTION","ON2","U","Study Phase","0","Test","Recall1","Hear ",0,"prolific"
"55885869fdf99b4020ba0b64",57,18,"BACKWARD IS VERSION B","NEW","LITTER","TRASH","ON2","F","Study Phase","55","Test","Recall1","Messy",0,"prolific"
"5994b4b88737070001762c8f",100,18,"BACKWARD IS VERSION B","NEW","LITTER","TRASH","ON2","F","Study Phase","90","Test","Recall1","TRASH",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",25,18,"BACKWARD IS VERSION B","NEW","LITTER","TRASH","ON2","F","Study Phase","80","Test","Recall1","Trash",100,"prolific"
"5ecaed8544972a64705bb6a1",82,18,"BACKWARD IS VERSION B","NEW","LITTER","TRASH","ON2","F","Study Phase","65","Test","Recall1","trash",100,"prolific"
"5f047ad3b4eb766c94bb20a7",29,18,"BACKWARD IS VERSION B","NEW","LITTER","TRASH","ON2","F","Study Phase","100","Test","Recall1","Trash ",100,"prolific"
"55885869fdf99b4020ba0b64",95,18,"BACKWARD IS VERSION B","NEW","LOAN","SIGN","ON2","U","Study Phase","65","Test","Recall1","Borrow",0,"prolific"
"5994b4b88737070001762c8f",62,18,"BACKWARD IS VERSION B","NEW","LOAN","SIGN","ON2","U","Study Phase","10","Test","Recall1","BORROW",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",62,18,"BACKWARD IS VERSION B","NEW","LOAN","SIGN","ON2","U","Study Phase","20","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",34,18,"BACKWARD IS VERSION B","NEW","LOAN","SIGN","ON2","U","Study Phase","20","Test","Recall1","lend",0,"prolific"
"5f047ad3b4eb766c94bb20a7",86,18,"BACKWARD IS VERSION B","NEW","LOAN","SIGN","ON2","U","Study Phase","40","Test","Recall1","Sign ",100,"prolific"
"55885869fdf99b4020ba0b64",88,18,"BACKWARD IS VERSION B","NEW","LOUD","NOISE","ON2","S","Study Phase","70","Test","Recall1","Noise",100,"prolific"
"5994b4b88737070001762c8f",86,18,"BACKWARD IS VERSION B","NEW","LOUD","NOISE","ON2","S","Study Phase","100","Test","Recall1","NOISE",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",92,18,"BACKWARD IS VERSION B","NEW","LOUD","NOISE","ON2","S","Study Phase","60","Test","Recall1","Noise",100,"prolific"
"5ecaed8544972a64705bb6a1",53,18,"BACKWARD IS VERSION B","NEW","LOUD","NOISE","ON2","S","Study Phase","85","Test","Recall1","noise",100,"prolific"
"5f047ad3b4eb766c94bb20a7",42,18,"BACKWARD IS VERSION B","NEW","LOUD","NOISE","ON2","S","Study Phase","90","Test","Recall1","Wife ",0,"prolific"
"55885869fdf99b4020ba0b64",69,18,"BACKWARD IS VERSION B","NEW","MAIN","SCAR","ON2","U","Study Phase","90","Test","Recall1","First",0,"prolific"
"5994b4b88737070001762c8f",41,18,"BACKWARD IS VERSION B","NEW","MAIN","SCAR","ON2","U","Study Phase","0","Test","Recall1","",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",29,18,"BACKWARD IS VERSION B","NEW","MAIN","SCAR","ON2","U","Study Phase","0","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",58,18,"BACKWARD IS VERSION B","NEW","MAIN","SCAR","ON2","U","Study Phase","30","Test","Recall1","eyes",0,"prolific"
"5f047ad3b4eb766c94bb20a7",68,18,"BACKWARD IS VERSION B","NEW","MAIN","SCAR","ON2","U","Study Phase","1","Test","Recall1","Hair",0,"prolific"
"55885869fdf99b4020ba0b64",47,18,"BACKWARD IS VERSION B","NEW","MASON","JAR","ON2","S","Study Phase","87","Test","Recall1","Jar",100,"prolific"
"5994b4b88737070001762c8f",87,18,"BACKWARD IS VERSION B","NEW","MASON","JAR","ON2","S","Study Phase","100","Test","Recall1","JAR",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",43,18,"BACKWARD IS VERSION B","NEW","MASON","JAR","ON2","S","Study Phase","100","Test","Recall1","Jar",100,"prolific"
"5ecaed8544972a64705bb6a1",72,18,"BACKWARD IS VERSION B","NEW","MASON","JAR","ON2","S","Study Phase","85","Test","Recall1","jar",100,"prolific"
"5f047ad3b4eb766c94bb20a7",77,18,"BACKWARD IS VERSION B","NEW","MASON","JAR","ON2","S","Study Phase","69","Test","Recall1","Jar ",100,"prolific"
"55885869fdf99b4020ba0b64",35,18,"BACKWARD IS VERSION B","NEW","MAZE","ELECTION","ON2","U","Study Phase","80","Test","Recall1","Puzzle",0,"prolific"
"5994b4b88737070001762c8f",103,18,"BACKWARD IS VERSION B","NEW","MAZE","ELECTION","ON2","U","Study Phase","0","Test","Recall1","",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",24,18,"BACKWARD IS VERSION B","NEW","MAZE","ELECTION","ON2","U","Study Phase","30","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",63,18,"BACKWARD IS VERSION B","NEW","MAZE","ELECTION","ON2","U","Study Phase","35","Test","Recall1","election",100,"prolific"
"5f047ad3b4eb766c94bb20a7",74,18,"BACKWARD IS VERSION B","NEW","MAZE","ELECTION","ON2","U","Study Phase","1","Test","Recall1","election ",100,"prolific"
"55885869fdf99b4020ba0b64",40,18,"BACKWARD IS VERSION B","NEW","MEAT","OBTAIN","ON2","U","Study Phase","30","Test","Recall1","Animal",0,"prolific"
"5994b4b88737070001762c8f",27,18,"BACKWARD IS VERSION B","NEW","MEAT","OBTAIN","ON2","U","Study Phase","10","Test","Recall1","BONE",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",47,18,"BACKWARD IS VERSION B","NEW","MEAT","OBTAIN","ON2","U","Study Phase","10","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",83,18,"BACKWARD IS VERSION B","NEW","MEAT","OBTAIN","ON2","U","Study Phase","25","Test","Recall1","gain",0,"prolific"
"5f047ad3b4eb766c94bb20a7",90,18,"BACKWARD IS VERSION B","NEW","MEAT","OBTAIN","ON2","U","Study Phase","0","Test","Recall1","",0,"prolific"
"55885869fdf99b4020ba0b64",52,18,"BACKWARD IS VERSION B","NEW","MIRROR","CHILDREN","ON2","U","Study Phase","10","Test","Recall1","Reflection",0,"prolific"
"5994b4b88737070001762c8f",81,18,"BACKWARD IS VERSION B","NEW","MIRROR","CHILDREN","ON2","U","Study Phase","0","Test","Recall1","CHILDREN",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",70,18,"BACKWARD IS VERSION B","NEW","MIRROR","CHILDREN","ON2","U","Study Phase","0","Test","Recall1","Child",0,"prolific"
"5ecaed8544972a64705bb6a1",76,18,"BACKWARD IS VERSION B","NEW","MIRROR","CHILDREN","ON2","U","Study Phase","30","Test","Recall1","children",100,"prolific"
"5f047ad3b4eb766c94bb20a7",41,18,"BACKWARD IS VERSION B","NEW","MIRROR","CHILDREN","ON2","U","Study Phase","0","Test","Recall1","Children ",100,"prolific"
"55885869fdf99b4020ba0b64",102,18,"BACKWARD IS VERSION B","NEW","MOAT","CLEAR","ON2","U","Study Phase","32","Test","Recall1","Water",0,"prolific"
"5994b4b88737070001762c8f",67,18,"BACKWARD IS VERSION B","NEW","MOAT","CLEAR","ON2","U","Study Phase","5","Test","Recall1","CASTLE",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",85,18,"BACKWARD IS VERSION B","NEW","MOAT","CLEAR","ON2","U","Study Phase","0","Test","Recall1","Open",0,"prolific"
"5ecaed8544972a64705bb6a1",42,18,"BACKWARD IS VERSION B","NEW","MOAT","CLEAR","ON2","U","Study Phase","10","Test","Recall1","empty",0,"prolific"
"5f047ad3b4eb766c94bb20a7",69,18,"BACKWARD IS VERSION B","NEW","MOAT","CLEAR","ON2","U","Study Phase","0","Test","Recall1","",0,"prolific"
"55885869fdf99b4020ba0b64",25,18,"BACKWARD IS VERSION B","NEW","MONEY","BANKER","ON2","B","Study Phase","45","Test","Recall1","Green",0,"prolific"
"5994b4b88737070001762c8f",52,18,"BACKWARD IS VERSION B","NEW","MONEY","BANKER","ON2","B","Study Phase","30","Test","Recall1","WALLET",0,"prolific"
"5e85cdb8399b9d037fc5c7b6",45,18,"BACKWARD IS VERSION B","NEW","MONEY","BANKER","ON2","B","Study Phase","30","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",91,18,"BACKWARD IS VERSION B","NEW","MONEY","BANKER","ON2","B","Study Phase","55","Test","Recall1","banker",100,"prolific"
"5f047ad3b4eb766c94bb20a7",47,18,"BACKWARD IS VERSION B","NEW","MONEY","BANKER","ON2","B","Study Phase","100","Test","Recall1","Banker ",100,"prolific"
"55885869fdf99b4020ba0b64",26,18,"BACKWARD IS VERSION B","NEW","MULE","DONKEY","ON2","F","Study Phase","62","Test","Recall1","Donkey",100,"prolific"
"5994b4b88737070001762c8f",96,18,"BACKWARD IS VERSION B","NEW","MULE","DONKEY","ON2","F","Study Phase","70","Test","Recall1","DONKEY",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",31,18,"BACKWARD IS VERSION B","NEW","MULE","DONKEY","ON2","F","Study Phase","80","Test","Recall1","Donkey",100,"prolific"
"5ecaed8544972a64705bb6a1",65,18,"BACKWARD IS VERSION B","NEW","MULE","DONKEY","ON2","F","Study Phase","90","Test","Recall1","donkey",100,"prolific"
"5f047ad3b4eb766c94bb20a7",45,18,"BACKWARD IS VERSION B","NEW","MULE","DONKEY","ON2","F","Study Phase","80","Test","Recall1","Donkey ",100,"prolific"
"55885869fdf99b4020ba0b64",85,18,"BACKWARD IS VERSION B","NEW","NAME","HATE","ON2","U","Study Phase","20","Test","Recall1","Person",0,"prolific"
"5994b4b88737070001762c8f",44,18,"BACKWARD IS VERSION B","NEW","NAME","HATE","ON2","U","Study Phase","20","Test","Recall1","HATE",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",87,18,"BACKWARD IS VERSION B","NEW","NAME","HATE","ON2","U","Study Phase","10","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",64,18,"BACKWARD IS VERSION B","NEW","NAME","HATE","ON2","U","Study Phase","70","Test","Recall1","hate",100,"prolific"
"5f047ad3b4eb766c94bb20a7",67,18,"BACKWARD IS VERSION B","NEW","NAME","HATE","ON2","U","Study Phase","2","Test","Recall1","",0,"prolific"
"55885869fdf99b4020ba0b64",86,18,"BACKWARD IS VERSION B","NEW","OWN","HAVE","ON2","S","Study Phase","50","Test","Recall1","Given",0,"prolific"
"5994b4b88737070001762c8f",32,18,"BACKWARD IS VERSION B","NEW","OWN","HAVE","ON2","S","Study Phase","70","Test","Recall1","HAVE",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",30,18,"BACKWARD IS VERSION B","NEW","OWN","HAVE","ON2","S","Study Phase","50","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",80,18,"BACKWARD IS VERSION B","NEW","OWN","HAVE","ON2","S","Study Phase","35","Test","Recall1","have",100,"prolific"
"5f047ad3b4eb766c94bb20a7",85,18,"BACKWARD IS VERSION B","NEW","OWN","HAVE","ON2","S","Study Phase","80","Test","Recall1","Have ",100,"prolific"
"55885869fdf99b4020ba0b64",70,18,"BACKWARD IS VERSION B","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase","75","Test","Recall1","Call",0,"prolific"
"5994b4b88737070001762c8f",45,18,"BACKWARD IS VERSION B","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase","60","Test","Recall1","COMMUNICATION",100,"prolific"
"5e85cdb8399b9d037fc5c7b6",67,18,"BACKWARD IS VERSION B","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase","70","Test","Recall1","",0,"prolific"
"5ecaed8544972a64705bb6a1",102,18,"BACKWARD IS VERSION B","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase","45","Test","Recall1","",0,"prolific"
"5f047ad3b4eb766c94bb20a7",97,18,"BACKWARD IS VERSION B","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase","100","Test","Recall1","Communication ",100,"prolific"
"55885869fdf99b4020ba0b64",61,18,"BACKWARD IS VERSION B","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase","80","Test","Recall1","Flight",0,"prolific"
"5994b4b88737070001762c8f",99,18,"BACKWARD IS VERSION B","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase","80","Test","Recall1","AIRCRAFT",100,"prolific"
