"Username","Trial","Condition.Number","Condition.Description","Condition.Notes","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Direction","Procedure.Shuffle","JOL","Procedure.Trial.Type","Procedure.Shuffle.1","Recall.Response","Recall_Score"
"w10011332_jkt",57,18,"ITEM SPECIFIC","NEW","MAZE","ELECTION","ON2","U","Study Phase",0,"Test","Recall1","election",100
"w993002_MR",48,18,"ITEM SPECIFIC","NEW","MAZE","ELECTION","ON2","U","Study Phase",10,"Test","Recall1","",0
"w10011332_jkt",42,18,"ITEM SPECIFIC","NEW","MEAT","OBTAIN","ON2","U","Study Phase",0,"Test","Recall1","",0
"w993002_MR",43,18,"ITEM SPECIFIC","NEW","MEAT","OBTAIN","ON2","U","Study Phase",50,"Test","Recall1","",0
"w10011332_jkt",49,18,"ITEM SPECIFIC","NEW","MIRROR","CHILDREN","ON2","U","Study Phase",90,"Test","Recall1","children",100
"w993002_MR",67,18,"ITEM SPECIFIC","NEW","MIRROR","CHILDREN","ON2","U","Study Phase",70,"Test","Recall1","",0
"w10011332_jkt",96,18,"ITEM SPECIFIC","NEW","MOAT","CLEAR","ON2","U","Study Phase",0,"Test","Recall1","cellur",0
"w993002_MR",57,18,"ITEM SPECIFIC","NEW","MOAT","CLEAR","ON2","U","Study Phase",40,"Test","Recall1","",0
"w10011332_jkt",46,18,"ITEM SPECIFIC","NEW","MONEY","BANKER","ON2","B","Study Phase",100,"Test","Recall1","heist",0
"w993002_MR",56,18,"ITEM SPECIFIC","NEW","MONEY","BANKER","ON2","B","Study Phase",40,"Test","Recall1","",0
"w10011332_jkt",25,18,"ITEM SPECIFIC","NEW","MULE","DONKEY","ON2","F","Study Phase",20,"Test","Recall1","donky",100
"w993002_MR",95,18,"ITEM SPECIFIC","NEW","MULE","DONKEY","ON2","F","Study Phase",50,"Test","Recall1","",0
"w10011332_jkt",43,18,"ITEM SPECIFIC","NEW","NAME","HATE","ON2","U","Study Phase",0,"Test","Recall1","",0
"w993002_MR",29,18,"ITEM SPECIFIC","NEW","NAME","HATE","ON2","U","Study Phase",80,"Test","Recall1","",0
"w10011332_jkt",27,18,"ITEM SPECIFIC","NEW","OWN","HAVE","ON2","S","Study Phase",1,"Test","Recall1","",0
"w993002_MR",30,18,"ITEM SPECIFIC","NEW","OWN","HAVE","ON2","S","Study Phase",10,"Test","Recall1","",0
"w10011332_jkt",69,18,"ITEM SPECIFIC","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase",90,"Test","Recall1","",0
"w993002_MR",88,18,"ITEM SPECIFIC","NEW","PHONE","COMMUNICATION","ON2","S","Study Phase",60,"Test","Recall1","",0
"w10011332_jkt",33,18,"ITEM SPECIFIC","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase",99,"Test","Recall1","",0
"w993002_MR",79,18,"ITEM SPECIFIC","NEW","PLANE","AIRCRAFT","ON2","B","Study Phase",20,"Test","Recall1","",0
"w10011332_jkt",86,18,"ITEM SPECIFIC","NEW","POP","BALLOON","ON2","B","Study Phase",90,"Test","Recall1","",0
"w993002_MR",38,18,"ITEM SPECIFIC","NEW","POP","BALLOON","ON2","B","Study Phase",50,"Test","Recall1","",0
"w10011332_jkt",95,18,"ITEM SPECIFIC","NEW","RAZOR","SHAVE","ON2","S","Study Phase",90,"Test","Recall1","sharp",0
"w993002_MR",71,18,"ITEM SPECIFIC","NEW","RAZOR","SHAVE","ON2","S","Study Phase",10,"Test","Recall1","blade",0
"w10011332_jkt",64,18,"ITEM SPECIFIC","NEW","RIGHTS","EQUAL","ON2","S","Study Phase",0,"Test","Recall1","equal",100
"w993002_MR",78,18,"ITEM SPECIFIC","NEW","RIGHTS","EQUAL","ON2","S","Study Phase",40,"Test","Recall1","",0
"w10011332_jkt",65,18,"ITEM SPECIFIC","NEW","ROD","REEL","ON2","S","Study Phase",20,"Test","Recall1","reel",100
"w993002_MR",40,18,"ITEM SPECIFIC","NEW","ROD","REEL","ON2","S","Study Phase",100,"Test","Recall1","",0
"w10011332_jkt",54,18,"ITEM SPECIFIC","NEW","SAFETY","SEATBELT","ON2","S","Study Phase",100,"Test","Recall1","seatbelt",100
"w993002_MR",28,18,"ITEM SPECIFIC","NEW","SAFETY","SEATBELT","ON2","S","Study Phase",60,"Test","Recall1","",0
"w10011332_jkt",40,18,"ITEM SPECIFIC","NEW","SCALP","HEAD","ON2","F","Study Phase",10,"Test","Recall1","moat",0
"w993002_MR",80,18,"ITEM SPECIFIC","NEW","SCALP","HEAD","ON2","F","Study Phase",20,"Test","Recall1","",0
"w10011332_jkt",41,18,"ITEM SPECIFIC","NEW","SHEARS","SCISSORS","ON2","F","Study Phase",20,"Test","Recall1","sharp",0
"w993002_MR",49,18,"ITEM SPECIFIC","NEW","SHEARS","SCISSORS","ON2","F","Study Phase",50,"Test","Recall1","",0
"w10011332_jkt",77,18,"ITEM SPECIFIC","NEW","SHELL","SHAKE","ON2","U","Study Phase",30,"Test","Recall1","snake",100
"w993002_MR",97,18,"ITEM SPECIFIC","NEW","SHELL","SHAKE","ON2","U","Study Phase",20,"Test","Recall1","",0
"w10011332_jkt",93,18,"ITEM SPECIFIC","NEW","SHOELACE","TIE","ON2","F","Study Phase",3,"Test","Recall1","",0
"w993002_MR",53,18,"ITEM SPECIFIC","NEW","SHOELACE","TIE","ON2","F","Study Phase",2,"Test","Recall1","shoe",0
"w10011332_jkt",24,18,"ITEM SPECIFIC","NEW","SLEEP","NAP","ON2","B","Study Phase",80,"Test","Recall1","awake",0
"w993002_MR",65,18,"ITEM SPECIFIC","NEW","SLEEP","NAP","ON2","B","Study Phase",40,"Test","Recall1","",0
"w10011332_jkt",92,18,"ITEM SPECIFIC","NEW","STAR","ACTRESS","ON2","B","Study Phase",2,"Test","Recall1","",0
"w993002_MR",45,18,"ITEM SPECIFIC","NEW","STAR","ACTRESS","ON2","B","Study Phase",20,"Test","Recall1","",0
"w10011332_jkt",62,18,"ITEM SPECIFIC","NEW","STRETCH","CLOTH","ON2","U","Study Phase",10,"Test","Recall1","",0
"w993002_MR",27,18,"ITEM SPECIFIC","NEW","STRETCH","CLOTH","ON2","U","Study Phase",50,"Test","Recall1","",0
"w10011332_jkt",30,18,"ITEM SPECIFIC","NEW","SUN","TAN","ON2","S","Study Phase",100,"Test","Recall1","",0
"w993002_MR",66,18,"ITEM SPECIFIC","NEW","SUN","TAN","ON2","S","Study Phase",70,"Test","Recall1","",0
"w10011332_jkt",66,18,"ITEM SPECIFIC","NEW","TANTRUM","TEMPER","ON2","S","Study Phase",90,"Test","Recall1","",0
"w993002_MR",76,18,"ITEM SPECIFIC","NEW","TANTRUM","TEMPER","ON2","S","Study Phase",90,"Test","Recall1","",0
"w10011332_jkt",52,18,"ITEM SPECIFIC","NEW","TEMPERATURE","MORNING","ON2","U","Study Phase",80,"Test","Recall1","hot",0
"w993002_MR",96,18,"ITEM SPECIFIC","NEW","TEMPERATURE","MORNING","ON2","U","Study Phase",30,"Test","Recall1","",0
"w10011332_jkt",67,18,"ITEM SPECIFIC","NEW","THREAD","THIMBLE","ON2","B","Study Phase",0,"Test","Recall1","",0
"w993002_MR",92,18,"ITEM SPECIFIC","NEW","THREAD","THIMBLE","ON2","B","Study Phase",10,"Test","Recall1","cloth",0
"w10011332_jkt",56,18,"ITEM SPECIFIC","NEW","TRUTH","LIE","ON2","S","Study Phase",50,"Test","Recall1","lie",100
"w993002_MR",68,18,"ITEM SPECIFIC","NEW","TRUTH","LIE","ON2","S","Study Phase",20,"Test","Recall1","",0
"w10011332_jkt",82,18,"ITEM SPECIFIC","NEW","TURN","FLIP","ON2","B","Study Phase",20,"Test","Recall1","",0
"w993002_MR",70,18,"ITEM SPECIFIC","NEW","TURN","FLIP","ON2","B","Study Phase",20,"Test","Recall1","",0
"w10011332_jkt",83,18,"ITEM SPECIFIC","NEW","VEHICLE","CHARM","ON2","U","Study Phase",0,"Test","Recall1","car",0
"w993002_MR",32,18,"ITEM SPECIFIC","NEW","VEHICLE","CHARM","ON2","U","Study Phase",90,"Test","Recall1","",0
"w10011332_jkt",102,18,"ITEM SPECIFIC","NEW","WATER","DRINK","ON2","S","Study Phase",50,"Test","Recall1","",0
"w993002_MR",104,18,"ITEM SPECIFIC","NEW","WATER","DRINK","ON2","S","Study Phase",20,"Test","Recall1","",0
"w10011332_jkt",58,18,"ITEM SPECIFIC","NEW","WRIST","BRACELET","ON2","S","Study Phase",70,"Test","Recall1","bracelet",100
"w993002_MR",84,18,"ITEM SPECIFIC","NEW","WRIST","BRACELET","ON2","S","Study Phase",10,"Test","Recall1","",0
"w10017318_jw",88,19,"ITEM SPECIFIC","NEW","ABLE","CRACKLE","ON2","U","Study Phase",0,"Test","Recall1","",0
"w970197_sm",40,19,"ITEM SPECIFIC","NEW","ABLE","CRACKLE","ON2","U","Study Phase",40,"Test","Recall1","",0
"w10017318_jw",58,19,"ITEM SPECIFIC","NEW","ACTRESS","STAR","ON2","F","Study Phase",51,"Test","Recall1","Role",0
"w970197_sm",60,19,"ITEM SPECIFIC","NEW","ACTRESS","STAR","ON2","F","Study Phase",80,"Test","Recall1","",0
"w10017318_jw",38,19,"ITEM SPECIFIC","NEW","AIRCRAFT","PLANE","ON2","F","Study Phase",45,"Test","Recall1","",0
"w970197_sm",37,19,"ITEM SPECIFIC","NEW","AIRCRAFT","PLANE","ON2","F","Study Phase",98,"Test","Recall1","pale",100
"w10017318_jw",46,19,"ITEM SPECIFIC","NEW","AWAY","GONE","ON2","S","Study Phase",70,"Test","Recall1","GONE",100
"w970197_sm",61,19,"ITEM SPECIFIC","NEW","AWAY","GONE","ON2","S","Study Phase",88,"Test","Recall1","gone",100
"w10017318_jw",27,19,"ITEM SPECIFIC","NEW","BALLOON","POP","ON2","F","Study Phase",73,"Test","Recall1","POP",100
"w970197_sm",49,19,"ITEM SPECIFIC","NEW","BALLOON","POP","ON2","F","Study Phase",89,"Test","Recall1","pop",100
"w10017318_jw",94,19,"ITEM SPECIFIC","NEW","BANG","FUZZY","ON2","U","Study Phase",0,"Test","Recall1","",0
"w970197_sm",99,19,"ITEM SPECIFIC","NEW","BANG","FUZZY","ON2","U","Study Phase",23,"Test","Recall1","",0
"w10017318_jw",82,19,"ITEM SPECIFIC","NEW","BANKER","MONEY","ON2","F","Study Phase",84,"Test","Recall1","MONEY",100
"w970197_sm",96,19,"ITEM SPECIFIC","NEW","BANKER","MONEY","ON2","F","Study Phase",99,"Test","Recall1","money",100
"w10017318_jw",80,19,"ITEM SPECIFIC","NEW","BRACELET","WRIST","ON2","S","Study Phase",100,"Test","Recall1","WRIST",100
"w970197_sm",98,19,"ITEM SPECIFIC","NEW","BRACELET","WRIST","ON2","S","Study Phase",99,"Test","Recall1","wrist",100
"w10017318_jw",35,19,"ITEM SPECIFIC","NEW","BRAWL","FIGHT","ON2","F","Study Phase",69,"Test","Recall1","FIGHT",100
"w970197_sm",57,19,"ITEM SPECIFIC","NEW","BRAWL","FIGHT","ON2","F","Study Phase",88,"Test","Recall1","bar",0
"w10017318_jw",103,19,"ITEM SPECIFIC","NEW","BREAKABLE","GLASS","ON2","F","Study Phase",56,"Test","Recall1","GLASS",100
"w970197_sm",32,19,"ITEM SPECIFIC","NEW","BREAKABLE","GLASS","ON2","F","Study Phase",99,"Test","Recall1","glass",100
"w10017318_jw",64,19,"ITEM SPECIFIC","NEW","CAR","DRIVER","ON2","B","Study Phase",90,"Test","Recall1","",0
"w970197_sm",79,19,"ITEM SPECIFIC","NEW","CAR","DRIVER","ON2","B","Study Phase",78,"Test","Recall1","",0
"w10017318_jw",77,19,"ITEM SPECIFIC","NEW","CARBON","ELEMENT","ON2","S","Study Phase",14,"Test","Recall1","ELEMENT",100
"w970197_sm",94,19,"ITEM SPECIFIC","NEW","CARBON","ELEMENT","ON2","S","Study Phase",98,"Test","Recall1","element",100
"w10017318_jw",70,19,"ITEM SPECIFIC","NEW","CHARM","VEHICLE","ON2","U","Study Phase",71,"Test","Recall1","",0
"w970197_sm",76,19,"ITEM SPECIFIC","NEW","CHARM","VEHICLE","ON2","U","Study Phase",40,"Test","Recall1","",0
"w10017318_jw",52,19,"ITEM SPECIFIC","NEW","CHILDREN","MIRROR","ON2","U","Study Phase",16,"Test","Recall1","",0
"w970197_sm",74,19,"ITEM SPECIFIC","NEW","CHILDREN","MIRROR","ON2","U","Study Phase",50,"Test","Recall1","play",0
"w10017318_jw",49,19,"ITEM SPECIFIC","NEW","CLEAR","MOAT","ON2","U","Study Phase",71,"Test","Recall1","",0
"w970197_sm",70,19,"ITEM SPECIFIC","NEW","CLEAR","MOAT","ON2","U","Study Phase",79,"Test","Recall1","moat",100
"w10017318_jw",93,19,"ITEM SPECIFIC","NEW","CLOTH","STRETCH","ON2","U","Study Phase",30,"Test","Recall1","",0
"w970197_sm",26,19,"ITEM SPECIFIC","NEW","CLOTH","STRETCH","ON2","U","Study Phase",70,"Test","Recall1","",0
"w10017318_jw",96,19,"ITEM SPECIFIC","NEW","CLOTHES","CAKE","ON2","U","Study Phase",52,"Test","Recall1","",0
"w970197_sm",65,19,"ITEM SPECIFIC","NEW","CLOTHES","CAKE","ON2","U","Study Phase",46,"Test","Recall1","strecth",0
"w10017318_jw",60,19,"ITEM SPECIFIC","NEW","COFFIN","DEAD","ON2","F","Study Phase",22,"Test","Recall1","DEAD",100
"w970197_sm",33,19,"ITEM SPECIFIC","NEW","COFFIN","DEAD","ON2","F","Study Phase",89,"Test","Recall1","dead",100
"w10017318_jw",45,19,"ITEM SPECIFIC","NEW","COLD","CHILL","ON2","B","Study Phase",54,"Test","Recall1","FLU",0
"w970197_sm",51,19,"ITEM SPECIFIC","NEW","COLD","CHILL","ON2","B","Study Phase",92,"Test","Recall1","chill",100
"w10017318_jw",29,19,"ITEM SPECIFIC","NEW","COMMUNICATION","PHONE","ON2","S","Study Phase",93,"Test","Recall1","PHONE",100
"w970197_sm",34,19,"ITEM SPECIFIC","NEW","COMMUNICATION","PHONE","ON2","S","Study Phase",78,"Test","Recall1","talk",0
"w10017318_jw",55,19,"ITEM SPECIFIC","NEW","CUT","CHOP","ON2","B","Study Phase",85,"Test","Recall1","SHAVE",0
"w970197_sm",31,19,"ITEM SPECIFIC","NEW","CUT","CHOP","ON2","B","Study Phase",89,"Test","Recall1","",0
"w10017318_jw",72,19,"ITEM SPECIFIC","NEW","DOG","FURRY","ON2","B","Study Phase",100,"Test","Recall1","",0
"w970197_sm",85,19,"ITEM SPECIFIC","NEW","DOG","FURRY","ON2","B","Study Phase",43,"Test","Recall1","cat",0
"w10017318_jw",92,19,"ITEM SPECIFIC","NEW","DONKEY","MULE","ON2","B","Study Phase",51,"Test","Recall1","MULE",100
"w970197_sm",100,19,"ITEM SPECIFIC","NEW","DONKEY","MULE","ON2","B","Study Phase",97,"Test","Recall1","mule",100
"w10017318_jw",97,19,"ITEM SPECIFIC","NEW","DRINK","WATER","ON2","S","Study Phase",42,"Test","Recall1","",0
"w970197_sm",87,19,"ITEM SPECIFIC","NEW","DRINK","WATER","ON2","S","Study Phase",99,"Test","Recall1","water",100
"w10017318_jw",50,19,"ITEM SPECIFIC","NEW","EAT","DINE","ON2","B","Study Phase",69,"Test","Recall1","",0
"w970197_sm",75,19,"ITEM SPECIFIC","NEW","EAT","DINE","ON2","B","Study Phase",98,"Test","Recall1","food",0
"w10017318_jw",28,19,"ITEM SPECIFIC","NEW","ELECTION","MAZE","ON2","U","Study Phase",21,"Test","Recall1","",0
"w970197_sm",103,19,"ITEM SPECIFIC","NEW","ELECTION","MAZE","ON2","U","Study Phase",10,"Test","Recall1","",0
"w10017318_jw",78,19,"ITEM SPECIFIC","NEW","END","ADJOURN","ON2","B","Study Phase",58,"Test","Recall1","",0
"w970197_sm",55,19,"ITEM SPECIFIC","NEW","END","ADJOURN","ON2","B","Study Phase",99,"Test","Recall1","",0
"w10017318_jw",90,19,"ITEM SPECIFIC","NEW","EQUAL","RIGHTS","ON2","S","Study Phase",92,"Test","Recall1","RIGHTS",100
"w970197_sm",88,19,"ITEM SPECIFIC","NEW","EQUAL","RIGHTS","ON2","S","Study Phase",89,"Test","Recall1","rights",100
"w10017318_jw",95,19,"ITEM SPECIFIC","NEW","FAVORITE","BEST","ON2","F","Study Phase",91,"Test","Recall1","BEST",100
"w970197_sm",91,19,"ITEM SPECIFIC","NEW","FAVORITE","BEST","ON2","F","Study Phase",95,"Test","Recall1","best",100
"w10017318_jw",37,19,"ITEM SPECIFIC","NEW","FICTION","LISTEN","ON2","U","Study Phase",36,"Test","Recall1","",0
"w970197_sm",44,19,"ITEM SPECIFIC","NEW","FICTION","LISTEN","ON2","U","Study Phase",30,"Test","Recall1","listen",100
"w10017318_jw",33,19,"ITEM SPECIFIC","NEW","FIGHT","FEUD","ON2","B","Study Phase",59,"Test","Recall1","BRAWL",0
"w970197_sm",30,19,"ITEM SPECIFIC","NEW","FIGHT","FEUD","ON2","B","Study Phase",99,"Test","Recall1","fued",100
"w10017318_jw",56,19,"ITEM SPECIFIC","NEW","FLIP","TURN","ON2","F","Study Phase",50,"Test","Recall1","TURN",100
"w970197_sm",52,19,"ITEM SPECIFIC","NEW","FLIP","TURN","ON2","F","Study Phase",92,"Test","Recall1","turn",100
"w10017318_jw",101,19,"ITEM SPECIFIC","NEW","GAME","CLUE","ON2","B","Study Phase",62,"Test","Recall1","",0
"w970197_sm",56,19,"ITEM SPECIFIC","NEW","GAME","CLUE","ON2","B","Study Phase",80,"Test","Recall1","",0
"w10017318_jw",48,19,"ITEM SPECIFIC","NEW","GROUND","EARTH","ON2","S","Study Phase",72,"Test","Recall1","",0
"w970197_sm",43,19,"ITEM SPECIFIC","NEW","GROUND","EARTH","ON2","S","Study Phase",87,"Test","Recall1","earth",100
"w10017318_jw",102,19,"ITEM SPECIFIC","NEW","HATE","NAME","ON2","U","Study Phase",32,"Test","Recall1","",0
"w970197_sm",93,19,"ITEM SPECIFIC","NEW","HATE","NAME","ON2","U","Study Phase",20,"Test","Recall1","",0
"w10017318_jw",30,19,"ITEM SPECIFIC","NEW","HAVE","OWN","ON2","S","Study Phase",60,"Test","Recall1","",0
"w970197_sm",101,19,"ITEM SPECIFIC","NEW","HAVE","OWN","ON2","S","Study Phase",96,"Test","Recall1","take",0
"w10017318_jw",41,19,"ITEM SPECIFIC","NEW","HEAD","SCALP","ON2","B","Study Phase",100,"Test","Recall1","SCALP",100
"w970197_sm",63,19,"ITEM SPECIFIC","NEW","HEAD","SCALP","ON2","B","Study Phase",70,"Test","Recall1","",0
"w10017318_jw",54,19,"ITEM SPECIFIC","NEW","JAR","MASON","ON2","S","Study Phase",100,"Test","Recall1","MASON",100
"w970197_sm",97,19,"ITEM SPECIFIC","NEW","JAR","MASON","ON2","S","Study Phase",89,"Test","Recall1","mason",100
"w10017318_jw",74,19,"ITEM SPECIFIC","NEW","JOKE","KEYS","ON2","U","Study Phase",40,"Test","Recall1","",0
"w970197_sm",67,19,"ITEM SPECIFIC","NEW","JOKE","KEYS","ON2","U","Study Phase",70,"Test","Recall1","keys",100
"w10017318_jw",36,19,"ITEM SPECIFIC","NEW","LEAGUE","BASEBALL","ON2","F","Study Phase",54,"Test","Recall1","BASEBALL",100
"w970197_sm",69,19,"ITEM SPECIFIC","NEW","LEAGUE","BASEBALL","ON2","F","Study Phase",88,"Test","Recall1","baseball",100
"w10017318_jw",99,19,"ITEM SPECIFIC","NEW","LIE","TRUTH","ON2","S","Study Phase",96,"Test","Recall1","TRUTH",100
"w970197_sm",27,19,"ITEM SPECIFIC","NEW","LIE","TRUTH","ON2","S","Study Phase",99,"Test","Recall1","truth",100
"w10017318_jw",89,19,"ITEM SPECIFIC","NEW","LONELY","ALONE","ON2","S","Study Phase",100,"Test","Recall1","",0
"w970197_sm",68,19,"ITEM SPECIFIC","NEW","LONELY","ALONE","ON2","S","Study Phase",80,"Test","Recall1","alone",100
"w10017318_jw",83,19,"ITEM SPECIFIC","NEW","LONG","EXTENSION","ON2","B","Study Phase",96,"Test","Recall1","EXTENSION",100
"w970197_sm",38,19,"ITEM SPECIFIC","NEW","LONG","EXTENSION","ON2","B","Study Phase",87,"Test","Recall1","",0
"w10017318_jw",66,19,"ITEM SPECIFIC","NEW","LOVE","AFFECTION","ON2","B","Study Phase",57,"Test","Recall1","",0
"w970197_sm",83,19,"ITEM SPECIFIC","NEW","LOVE","AFFECTION","ON2","B","Study Phase",78,"Test","Recall1","live",0
"w10017318_jw",84,19,"ITEM SPECIFIC","NEW","MAROON","JUSTICE","ON2","U","Study Phase",0,"Test","Recall1","JUSTICE",100
"w970197_sm",78,19,"ITEM SPECIFIC","NEW","MAROON","JUSTICE","ON2","U","Study Phase",30,"Test","Recall1","",0
"w10017318_jw",87,19,"ITEM SPECIFIC","NEW","MORNING","TEMPERATURE","ON2","U","Study Phase",23,"Test","Recall1","",0
"w970197_sm",89,19,"ITEM SPECIFIC","NEW","MORNING","TEMPERATURE","ON2","U","Study Phase",30,"Test","Recall1","",0
"w10017318_jw",71,19,"ITEM SPECIFIC","NEW","MYSTERY","DETECTIVE","ON2","B","Study Phase",56,"Test","Recall1","",0
"w970197_sm",42,19,"ITEM SPECIFIC","NEW","MYSTERY","DETECTIVE","ON2","B","Study Phase",88,"Test","Recall1","",0
"w10017318_jw",47,19,"ITEM SPECIFIC","NEW","NAP","SLEEP","ON2","F","Study Phase",69,"Test","Recall1","SLEEP",100
"w970197_sm",104,19,"ITEM SPECIFIC","NEW","NAP","SLEEP","ON2","F","Study Phase",99,"Test","Recall1","sleep",100
"w10017318_jw",68,19,"ITEM SPECIFIC","NEW","NOISE","LOUD","ON2","S","Study Phase",36,"Test","Recall1","LOUD",100
"w970197_sm",50,19,"ITEM SPECIFIC","NEW","NOISE","LOUD","ON2","S","Study Phase",91,"Test","Recall1","loud",100
"w10017318_jw",76,19,"ITEM SPECIFIC","NEW","OBTAIN","MEAT","ON2","U","Study Phase",0,"Test","Recall1","",0
"w970197_sm",82,19,"ITEM SPECIFIC","NEW","OBTAIN","MEAT","ON2","U","Study Phase",20,"Test","Recall1","",0
"w10017318_jw",24,19,"ITEM SPECIFIC","NEW","OUNCE","BOTH","ON2","U","Study Phase",7,"Test","Recall1","BOTH",100
"w970197_sm",25,19,"ITEM SPECIFIC","NEW","OUNCE","BOTH","ON2","U","Study Phase",40,"Test","Recall1","both",100
"w10017318_jw",44,19,"ITEM SPECIFIC","NEW","PANTHER","CAT","ON2","F","Study Phase",89,"Test","Recall1","",0
"w970197_sm",64,19,"ITEM SPECIFIC","NEW","PANTHER","CAT","ON2","F","Study Phase",89,"Test","Recall1","cat",100
"w10017318_jw",57,19,"ITEM SPECIFIC","NEW","PAPER","DOCUMENT","ON2","B","Study Phase",29,"Test","Recall1","",0
"w970197_sm",95,19,"ITEM SPECIFIC","NEW","PAPER","DOCUMENT","ON2","B","Study Phase",94,"Test","Recall1","",0
"w10017318_jw",69,19,"ITEM SPECIFIC","NEW","PENGUIN","BIRD","ON2","F","Study Phase",16,"Test","Recall1","BIRD",100
"w970197_sm",80,19,"ITEM SPECIFIC","NEW","PENGUIN","BIRD","ON2","F","Study Phase",89,"Test","Recall1","bird",100
"w10017318_jw",104,19,"ITEM SPECIFIC","NEW","PLANT","CACTUS","ON2","B","Study Phase",21,"Test","Recall1","",0
"w970197_sm",53,19,"ITEM SPECIFIC","NEW","PLANT","CACTUS","ON2","B","Study Phase",98,"Test","Recall1","",0
"w10017318_jw",31,19,"ITEM SPECIFIC","NEW","RED","CHERRY","ON2","B","Study Phase",88,"Test","Recall1","CHERRY",100
"w970197_sm",86,19,"ITEM SPECIFIC","NEW","RED","CHERRY","ON2","B","Study Phase",90,"Test","Recall1","",0
"w10017318_jw",62,19,"ITEM SPECIFIC","NEW","REEL","ROD","ON2","S","Study Phase",35,"Test","Recall1","POLE",0
"w970197_sm",24,19,"ITEM SPECIFIC","NEW","REEL","ROD","ON2","S","Study Phase",78,"Test","Recall1","rod",100
"w10017318_jw",73,19,"ITEM SPECIFIC","NEW","REVENGE","EVEN","ON2","F","Study Phase",82,"Test","Recall1","EVEN",100
"w970197_sm",73,19,"ITEM SPECIFIC","NEW","REVENGE","EVEN","ON2","F","Study Phase",87,"Test","Recall1","even",100
"w10017318_jw",100,19,"ITEM SPECIFIC","NEW","SARDINE","FISH","ON2","F","Study Phase",25,"Test","Recall1","FISH",100
"w970197_sm",72,19,"ITEM SPECIFIC","NEW","SARDINE","FISH","ON2","F","Study Phase",88,"Test","Recall1","fish",100
"w10017318_jw",91,19,"ITEM SPECIFIC","NEW","SCAR","MAIN","ON2","U","Study Phase",3,"Test","Recall1","MAIN",100
"w970197_sm",47,19,"ITEM SPECIFIC","NEW","SCAR","MAIN","ON2","U","Study Phase",40,"Test","Recall1","",0
"w10017318_jw",61,19,"ITEM SPECIFIC","NEW","SCISSORS","SHEARS","ON2","B","Study Phase",66,"Test","Recall1","CUT",0
"w970197_sm",48,19,"ITEM SPECIFIC","NEW","SCISSORS","SHEARS","ON2","B","Study Phase",80,"Test","Recall1","shears",100
"w10017318_jw",32,19,"ITEM SPECIFIC","NEW","SEATBELT","SAFETY","ON2","S","Study Phase",45,"Test","Recall1","",0
"w970197_sm",36,19,"ITEM SPECIFIC","NEW","SEATBELT","SAFETY","ON2","S","Study Phase",97,"Test","Recall1","safety",100
"w10017318_jw",75,19,"ITEM SPECIFIC","NEW","SHAKE","SHELL","ON2","U","Study Phase",0,"Test","Recall1","",0
"w970197_sm",71,19,"ITEM SPECIFIC","NEW","SHAKE","SHELL","ON2","U","Study Phase",76,"Test","Recall1","",0
"w10017318_jw",43,19,"ITEM SPECIFIC","NEW","SHAVE","RAZOR","ON2","S","Study Phase",52,"Test","Recall1","RAZOR",100
"w970197_sm",41,19,"ITEM SPECIFIC","NEW","SHAVE","RAZOR","ON2","S","Study Phase",80,"Test","Recall1","razor",100
"w10017318_jw",85,19,"ITEM SPECIFIC","NEW","SIGN","LOAN","ON2","U","Study Phase",17,"Test","Recall1","",0
"w970197_sm",81,19,"ITEM SPECIFIC","NEW","SIGN","LOAN","ON2","U","Study Phase",30,"Test","Recall1","",0
"w10017318_jw",67,19,"ITEM SPECIFIC","NEW","SMELL","INCENSE","ON2","B","Study Phase",6,"Test","Recall1","",0
"w970197_sm",66,19,"ITEM SPECIFIC","NEW","SMELL","INCENSE","ON2","B","Study Phase",70,"Test","Recall1","incense",100
"w10017318_jw",51,19,"ITEM SPECIFIC","NEW","STEAK","GIVE","ON2","U","Study Phase",74,"Test","Recall1","",0
"w970197_sm",84,19,"ITEM SPECIFIC","NEW","STEAK","GIVE","ON2","U","Study Phase",22,"Test","Recall1","",0
"w10017318_jw",25,19,"ITEM SPECIFIC","NEW","STRAWBERRY","FRUIT","ON2","F","Study Phase",22,"Test","Recall1","RED",0
"w970197_sm",28,19,"ITEM SPECIFIC","NEW","STRAWBERRY","FRUIT","ON2","F","Study Phase",89,"Test","Recall1","fruit",100
"w10017318_jw",42,19,"ITEM SPECIFIC","NEW","TAN","SUN","ON2","S","Study Phase",68,"Test","Recall1","",0
"w970197_sm",90,19,"ITEM SPECIFIC","NEW","TAN","SUN","ON2","S","Study Phase",94,"Test","Recall1","sun",100
"w10017318_jw",40,19,"ITEM SPECIFIC","NEW","TEMPER","TANTRUM","ON2","S","Study Phase",100,"Test","Recall1","TANTRUM",100
"w970197_sm",35,19,"ITEM SPECIFIC","NEW","TEMPER","TANTRUM","ON2","S","Study Phase",98,"Test","Recall1","tantrum",100
"w10017318_jw",65,19,"ITEM SPECIFIC","NEW","THIMBLE","THREAD","ON2","F","Study Phase",81,"Test","Recall1","",0
"w970197_sm",77,19,"ITEM SPECIFIC","NEW","THIMBLE","THREAD","ON2","F","Study Phase",91,"Test","Recall1","thread",100
