"ExperimentName","Subject","Block","list","Procedure.Block.","cue_target","Direction","ListNum","JOL","JOL_RT","Procedure.Trial.","Type","Recall_prompt","ListNum.1","Response"
"IS_JOL B",6,1,3,"BlockProc1","Keys - Joke","U",70,NA,NA,"StudyProc7","JOL","Keys - ?",70,"door"
"IS_JOL B",6,1,3,"BlockProc1","Cake - Clothes","U",71,NA,NA,"StudyProc7","JOL","Cake - ?",71,""
"IS_JOL B",6,1,3,"BlockProc1","Name - Hate","U",72,NA,NA,"StudyProc7","JOL","Name - ?",72,""
"IS_JOL B",6,1,3,"BlockProc1","Fuzzy - Bang","U",73,NA,NA,"StudyProc7","JOL","Fuzzy - ?",73,"bangs"
"IS_JOL B",6,1,3,"BlockProc1","Moat - Clear","U",74,NA,NA,"StudyProc7","JOL","Moat - ?",74,""
"IS_JOL B",6,1,3,"BlockProc1","Lease - Toil","U",75,NA,NA,"StudyProc7","JOL","Lease - ?",75,"own"
"IS_JOL B",6,1,3,"BlockProc1","Loan - Sign","U",76,NA,NA,"StudyProc7","JOL","Loan - ?",76,"request"
"IS_JOL B",6,1,3,"BlockProc1","Both - Ounce","U",77,NA,NA,"StudyProc7","JOL","Both - ?",77,""
"IS_JOL B",6,1,3,"BlockProc1","Temperature - Morning","U",78,NA,NA,"StudyProc7","JOL","Temperature - ?",78,"weather"
"IS_JOL B",6,1,3,"BlockProc1","Mirror - Children","U",79,NA,NA,"StudyProc7","JOL","Mirror - ?",79,"crack"
"IS_JOL B",6,1,3,"BlockProc1","Main - Scar","U",80,NA,NA,"StudyProc7","JOL","Main - ?",80,""
"RL_JOL B",10,1,3,"BlockProc1","Adjourn - End","F",6,23,22741,"StudyProc3","JOL","Adjourn - ?",6,"end"
"RL_JOL B",10,1,3,"BlockProc1","Furry - Dog","F",7,56,1342,"StudyProc3","JOL","Furry - ?",7,""
"RL_JOL B",10,1,3,"BlockProc1","Litter - Trash","F",8,45,27600,"StudyProc3","JOL","Litter - ?",8,"trash"
"RL_JOL B",10,1,3,"BlockProc1","Cherry - Red","F",9,100,3350,"StudyProc3","JOL","Cherry - ?",9,"red"
"RL_JOL B",10,1,3,"BlockProc1","Scalp - Head","F",10,65,2142,"StudyProc3","JOL","Scalp - ?",10,"heaed"
"RL_JOL B",10,1,3,"BlockProc1","Driver - Car","F",11,44,6801,"StudyProc3","JOL","Driver - ?",11,"car"
"RL_JOL B",10,1,3,"BlockProc1","Chop - Cut","F",12,100,3563,"StudyProc3","JOL","Chop - ?",12,"cut"
"RL_JOL B",10,1,3,"BlockProc1","Mule - Donkey","F",13,0,3530,"StudyProc3","JOL","Mule - ?",13,""
"RL_JOL B",10,1,3,"BlockProc1","Document - Paper","F",14,54,3848,"StudyProc3","JOL","Document - ?",14,"paper"
"RL_JOL B",10,1,3,"BlockProc1","Incense - Smell","F",15,90,8190,"StudyProc3","JOL","Incense - ?",15,""
"RL_JOL B",10,1,3,"BlockProc1","Dine - Eat","F",16,100,11817,"StudyProc3","JOL","Dine - ?",16,"eat"
"RL_JOL B",10,1,3,"BlockProc1","Shears - Scissors","F",17,56,12037,"StudyProc3","JOL","Shears - ?",17,""
"RL_JOL B",10,1,3,"BlockProc1","Feud - Fight","F",18,100,2605,"StudyProc3","JOL","Feud - ?",18,"fight"
"RL_JOL B",10,1,3,"BlockProc1","Chill - Cold","F",19,9,2668,"StudyProc3","JOL","Chill - ?",19,""
"RL_JOL B",10,1,3,"BlockProc1","Affection - Love","F",20,78,1729,"StudyProc3","JOL","Affection - ?",20,""
"RL_JOL B",10,1,3,"BlockProc1","Turn - Flip","B",21,78,25426,"StudyProc3","JOL","Turn - ?",21,""
"RL_JOL B",10,1,3,"BlockProc1","Car - Windshield","B",22,56,3174,"StudyProc3","JOL","Car - ?",22,""
"RL_JOL B",10,1,3,"BlockProc1","Bad - Villain","B",23,24,2062,"StudyProc3","JOL","Bad - ?",23,""
"RL_JOL B",10,1,3,"BlockProc1","Bird - Penguin","B",24,5,2487,"StudyProc3","JOL","Bird - ?",24,""
"RL_JOL B",10,1,3,"BlockProc1","Star - Actress","B",25,8,2630,"StudyProc3","JOL","Star - ?",25,"actress"
"RL_JOL B",10,1,3,"BlockProc1","Thread - Thimble","B",26,37,1937,"StudyProc3","JOL","Thread - ?",26,"yarn"
"RL_JOL B",10,1,3,"BlockProc1","Even - Revenge","B",27,34,2303,"StudyProc3","JOL","Even - ?",27,"revenge"
"RL_JOL B",10,1,3,"BlockProc1","Pop - Balloon","B",28,6,2632,"StudyProc3","JOL","Pop - ?",28,""
"RL_JOL B",10,1,3,"BlockProc1","Fruit - Strawberry","B",29,78,3520,"StudyProc3","JOL","Fruit - ?",29,"strawberry"
"RL_JOL B",10,1,3,"BlockProc1","Best - Favorite","B",30,13,2491,"StudyProc3","JOL","Best - ?",30,""
"RL_JOL B",10,1,3,"BlockProc1","Cat - Panther","B",31,87,6080,"StudyProc3","JOL","Cat - ?",31,"turte"
"RL_JOL B",10,1,3,"BlockProc1","Glass - Breakable","B",32,72,6680,"StudyProc3","JOL","Glass - ?",32,""
"RL_JOL B",10,1,3,"BlockProc1","Dead - Coffin","B",33,2,2404,"StudyProc3","JOL","Dead - ?",33,"coffin"
"RL_JOL B",10,1,3,"BlockProc1","Plane - Aircraft","B",34,67,17387,"StudyProc3","JOL","Plane - ?",34,""
"RL_JOL B",10,1,3,"BlockProc1","Fish - Sardine","B",35,78,1800,"StudyProc3","JOL","Fish - ?",35,""
"RL_JOL B",10,1,3,"BlockProc1","Baseball - League","B",36,100,2800,"StudyProc3","JOL","Baseball - ?",36,""
"RL_JOL B",10,1,3,"BlockProc1","Money - Banker","B",37,5,2718,"StudyProc3","JOL","Money - ?",37,""
"RL_JOL B",10,1,3,"BlockProc1","Honest - Truthful","B",38,89,2135,"StudyProc3","JOL","Honest - ?",38,"truth"
"RL_JOL B",10,1,3,"BlockProc1","Sleep - Nap","B",39,4,2496,"StudyProc3","JOL","Sleep - ?",39,""
"RL_JOL B",10,1,3,"BlockProc1","Fight - Brawl","B",40,19,3833,"StudyProc3","JOL","Fight - ?",40,"brawl"
"RL_JOL B",10,1,3,"BlockProc1","Razor - Shave","S",41,NA,NA,"StudyProc7","JOL","Razor - ?",41,"shave"
"RL_JOL B",10,1,3,"BlockProc1","Rights - Equal","S",42,NA,NA,"StudyProc7","JOL","Rights - ?",42,"equa"
"RL_JOL B",10,1,3,"BlockProc1","Mason - Jar","S",43,NA,NA,"StudyProc7","JOL","Mason - ?",43,"jar"
"RL_JOL B",10,1,3,"BlockProc1","Candle - Wax","S",44,NA,NA,"StudyProc7","JOL","Candle - ?",44,"wax"
"RL_JOL B",10,1,3,"BlockProc1","Wrist - Bracelet","S",45,NA,NA,"StudyProc7","JOL","Wrist - ?",45,"bracelet"
"RL_JOL B",10,1,3,"BlockProc1","Element - Carbon","S",46,NA,NA,"StudyProc7","JOL","Element - ?",46,""
"RL_JOL B",10,1,3,"BlockProc1","Gone - Away","S",47,NA,NA,"StudyProc7","JOL","Gone - ?",47,""
"RL_JOL B",10,1,3,"BlockProc1","Water - Drink","S",48,NA,NA,"StudyProc7","JOL","Water - ?",48,""
"RL_JOL B",10,1,3,"BlockProc1","Earth - Ground","S",49,NA,NA,"StudyProc7","JOL","Earth - ?",49,""
"RL_JOL B",10,1,3,"BlockProc1","Alone - Lonely","S",50,NA,NA,"StudyProc7","JOL","Alone - ?",50,""
"RL_JOL B",10,1,3,"BlockProc1","Dry - Wet","S",51,NA,NA,"StudyProc7","JOL","Dry - ?",51,"wet"
"RL_JOL B",10,1,3,"BlockProc1","Safety - Seatbelt","S",52,NA,NA,"StudyProc7","JOL","Safety - ?",52,""
"RL_JOL B",10,1,3,"BlockProc1","Truth - Lie","S",53,NA,NA,"StudyProc7","JOL","Truth - ?",53,"lie"
"RL_JOL B",10,1,3,"BlockProc1","Phone - Communicatio","S",54,NA,NA,"StudyProc7","JOL","Phone - ?",54,"ommunication"
"RL_JOL B",10,1,3,"BlockProc1","Rod - Reel","S",55,NA,NA,"StudyProc7","JOL","Rod - ?",55,""
"RL_JOL B",10,1,3,"BlockProc1","Flea - Tick","S",56,NA,NA,"StudyProc7","JOL","Flea - ?",56,"tick"
"RL_JOL B",10,1,3,"BlockProc1","Loud - Noise","S",57,NA,NA,"StudyProc7","JOL","Loud - ?",57,"noise"
"RL_JOL B",10,1,3,"BlockProc1","Own - Have","S",58,NA,NA,"StudyProc7","JOL","Own - ?",58,"have"
"RL_JOL B",10,1,3,"BlockProc1","Tantrum - Temper","S",59,NA,NA,"StudyProc7","JOL","Tantrum - ?",59,"tper"
"RL_JOL B",10,1,3,"BlockProc1","Sun - Tan","S",60,NA,NA,"StudyProc7","JOL","Sun - ?",60,""
"RL_JOL B",10,1,3,"BlockProc1","Justice - Maroon","U",61,NA,NA,"StudyProc7","JOL","Justice - ?",61,"eqaul"
"RL_JOL B",10,1,3,"BlockProc1","Stretch - Cloth","U",62,NA,NA,"StudyProc7","JOL","Stretch - ?",62,""
"RL_JOL B",10,1,3,"BlockProc1","Give - Steak","U",63,NA,NA,"StudyProc7","JOL","Give - ?",63,"grab"
"RL_JOL B",10,1,3,"BlockProc1","Maze - Election","U",64,NA,NA,"StudyProc7","JOL","Maze - ?",64,""
"RL_JOL B",10,1,3,"BlockProc1","Vehicle - Charm","U",65,NA,NA,"StudyProc7","JOL","Vehicle - ?",65,""
"RL_JOL B",10,1,3,"BlockProc1","Meat - Obtain","U",66,NA,NA,"StudyProc7","JOL","Meat - ?",66,"mute"
"RL_JOL B",10,1,3,"BlockProc1","Crackle - Able","U",67,NA,NA,"StudyProc7","JOL","Crackle - ?",67,"op"
"RL_JOL B",10,1,3,"BlockProc1","Shell - Shake","U",68,NA,NA,"StudyProc7","JOL","Shell - ?",68,""
"RL_JOL B",10,1,3,"BlockProc1","Listen - Fiction","U",69,NA,NA,"StudyProc7","JOL","Listen - ?",69,""
"RL_JOL B",10,1,3,"BlockProc1","Keys - Joke","U",70,NA,NA,"StudyProc7","JOL","Keys - ?",70,""
"RL_JOL B",10,1,3,"BlockProc1","Cake - Clothes","U",71,NA,NA,"StudyProc7","JOL","Cake - ?",71,""
"RL_JOL B",10,1,3,"BlockProc1","Name - Hate","U",72,NA,NA,"StudyProc7","JOL","Name - ?",72,""
"RL_JOL B",10,1,3,"BlockProc1","Fuzzy - Bang","U",73,NA,NA,"StudyProc7","JOL","Fuzzy - ?",73,"loud"
"RL_JOL B",10,1,3,"BlockProc1","Moat - Clear","U",74,NA,NA,"StudyProc7","JOL","Moat - ?",74,"mute"
"RL_JOL B",10,1,3,"BlockProc1","Lease - Toil","U",75,NA,NA,"StudyProc7","JOL","Lease - ?",75,""
"RL_JOL B",10,1,3,"BlockProc1","Loan - Sign","U",76,NA,NA,"StudyProc7","JOL","Loan - ?",76,""
"RL_JOL B",10,1,3,"BlockProc1","Both - Ounce","U",77,NA,NA,"StudyProc7","JOL","Both - ?",77,""
"RL_JOL B",10,1,3,"BlockProc1","Temperature - Morning","U",78,NA,NA,"StudyProc7","JOL","Temperature - ?",78,"orning"
"RL_JOL B",10,1,3,"BlockProc1","Mirror - Children","U",79,NA,NA,"StudyProc7","JOL","Mirror - ?",79,"children"
"RL_JOL B",10,1,3,"BlockProc1","Main - Scar","U",80,NA,NA,"StudyProc7","JOL","Main - ?",80,""
"READ_JOL B",14,1,3,"BlockProc1","Adjourn - End","F",6,45,6941,"StudyProc3","JOL","Adjourn - ?",6,"end"
"READ_JOL B",14,1,3,"BlockProc1","Furry - Dog","F",7,79,7027,"StudyProc3","JOL","Furry - ?",7,"dog"
"READ_JOL B",14,1,3,"BlockProc1","Litter - Trash","F",8,89,6645,"StudyProc3","JOL","Litter - ?",8,"trash"
"READ_JOL B",14,1,3,"BlockProc1","Cherry - Red","F",9,98,3894,"StudyProc3","JOL","Cherry - ?",9,"red"
"READ_JOL B",14,1,3,"BlockProc1","Scalp - Head","F",10,100,3109,"StudyProc3","JOL","Scalp - ?",10,"head"
"READ_JOL B",14,1,3,"BlockProc1","Driver - Car","F",11,100,2973,"StudyProc3","JOL","Driver - ?",11,"license"
"READ_JOL B",14,1,3,"BlockProc1","Chop - Cut","F",12,100,3216,"StudyProc3","JOL","Chop - ?",12,"cut"
"READ_JOL B",14,1,3,"BlockProc1","Mule - Donkey","F",13,100,3787,"StudyProc3","JOL","Mule - ?",13,"donkey"
"READ_JOL B",14,1,3,"BlockProc1","Document - Paper","F",14,95,7173,"StudyProc3","JOL","Document - ?",14,"paper"
"READ_JOL B",14,1,3,"BlockProc1","Incense - Smell","F",15,85,3930,"StudyProc3","JOL","Incense - ?",15,"scent"
"READ_JOL B",14,1,3,"BlockProc1","Dine - Eat","F",16,79,8488,"StudyProc3","JOL","Dine - ?",16,"eat"
"READ_JOL B",14,1,3,"BlockProc1","Shears - Scissors","F",17,1,7936,"StudyProc3","JOL","Shears - ?",17,"shell"
"READ_JOL B",14,1,3,"BlockProc1","Feud - Fight","F",18,100,3351,"StudyProc3","JOL","Feud - ?",18,"fight"
"READ_JOL B",14,1,3,"BlockProc1","Chill - Cold","F",19,100,4117,"StudyProc3","JOL","Chill - ?",19,"cold"
"READ_JOL B",14,1,3,"BlockProc1","Affection - Love","F",20,100,3404,"StudyProc3","JOL","Affection - ?",20,"love"
"READ_JOL B",14,1,3,"BlockProc1","Turn - Flip","B",21,90,5835,"StudyProc3","JOL","Turn - ?",21,"flip"
"READ_JOL B",14,1,3,"BlockProc1","Car - Windshield","B",22,100,4116,"StudyProc3","JOL","Car - ?",22,"windsheild"
"READ_JOL B",14,1,3,"BlockProc1","Bad - Villain","B",23,100,3774,"StudyProc3","JOL","Bad - ?",23,"good"
"READ_JOL B",14,1,3,"BlockProc1","Bird - Penguin","B",24,70,4826,"StudyProc3","JOL","Bird - ?",24,"wings"
"READ_JOL B",14,1,3,"BlockProc1","Star - Actress","B",25,80,5722,"StudyProc3","JOL","Star - ?",25,"actress"
"READ_JOL B",14,1,3,"BlockProc1","Thread - Thimble","B",26,35,9355,"StudyProc3","JOL","Thread - ?",26,"thimble"
"READ_JOL B",14,1,3,"BlockProc1","Even - Revenge","B",27,30,9456,"StudyProc3","JOL","Even - ?",27,"revenge"
"READ_JOL B",14,1,3,"BlockProc1","Pop - Balloon","B",28,80,3658,"StudyProc3","JOL","Pop - ?",28,"balloon"
"READ_JOL B",14,1,3,"BlockProc1","Fruit - Strawberry","B",29,100,3192,"StudyProc3","JOL","Fruit - ?",29,"strawberry"
"READ_JOL B",14,1,3,"BlockProc1","Best - Favorite","B",30,100,4215,"StudyProc3","JOL","Best - ?",30,"favorite"
"READ_JOL B",14,1,3,"BlockProc1","Cat - Panther","B",31,50,9558,"StudyProc3","JOL","Cat - ?",31,"panther"
"READ_JOL B",14,1,3,"BlockProc1","Glass - Breakable","B",32,85,6427,"StudyProc3","JOL","Glass - ?",32,"breakable"
"READ_JOL B",14,1,3,"BlockProc1","Dead - Coffin","B",33,98,9233,"StudyProc3","JOL","Dead - ?",33,"coffin"
"READ_JOL B",14,1,3,"BlockProc1","Plane - Aircraft","B",34,65,5020,"StudyProc3","JOL","Plane - ?",34,"aircraft"
"READ_JOL B",14,1,3,"BlockProc1","Fish - Sardine","B",35,65,8059,"StudyProc3","JOL","Fish - ?",35,"shrimp"
"READ_JOL B",14,1,3,"BlockProc1","Baseball - League","B",36,89,5917,"StudyProc3","JOL","Baseball - ?",36,"catcher"
"READ_JOL B",14,1,3,"BlockProc1","Money - Banker","B",37,1,12193,"StudyProc3","JOL","Money - ?",37,"bank"
"READ_JOL B",14,1,3,"BlockProc1","Honest - Truthful","B",38,100,3502,"StudyProc3","JOL","Honest - ?",38,"truth"
"READ_JOL B",14,1,3,"BlockProc1","Sleep - Nap","B",39,100,3268,"StudyProc3","JOL","Sleep - ?",39,"nap"
"READ_JOL B",14,1,3,"BlockProc1","Fight - Brawl","B",40,100,3764,"StudyProc3","JOL","Fight - ?",40,"fued"
"READ_JOL B",14,1,3,"BlockProc1","Razor - Shave","S",41,NA,NA,"StudyProc7","JOL","Razor - ?",41,"shave"
"READ_JOL B",14,1,3,"BlockProc1","Rights - Equal","S",42,NA,NA,"StudyProc7","JOL","Rights - ?",42,"equal"
"READ_JOL B",14,1,3,"BlockProc1","Mason - Jar","S",43,NA,NA,"StudyProc7","JOL","Mason - ?",43,"jar"
"READ_JOL B",14,1,3,"BlockProc1","Candle - Wax","S",44,NA,NA,"StudyProc7","JOL","Candle - ?",44,"wax"
"READ_JOL B",14,1,3,"BlockProc1","Wrist - Bracelet","S",45,NA,NA,"StudyProc7","JOL","Wrist - ?",45,"bracelet"
"READ_JOL B",14,1,3,"BlockProc1","Element - Carbon","S",46,NA,NA,"StudyProc7","JOL","Element - ?",46,"carbon"
"READ_JOL B",14,1,3,"BlockProc1","Gone - Away","S",47,NA,NA,"StudyProc7","JOL","Gone - ?",47,"away"
"READ_JOL B",14,1,3,"BlockProc1","Water - Drink","S",48,NA,NA,"StudyProc7","JOL","Water - ?",48,"drink"
"READ_JOL B",14,1,3,"BlockProc1","Earth - Ground","S",49,NA,NA,"StudyProc7","JOL","Earth - ?",49,"ground"
"READ_JOL B",14,1,3,"BlockProc1","Alone - Lonely","S",50,NA,NA,"StudyProc7","JOL","Alone - ?",50,"lonely"
"READ_JOL B",14,1,3,"BlockProc1","Dry - Wet","S",51,NA,NA,"StudyProc7","JOL","Dry - ?",51,"wet"
"READ_JOL B",14,1,3,"BlockProc1","Safety - Seatbelt","S",52,NA,NA,"StudyProc7","JOL","Safety - ?",52,"seatbelt"
"READ_JOL B",14,1,3,"BlockProc1","Truth - Lie","S",53,NA,NA,"StudyProc7","JOL","Truth - ?",53,"lie"
"READ_JOL B",14,1,3,"BlockProc1","Phone - Communicatio","S",54,NA,NA,"StudyProc7","JOL","Phone - ?",54,"call"
"READ_JOL B",14,1,3,"BlockProc1","Rod - Reel","S",55,NA,NA,"StudyProc7","JOL","Rod - ?",55,"reel"
"READ_JOL B",14,1,3,"BlockProc1","Flea - Tick","S",56,NA,NA,"StudyProc7","JOL","Flea - ?",56,"tick"
"READ_JOL B",14,1,3,"BlockProc1","Loud - Noise","S",57,NA,NA,"StudyProc7","JOL","Loud - ?",57,"noise"
"READ_JOL B",14,1,3,"BlockProc1","Own - Have","S",58,NA,NA,"StudyProc7","JOL","Own - ?",58,"have"
"READ_JOL B",14,1,3,"BlockProc1","Tantrum - Temper","S",59,NA,NA,"StudyProc7","JOL","Tantrum - ?",59,"temper"
"READ_JOL B",14,1,3,"BlockProc1","Sun - Tan","S",60,NA,NA,"StudyProc7","JOL","Sun - ?",60,"hot"
"READ_JOL B",14,1,3,"BlockProc1","Justice - Maroon","U",61,NA,NA,"StudyProc7","JOL","Justice - ?",61,"league"
"READ_JOL B",14,1,3,"BlockProc1","Stretch - Cloth","U",62,NA,NA,"StudyProc7","JOL","Stretch - ?",62,"cloth"
"READ_JOL B",14,1,3,"BlockProc1","Give - Steak","U",63,NA,NA,"StudyProc7","JOL","Give - ?",63,"away"
"READ_JOL B",14,1,3,"BlockProc1","Maze - Election","U",64,NA,NA,"StudyProc7","JOL","Maze - ?",64,"mystery"
"READ_JOL B",14,1,3,"BlockProc1","Vehicle - Charm","U",65,NA,NA,"StudyProc7","JOL","Vehicle - ?",65,"car"
"READ_JOL B",14,1,3,"BlockProc1","Meat - Obtain","U",66,NA,NA,"StudyProc7","JOL","Meat - ?",66,"obtain"
"READ_JOL B",14,1,3,"BlockProc1","Crackle - Able","U",67,NA,NA,"StudyProc7","JOL","Crackle - ?",67,"barrel"
"READ_JOL B",14,1,3,"BlockProc1","Shell - Shake","U",68,NA,NA,"StudyProc7","JOL","Shell - ?",68,"shore"
"READ_JOL B",14,1,3,"BlockProc1","Listen - Fiction","U",69,NA,NA,"StudyProc7","JOL","Listen - ?",69,"ear"
"READ_JOL B",14,1,3,"BlockProc1","Keys - Joke","U",70,NA,NA,"StudyProc7","JOL","Keys - ?",70,"chime"
"READ_JOL B",14,1,3,"BlockProc1","Cake - Clothes","U",71,NA,NA,"StudyProc7","JOL","Cake - ?",71,"clothes"
"READ_JOL B",14,1,3,"BlockProc1","Name - Hate","U",72,NA,NA,"StudyProc7","JOL","Name - ?",72,"number"
"READ_JOL B",14,1,3,"BlockProc1","Fuzzy - Bang","U",73,NA,NA,"StudyProc7","JOL","Fuzzy - ?",73,"dog"
"READ_JOL B",14,1,3,"BlockProc1","Moat - Clear","U",74,NA,NA,"StudyProc7","JOL","Moat - ?",74,"boat"
"READ_JOL B",14,1,3,"BlockProc1","Lease - Toil","U",75,NA,NA,"StudyProc7","JOL","Lease - ?",75,"flease"
"READ_JOL B",14,1,3,"BlockProc1","Loan - Sign","U",76,NA,NA,"StudyProc7","JOL","Loan - ?",76,"money"
"READ_JOL B",14,1,3,"BlockProc1","Both - Ounce","U",77,NA,NA,"StudyProc7","JOL","Both - ?",77,"ounce"
"READ_JOL B",14,1,3,"BlockProc1","Temperature - Morning","U",78,NA,NA,"StudyProc7","JOL","Temperature - ?",78,"tantrum"
"READ_JOL B",14,1,3,"BlockProc1","Mirror - Children","U",79,NA,NA,"StudyProc7","JOL","Mirror - ?",79,"children"
"READ_JOL B",14,1,3,"BlockProc1","Main - Scar","U",80,NA,NA,"StudyProc7","JOL","Main - ?",80,"scar"
"IS_JOL B",18,1,3,"BlockProc1","Adjourn - End","F",6,1,6948,"StudyProc3","JOL","Adjourn - ?",6,"close"
"IS_JOL B",18,1,3,"BlockProc1","Furry - Dog","F",7,36,10386,"StudyProc3","JOL","Furry - ?",7,"dog"
"IS_JOL B",18,1,3,"BlockProc1","Litter - Trash","F",8,88,16832,"StudyProc3","JOL","Litter - ?",8,"trash"
"IS_JOL B",18,1,3,"BlockProc1","Cherry - Red","F",9,50,6314,"StudyProc3","JOL","Cherry - ?",9,"red"
"IS_JOL B",18,1,3,"BlockProc1","Scalp - Head","F",10,10,8193,"StudyProc3","JOL","Scalp - ?",10,"head"
"IS_JOL B",18,1,3,"BlockProc1","Driver - Car","F",11,11,8904,"StudyProc3","JOL","Driver - ?",11,"car"
"IS_JOL B",18,1,3,"BlockProc1","Chop - Cut","F",12,43,6987,"StudyProc3","JOL","Chop - ?",12,"sound"
"IS_JOL B",18,1,3,"BlockProc1","Mule - Donkey","F",13,24,8632,"StudyProc3","JOL","Mule - ?",13,"donkey"
"IS_JOL B",18,1,3,"BlockProc1","Document - Paper","F",14,21,20694,"StudyProc3","JOL","Document - ?",14,"paper"
"IS_JOL B",18,1,3,"BlockProc1","Incense - Smell","F",15,24,9346,"StudyProc3","JOL","Incense - ?",15,"smell"
"IS_JOL B",18,1,3,"BlockProc1","Dine - Eat","F",16,50,7068,"StudyProc3","JOL","Dine - ?",16,"dinner"
"IS_JOL B",18,1,3,"BlockProc1","Shears - Scissors","F",17,12,8234,"StudyProc3","JOL","Shears - ?",17,"scissors"
"IS_JOL B",18,1,3,"BlockProc1","Feud - Fight","F",18,58,6543,"StudyProc3","JOL","Feud - ?",18,"argue"
"IS_JOL B",18,1,3,"BlockProc1","Chill - Cold","F",19,10,9079,"StudyProc3","JOL","Chill - ?",19,"cold"
"IS_JOL B",18,1,3,"BlockProc1","Affection - Love","F",20,10,14099,"StudyProc3","JOL","Affection - ?",20,"love"
"IS_JOL B",18,1,3,"BlockProc1","Turn - Flip","B",21,66,13997,"StudyProc3","JOL","Turn - ?",21,"flip"
"IS_JOL B",18,1,3,"BlockProc1","Car - Windshield","B",22,20,8032,"StudyProc3","JOL","Car - ?",22,"windshield"
"IS_JOL B",18,1,3,"BlockProc1","Bad - Villain","B",23,5,11008,"StudyProc3","JOL","Bad - ?",23,"good"
"IS_JOL B",18,1,3,"BlockProc1","Bird - Penguin","B",24,10,5634,"StudyProc3","JOL","Bird - ?",24,"leaf"
"IS_JOL B",18,1,3,"BlockProc1","Star - Actress","B",25,10,9766,"StudyProc3","JOL","Star - ?",25,"actress"
"IS_JOL B",18,1,3,"BlockProc1","Thread - Thimble","B",26,10,6221,"StudyProc3","JOL","Thread - ?",26,"thumb"
"IS_JOL B",18,1,3,"BlockProc1","Even - Revenge","B",27,100,9262,"StudyProc3","JOL","Even - ?",27,"odd"
"IS_JOL B",18,1,3,"BlockProc1","Pop - Balloon","B",28,36,4157,"StudyProc3","JOL","Pop - ?",28,"noise"
"IS_JOL B",18,1,3,"BlockProc1","Fruit - Strawberry","B",29,22,5970,"StudyProc3","JOL","Fruit - ?",29,"strawberry"
"IS_JOL B",18,1,3,"BlockProc1","Best - Favorite","B",30,5,11741,"StudyProc3","JOL","Best - ?",30,"favorite"
"IS_JOL B",18,1,3,"BlockProc1","Cat - Panther","B",31,36,14650,"StudyProc3","JOL","Cat - ?",31,"dog"
"IS_JOL B",18,1,3,"BlockProc1","Glass - Breakable","B",32,30,14757,"StudyProc3","JOL","Glass - ?",32,"shatter"
"IS_JOL B",18,1,3,"BlockProc1","Dead - Coffin","B",33,10,9404,"StudyProc3","JOL","Dead - ?",33,"coffin"
"IS_JOL B",18,1,3,"BlockProc1","Plane - Aircraft","B",34,21,5937,"StudyProc3","JOL","Plane - ?",34,"aircraft"
"IS_JOL B",18,1,3,"BlockProc1","Fish - Sardine","B",35,30,11272,"StudyProc3","JOL","Fish - ?",35,"eel"
"IS_JOL B",18,1,3,"BlockProc1","Baseball - League","B",36,10,8003,"StudyProc3","JOL","Baseball - ?",36,"catcher"
"IS_JOL B",18,1,3,"BlockProc1","Money - Banker","B",37,10,16343,"StudyProc3","JOL","Money - ?",37,"check"
"IS_JOL B",18,1,3,"BlockProc1","Honest - Truthful","B",38,10,18077,"StudyProc3","JOL","Honest - ?",38,"truthful"
"IS_JOL B",18,1,3,"BlockProc1","Sleep - Nap","B",39,NA,37,"StudyProc3","JOL","Sleep - ?",39,"awake"
"IS_JOL B",18,1,3,"BlockProc1","Fight - Brawl","B",40,10,6455,"StudyProc3","JOL","Fight - ?",40,"brawl"
"IS_JOL B",18,1,3,"BlockProc1","Razor - Shave","S",41,NA,NA,"StudyProc7","JOL","Razor - ?",41,"leg"
"IS_JOL B",18,1,3,"BlockProc1","Rights - Equal","S",42,NA,NA,"StudyProc7","JOL","Rights - ?",42,"equal"
"IS_JOL B",18,1,3,"BlockProc1","Mason - Jar","S",43,NA,NA,"StudyProc7","JOL","Mason - ?",43,"jar"
"IS_JOL B",18,1,3,"BlockProc1","Candle - Wax","S",44,NA,NA,"StudyProc7","JOL","Candle - ?",44,"wax"
"IS_JOL B",18,1,3,"BlockProc1","Wrist - Bracelet","S",45,NA,NA,"StudyProc7","JOL","Wrist - ?",45,"bracelet"
"IS_JOL B",18,1,3,"BlockProc1","Element - Carbon","S",46,NA,NA,"StudyProc7","JOL","Element - ?",46,"carbon"
"IS_JOL B",18,1,3,"BlockProc1","Gone - Away","S",47,NA,NA,"StudyProc7","JOL","Gone - ?",47,"away"
"IS_JOL B",18,1,3,"BlockProc1","Water - Drink","S",48,NA,NA,"StudyProc7","JOL","Water - ?",48,"fire"
"IS_JOL B",18,1,3,"BlockProc1","Earth - Ground","S",49,NA,NA,"StudyProc7","JOL","Earth - ?",49,"ground"
"IS_JOL B",18,1,3,"BlockProc1","Alone - Lonely","S",50,NA,NA,"StudyProc7","JOL","Alone - ?",50,"lonely"
"IS_JOL B",18,1,3,"BlockProc1","Dry - Wet","S",51,NA,NA,"StudyProc7","JOL","Dry - ?",51,"wet"
"IS_JOL B",18,1,3,"BlockProc1","Safety - Seatbelt","S",52,NA,NA,"StudyProc7","JOL","Safety - ?",52,"seatbelt"
"IS_JOL B",18,1,3,"BlockProc1","Truth - Lie","S",53,NA,NA,"StudyProc7","JOL","Truth - ?",53,"lie"
