"ExperimentName","Subject","Block","list","Procedure.Block.","cue_target","Direction","ListNum","JOL","RT","Procedure.Trial.","Type","Procedure.Block..1","cue_target.1","ListNum.1","Response","Procedure.Trial..1","Type.1"
"RL_JOL A",57,1,3,"BlockProc1","Delinquent - Bad","F",1,"70",6055,"StudyProc7","JOL","BlockProc1","Delinquent - ?",1,"bad","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Digestion - Stomach","F",2,"80",5475,"StudyProc7","JOL","BlockProc1","Digestion - ?",2,"stomach","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Wage - Money","F",3,"80",5858,"StudyProc7","JOL","BlockProc1","Wage - ?",3,"money","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Chisel - Hammer","F",4,"40",13407,"StudyProc7","JOL","BlockProc1","Chisel - ?",4,"hammer","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Editor - News","F",5,"67",5677,"StudyProc7","JOL","BlockProc1","Editor - ?",5,"news","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Hornet - Sting","F",6,"80",4508,"StudyProc7","JOL","BlockProc1","Hornet - ?",6,"sting","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Bitter - Cold","F",7,"50",8967,"StudyProc7","JOL","BlockProc1","Bitter - ?",7,"cold","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Root - Plant","F",8,"75",4769,"StudyProc7","JOL","BlockProc1","Root - ?",8,"plant","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Swan - Bird","F",9,"60",3993,"StudyProc7","JOL","BlockProc1","Swan - ?",9,"bird","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Paw - Dog","F",10,"85",6546,"StudyProc7","JOL","BlockProc1","Paw - ?",10,"dog","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Way - Out","F",11,"75",7310,"StudyProc7","JOL","BlockProc1","Way - ?",11,"go","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Hygiene - Clean","F",12,"80",4830,"StudyProc7","JOL","BlockProc1","Hygiene - ?",12,"clean","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Bridge - Water","F",13,"80",6515,"StudyProc7","JOL","BlockProc1","Bridge - ?",13,"water","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Geology - Rock","F",14,"75",6112,"StudyProc7","JOL","BlockProc1","Geology - ?",14,"rock","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Revolution - War","F",15,"70",12287,"StudyProc7","JOL","BlockProc1","Revolution - ?",15,"war","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Discussion - Talk","F",16,"70",5601,"StudyProc7","JOL","BlockProc1","Discussion - ?",16,"talk","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Herd - Cow","F",17,"40",8248,"StudyProc7","JOL","BlockProc1","Herd - ?",17,"cow","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Credit - Card","F",18,"70",12453,"StudyProc7","JOL","BlockProc1","Credit - ?",18,"money","recallproc1","recall"
"RL_JOL A",57,1,3,"BlockProc1","Orchid - Flower","F",19,"60",4693,"StudyProc7","JOL","BlockProc1","Orchid - ?",19,"flower","recallproc1","recall"
