"ExperimentName","Subject","Block","list","Procedure.Block.","cue_target","Direction","ListNum","JOL","RT","Procedure.Trial.","Type","Procedure.Block..1","cue_target.1","ListNum.1","Response","Procedure.Trial..1","Type.1"
"READ_JOL A",49,1,3,"BlockProc1","Delinquent - Bad","F",1,40,10886,"StudyProc7","JOL","BlockProc1","Delinquent - ?",1,"fair","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Digestion - Stomach","F",2,65,7163,"StudyProc7","JOL","BlockProc1","Digestion - ?",2,"hunger","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Wage - Money","F",3,0,4519,"StudyProc7","JOL","BlockProc1","Wage - ?",3,"money","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Chisel - Hammer","F",4,23,10831,"StudyProc7","JOL","BlockProc1","Chisel - ?",4,"wind","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Editor - News","F",5,100,5890,"StudyProc7","JOL","BlockProc1","Editor - ?",5,"news","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Hornet - Sting","F",6,15,16335,"StudyProc7","JOL","BlockProc1","Hornet - ?",6,"nest","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Bitter - Cold","F",7,100,5820,"StudyProc7","JOL","BlockProc1","Bitter - ?",7,"sweet","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Root - Plant","F",8,65,10564,"StudyProc7","JOL","BlockProc1","Root - ?",8,"plant","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Swan - Bird","F",9,0,4834,"StudyProc7","JOL","BlockProc1","Swan - ?",9,"duck","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Paw - Dog","F",10,100,6236,"StudyProc7","JOL","BlockProc1","Paw - ?",10,"dog","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Way - Out","F",11,12,9961,"StudyProc7","JOL","BlockProc1","Way - ?",11,"out","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Hygiene - Clean","F",12,100,15673,"StudyProc7","JOL","BlockProc1","Hygiene - ?",12,"clean","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Bridge - Water","F",13,54,6984,"StudyProc7","JOL","BlockProc1","Bridge - ?",13,"water","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Geology - Rock","F",14,0,5291,"StudyProc7","JOL","BlockProc1","Geology - ?",14,"tree","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Revolution - War","F",15,100,5564,"StudyProc7","JOL","BlockProc1","Revolution - ?",15,"book","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Discussion - Talk","F",16,100,8509,"StudyProc7","JOL","BlockProc1","Discussion - ?",16,"talk","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Herd - Cow","F",17,0,4560,"StudyProc7","JOL","BlockProc1","Herd - ?",17,"cows","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Credit - Card","F",18,100,2869,"StudyProc7","JOL","BlockProc1","Credit - ?",18,"card","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Orchid - Flower","F",19,0,9636,"StudyProc7","JOL","BlockProc1","Orchid - ?",19,"flower","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Tuna - Fish","F",20,100,10333,"StudyProc7","JOL","BlockProc1","Tuna - ?",20,"fish","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Full - Enough","B",21,100,7113,"StudyProc7","JOL","BlockProc1","Full - ?",21,"enough","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Drink - Sip","B",22,100,9193,"StudyProc7","JOL","BlockProc1","Drink - ?",22,"sip","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Dark - Cave","B",23,100,5319,"StudyProc7","JOL","BlockProc1","Dark - ?",23,"woods","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Take - Seize","B",24,0,3239,"StudyProc7","JOL","BlockProc1","Take - ?",24,"hide","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Height - Growth","B",25,100,11697,"StudyProc7","JOL","BlockProc1","Height - ?",25,"tall","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Sentence - Word","B",26,100,11618,"StudyProc7","JOL","BlockProc1","Sentence - ?",26,"word","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Bug - Wasp","B",27,0,4137,"StudyProc7","JOL","BlockProc1","Bug - ?",27,"grasshopper","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Math - Division","B",28,55,5125,"StudyProc7","JOL","BlockProc1","Math - ?",28,"numbers","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Law - Attorney","B",29,100,8864,"StudyProc7","JOL","BlockProc1","Law - ?",29,"lawyer","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Great - Fantastic","B",30,100,10616,"StudyProc7","JOL","BlockProc1","Great - ?",30,"fantastic","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Key - Latch","B",31,0,2904,"StudyProc7","JOL","BlockProc1","Key - ?",31,"chain","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Hot - Chili","B",32,95,10750,"StudyProc7","JOL","BlockProc1","Hot - ?",32,"chilli","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Ball - Racket","B",33,13,11881,"StudyProc7","JOL","BlockProc1","Ball - ?",33,"catcher","recallproc1","recall"
"READ_JOL A",49,1,3,"BlockProc1","Work - Chore","B",34,54,10917,"StudyProc7","JOL","BlockProc1","Work - ?",34,"time","recallproc1","recall"
