"ExperimentName","Subject","Block","list","Procedure.Block.","cue_target","Direction","ListNum","JOL","RT","Procedure.Trial.","Type","Procedure.Block..1","cue_target.1","ListNum.1","Response","Procedure.Trial..1","Type.1"
"IS_JOL A",5,1,3,"BlockProc1","Hornet - Sting","F",6,35,3583,"StudyProc7","JOL","BlockProc1","Hornet - ?",6,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Bitter - Cold","F",7,80,3612,"StudyProc7","JOL","BlockProc1","Bitter - ?",7,"cold","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Root - Plant","F",8,60,4064,"StudyProc7","JOL","BlockProc1","Root - ?",8,"plant","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Swan - Bird","F",9,90,2759,"StudyProc7","JOL","BlockProc1","Swan - ?",9,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Paw - Dog","F",10,95,3957,"StudyProc7","JOL","BlockProc1","Paw - ?",10,"dog","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Way - Out","F",11,75,7879,"StudyProc7","JOL","BlockProc1","Way - ?",11,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Hygiene - Clean","F",12,85,3424,"StudyProc7","JOL","BlockProc1","Hygiene - ?",12,"clean","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Bridge - Water","F",13,50,3511,"StudyProc7","JOL","BlockProc1","Bridge - ?",13,"water","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Geology - Rock","F",14,90,2933,"StudyProc7","JOL","BlockProc1","Geology - ?",14,"rock","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Revolution - War","F",15,80,10025,"StudyProc7","JOL","BlockProc1","Revolution - ?",15,"war","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Discussion - Talk","F",16,80,2517,"StudyProc7","JOL","BlockProc1","Discussion - ?",16,"talk","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Herd - Cow","F",17,80,2952,"StudyProc7","JOL","BlockProc1","Herd - ?",17,"cow","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Credit - Card","F",18,95,3700,"StudyProc7","JOL","BlockProc1","Credit - ?",18,"card","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Orchid - Flower","F",19,70,6556,"StudyProc7","JOL","BlockProc1","Orchid - ?",19,"flower","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Tuna - Fish","F",20,90,1888,"StudyProc7","JOL","BlockProc1","Tuna - ?",20,"fish","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Full - Enough","B",21,100,3219,"StudyProc7","JOL","BlockProc1","Full - ?",21,"enough","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Drink - Sip","B",22,75,8043,"StudyProc7","JOL","BlockProc1","Drink - ?",22,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Dark - Cave","B",23,75,4734,"StudyProc7","JOL","BlockProc1","Dark - ?",23,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Take - Seize","B",24,65,8959,"StudyProc7","JOL","BlockProc1","Take - ?",24,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Height - Growth","B",25,75,3362,"StudyProc7","JOL","BlockProc1","Height - ?",25,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Sentence - Word","B",26,90,11455,"StudyProc7","JOL","BlockProc1","Sentence - ?",26,"word","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Bug - Wasp","B",27,85,4342,"StudyProc7","JOL","BlockProc1","Bug - ?",27,"hornet","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Math - Division","B",28,95,3542,"StudyProc7","JOL","BlockProc1","Math - ?",28,"divison","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Law - Attorney","B",29,100,4586,"StudyProc7","JOL","BlockProc1","Law - ?",29,"attorney","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Great - Fantastic","B",30,75,4210,"StudyProc7","JOL","BlockProc1","Great - ?",30,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Key - Latch","B",31,30,3804,"StudyProc7","JOL","BlockProc1","Key - ?",31,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Hot - Chili","B",32,80,10952,"StudyProc7","JOL","BlockProc1","Hot - ?",32,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Ball - Racket","B",33,85,3938,"StudyProc7","JOL","BlockProc1","Ball - ?",33,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Work - Chore","B",34,70,3930,"StudyProc7","JOL","BlockProc1","Work - ?",34,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Hunger - Famine","B",35,80,6675,"StudyProc7","JOL","BlockProc1","Hunger - ?",35,"famine","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Sleep - Drowsy","B",36,80,8795,"StudyProc7","JOL","BlockProc1","Sleep - ?",36,"dreary","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Smell - Stench","B",37,85,10364,"StudyProc7","JOL","BlockProc1","Smell - ?",37,"stench","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Clothes - Attire","B",38,90,13339,"StudyProc7","JOL","BlockProc1","Clothes - ?",38,"attire","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Plane - Pilot","B",39,100,4101,"StudyProc7","JOL","BlockProc1","Plane - ?",39,"pilot","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Fire - Blaze","B",40,100,7221,"StudyProc7","JOL","BlockProc1","Fire - ?",40,"blaze","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Due - Assignment","S",41,80,3026,"StudyProc3","JOL","BlockProc1","Due - ?",41,"assignment","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Number - Amount","S",42,90,3062,"StudyProc3","JOL","BlockProc1","Number - ?",42,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Location - Site","S",43,90,2574,"StudyProc3","JOL","BlockProc1","Location - ?",43,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Dump - Waste","S",44,40,5729,"StudyProc3","JOL","BlockProc1","Dump - ?",44,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Trial - Jury","S",45,100,6296,"StudyProc3","JOL","BlockProc1","Trial - ?",45,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Architecture - Design","S",46,15,3418,"StudyProc3","JOL","BlockProc1","Architecture - ?",46,"design","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Grill - Bar","S",47,95,5480,"StudyProc3","JOL","BlockProc1","Grill - ?",47,"bar","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Kidney - Liver","S",48,90,2563,"StudyProc3","JOL","BlockProc1","Kidney - ?",48,"liver","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Begin - End","S",49,100,3324,"StudyProc3","JOL","BlockProc1","Begin - ?",49,"end","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Blow - Wind","S",50,70,11100,"StudyProc3","JOL","BlockProc1","Blow - ?",50,"wind","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Pop - Soda","S",51,100,3036,"StudyProc3","JOL","BlockProc1","Pop - ?",51,"soda","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Wine - Cheese","S",52,100,7012,"StudyProc3","JOL","BlockProc1","Wine - ?",52,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Bathroom - Toilet","S",53,100,8581,"StudyProc3","JOL","BlockProc1","Bathroom - ?",53,"toilet","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Lettuce - Salad","S",54,100,2764,"StudyProc3","JOL","BlockProc1","Lettuce - ?",54,"salad","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Shoe - Foot","S",55,100,4034,"StudyProc3","JOL","BlockProc1","Shoe - ?",55,"foot","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Past - Future","S",56,100,5150,"StudyProc3","JOL","BlockProc1","Past - ?",56,"future","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Choice - Decision","S",57,70,4513,"StudyProc3","JOL","BlockProc1","Choice - ?",57,"decision","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Honey - Bee","S",58,100,2975,"StudyProc3","JOL","BlockProc1","Honey - ?",58,"bee","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Baby - Child","S",59,100,2443,"StudyProc3","JOL","BlockProc1","Baby - ?",59,"child","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Circle - Round","S",60,100,4028,"StudyProc3","JOL","BlockProc1","Circle - ?",60,"round","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Pusher - Clutter","U",61,10,4018,"StudyProc3","JOL","BlockProc1","Pusher - ?",61,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Dietary - Slacking","U",62,10,8262,"StudyProc3","JOL","BlockProc1","Dietary - ?",62,"food","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Park - Hungry","U",63,25,6907,"StudyProc3","JOL","BlockProc1","Park - ?",63,"food","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Lift - Woman","U",64,20,4339,"StudyProc3","JOL","BlockProc1","Lift - ?",64,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Soon - Belt","U",65,40,6172,"StudyProc3","JOL","BlockProc1","Soon - ?",65,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Discover - Floor","U",66,10,8013,"StudyProc3","JOL","BlockProc1","Discover - ?",66,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Death - Business","U",67,70,4058,"StudyProc3","JOL","BlockProc1","Death - ?",67,"business","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Debate - Sight","U",68,15,4790,"StudyProc3","JOL","BlockProc1","Debate - ?",68,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Artery - Bronze","U",69,30,7405,"StudyProc3","JOL","BlockProc1","Artery - ?",69,"bronze","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Fix - Hand","U",70,80,4255,"StudyProc3","JOL","BlockProc1","Fix - ?",70,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Machine - Position","U",71,55,5829,"StudyProc3","JOL","BlockProc1","Machine - ?",71,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Happy - Car","U",72,60,6971,"StudyProc3","JOL","BlockProc1","Happy - ?",72,"car","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Allow - Tuck","U",73,35,4108,"StudyProc3","JOL","BlockProc1","Allow - ?",73,"let","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Art - Lion","U",74,20,3583,"StudyProc3","JOL","BlockProc1","Art - ?",74,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Strong - Accident","U",75,35,5735,"StudyProc3","JOL","BlockProc1","Strong - ?",75,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Sugar - Riddle","U",76,40,3669,"StudyProc3","JOL","BlockProc1","Sugar - ?",76,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Valley - Add","U",77,0,2980,"StudyProc3","JOL","BlockProc1","Valley - ?",77,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Cash - Would","U",78,10,3324,"StudyProc3","JOL","BlockProc1","Cash - ?",78,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Hide - Sick","U",79,20,4041,"StudyProc3","JOL","BlockProc1","Hide - ?",79,"","recallproc1","recall"
