"ExperimentName","Subject","Direction","JOL","RT","recall_cue","Recall_Response","sorted_JOL_CUE","sorted_JOL_TARGET","percent_match","scored"
"READ_JOL C",39,"B",80,2360,"Chore","work","Chore","work",100,1
"READ_JOL C",39,"B",80,7320,"Famine","strave","Famine","hunger",0,0
"READ_JOL C",39,"B",90,2454,"Drowsy","cold","Drowsy","sleep",0,0
"READ_JOL C",39,"B",80,2409,"Stench","smell","Stench","smell",100,1
"READ_JOL C",39,"B",80,3488,"Attire","wear","Attire","clothes",0,0
"READ_JOL C",39,"B",95,4128,"Pilot","plane","Pilot","plane",100,1
"READ_JOL C",39,"B",70,3639,"Blaze","fire","Blaze","fire",100,1
"READ_JOL C",39,"S",90,2641,"Assignment","due","Assignment","due",100,1
"READ_JOL C",39,"S",90,3384,"Amount","total","Amount","number",0,0
"READ_JOL C",39,"S",80,7224,"Site","see","Site","location",0,0
"READ_JOL C",39,"S",90,2215,"Waste","dump","Waste","dump",100,1
"READ_JOL C",39,"S",90,2908,"Jury","duty","Jury","trial",0,0
"READ_JOL C",39,"S",90,3315,"Design","fashion","Design","architecture",0,0
"READ_JOL C",39,"S",90,3144,"Bar","grill","Bar","grill",100,1
"READ_JOL C",39,"S",90,2914,"Liver","kidney","Liver","kidney",100,1
"READ_JOL C",39,"S",100,2275,"End","begin","End","begin",100,1
"READ_JOL C",39,"S",100,3822,"Wind","blow","Wind","blow",100,1
"READ_JOL C",39,"S",100,6699,"Soda","pop","Soda","pop",100,1
"READ_JOL C",39,"S",90,5961,"Cheese","wine","Cheese","wine",100,1
"READ_JOL C",39,"S",90,2396,"Toilet","seat","Toilet","bathroom",0,0
"READ_JOL C",39,"S",9,3948,"Salad","dressing","Salad","lettuce",0,0
"READ_JOL C",39,"S",100,2524,"Foot","shoe","Foot","shoe",100,1
"READ_JOL C",39,"S",90,3760,"Future","past","Future","past",100,1
"READ_JOL C",39,"S",50,8124,"Decision","maker","Decision","choise",0,0
"READ_JOL C",39,"S",100,4789,"Bee","sting","Bee","honey",0,0
"READ_JOL C",39,"S",90,2825,"Child","infant","Child","baby",0,0
"READ_JOL C",39,"S",90,2899,"Round","table","Round","circle",0,0
"READ_JOL C",39,"U",20,2943,"Clutter","space","Clutter","pusher",0,0
"READ_JOL C",39,"U",30,6780,"Sacking","packing","Sacking","dietary",0,0
"READ_JOL C",39,"U",70,4150,"Hungry","full","Hungry","park",0,0
"READ_JOL C",39,"U",0,4913,"Woman","leader","Woman","lift",0,0
"READ_JOL C",39,"U",40,5792,"Belt","loop","Belt","soon",0,0
"READ_JOL C",39,"U",40,9544,"Floor","ground","Floor","discover",0,0
"READ_JOL C",39,"U",70,4910,"Business","plan","Business","death",0,0
"READ_JOL C",39,"U",40,5165,"Sight","see","Sight","debate",0,0
"READ_JOL C",39,"U",40,4608,"Bronze","metal","Bronze","artery",0,0
"READ_JOL C",39,"U",80,3187,"Hand","shake","Hand","fix",0,0
"READ_JOL C",39,"U",70,3341,"Position","aroud","Position","machine",0,0
"READ_JOL C",39,"U",60,6753,"Car","drive","Car","happy",0,0
"READ_JOL C",39,"U",30,5836,"Tuck","duck","Tuck","allow",0,0
"READ_JOL C",39,"U",80,3672,"Lion","art","Lion","art",100,1
"READ_JOL C",39,"U",20,3115,"Accident","great","Accident","strong",0,0
"READ_JOL C",39,"U",NA,7876,"Riddle","joke","Riddle","sugar",0,0
"READ_JOL C",39,"U",40,2730,"Add","subtract","Add","valley",0,0
"READ_JOL C",39,"U",30,9852,"Would","rather","Would","cash",0,0
"READ_JOL C",39,"U",70,6088,"Sick","well","Sick","hide",0,0
"READ_JOL C",39,"U",30,3518,"Vase","flower","Vase","king",0,0
"READ_JOL C",3,"B",79,3546,"Extension","long",NA,NA,NA,0
"READ_JOL C",3,"B",57,6629,"Clue","",NA,NA,NA,0
"READ_JOL C",3,"B",100,4132,"Cactus","plant",NA,NA,NA,0
"READ_JOL C",3,"B",99,4643,"Shoelace","shoe",NA,NA,NA,0
"READ_JOL C",3,"B",100,4153,"Detective","mysterious",NA,NA,NA,0
"READ_JOL C",3,"B",10,7321,"Adjourn","end",NA,NA,NA,0
"READ_JOL C",3,"B",100,9540,"Furry","dog",NA,NA,NA,0
"READ_JOL C",3,"B",NA,628,"Litter","trash",NA,NA,NA,0
"READ_JOL C",3,"B",100,4712,"Cherry","red",NA,NA,NA,0
"READ_JOL C",3,"B",100,4012,"Scalp","head",NA,NA,NA,0
"READ_JOL C",3,"B",100,3402,"Driver","",NA,NA,NA,0
"READ_JOL C",3,"B",79,14708,"Chop","cut",NA,NA,NA,0
"READ_JOL C",3,"B",100,4660,"Mule","donkey",NA,NA,NA,0
"READ_JOL C",3,"B",99,2331,"Document","",NA,NA,NA,0
"READ_JOL C",3,"B",40,7178,"Incense","smell",NA,NA,NA,0
"READ_JOL C",3,"B",79,3048,"Dine","eat",NA,NA,NA,0
"READ_JOL C",3,"B",78,4506,"Shears","",NA,NA,NA,0
"READ_JOL C",3,"B",67,4361,"Feud","fight",NA,NA,NA,0
"READ_JOL C",3,"B",100,6913,"Chill","cold",NA,NA,NA,0
"READ_JOL C",3,"B",100,3558,"Affection","love",NA,NA,NA,0
"READ_JOL C",3,"F",50,6805,"Turn","",NA,NA,NA,0
"READ_JOL C",3,"F",100,3340,"Car","","Car","happy",NA,0
"READ_JOL C",3,"F",100,4117,"Bad","deliquent","Bad","delinquent",0,0
"READ_JOL C",3,"F",89,10440,"Bird","","Bird","swan",NA,0
"READ_JOL C",3,"F",70,6022,"Star","actress",NA,NA,NA,0
"READ_JOL C",3,"F",50,5456,"Thread","",NA,NA,NA,0
"READ_JOL C",3,"F",100,3847,"Even","revenge",NA,NA,NA,0
"READ_JOL C",3,"F",99,7563,"Pop","balloon",NA,NA,NA,0
"READ_JOL C",3,"F",100,8062,"Fruit","strawberry",NA,NA,NA,0
"READ_JOL C",3,"F",99,8006,"Best","fvorite",NA,NA,NA,0
"READ_JOL C",3,"F",56,4408,"Cat","",NA,NA,NA,0
"READ_JOL C",3,"F",79,8018,"Glass","breakable",NA,NA,NA,0
"READ_JOL C",3,"F",100,13835,"Dead","",NA,NA,NA,0
"READ_JOL C",3,"F",100,4453,"Plane","aircraft",NA,NA,NA,0
"READ_JOL C",3,"F",89,3822,"Fish","","Fish","tuna",NA,0
"READ_JOL C",3,"F",100,4796,"Baseball","league",NA,NA,NA,0
"READ_JOL C",3,"F",89,7830,"Money","","Money","wage",NA,0
"READ_JOL C",3,"F",99,2188,"Honest","ruth",NA,NA,NA,0
"READ_JOL C",3,"F",100,3556,"Sleep","",NA,NA,NA,0
"READ_JOL C",3,"F",99,3098,"Fight","brawl","Fight","feud",0,0
"READ_JOL C",3,"S",100,3717,"Razor","scissors",NA,NA,NA,0
"READ_JOL C",3,"S",99,2295,"Rights","equal",NA,NA,NA,0
"READ_JOL C",3,"S",30,12543,"Mason","",NA,NA,NA,0
"READ_JOL C",3,"S",99,5900,"Candle","",NA,NA,NA,0
"READ_JOL C",3,"S",99,3405,"Wrist","bracelet",NA,NA,NA,0
"READ_JOL C",3,"S",99,4015,"Element","carbon",NA,NA,NA,0
"READ_JOL C",3,"S",70,3789,"Gone","",NA,NA,NA,0
"READ_JOL C",3,"S",100,2894,"Water","drink","Water","bridge",0,0
"READ_JOL C",3,"S",0,7435,"Earth","ground",NA,NA,NA,0
"READ_JOL C",3,"S",99,2607,"Alone","lonely",NA,NA,NA,0
"READ_JOL C",3,"S",90,7339,"Dry","wet",NA,NA,NA,0
"READ_JOL C",3,"S",90,2742,"Safety","",NA,NA,NA,0
"READ_JOL C",3,"S",100,2844,"Truth","lie",NA,NA,NA,0
"READ_JOL C",3,"S",100,4024,"Phone","",NA,NA,NA,0
"READ_JOL C",3,"S",88,8867,"Rod","",NA,NA,NA,0
"READ_JOL C",3,"S",100,4176,"Flea","tick",NA,NA,NA,0
"READ_JOL C",3,"S",99,2813,"Loud","noise",NA,NA,NA,0
"READ_JOL C",3,"S",50,11802,"Own","",NA,NA,NA,0
"READ_JOL C",3,"S",99,3985,"Tantrum","temperature",NA,NA,NA,0
"READ_JOL C",3,"S",99,2798,"Sun","tan",NA,NA,NA,0
"READ_JOL C",3,"U",40,8767,"Justice","",NA,NA,NA,0
"READ_JOL C",3,"U",10,14731,"Stretch","",NA,NA,NA,0
"READ_JOL C",3,"U",NA,2248,"Give","",NA,NA,NA,0
"READ_JOL C",3,"U",20,11703,"Maze","",NA,NA,NA,0
"READ_JOL C",3,"U",22,20863,"Vehicle","",NA,NA,NA,0
"READ_JOL C",3,"U",45,11856,"Meat","obtain",NA,NA,NA,0
"READ_JOL C",3,"U",56,11590,"Crackle","",NA,NA,NA,0
"READ_JOL C",3,"U",55,11423,"Shell","shake",NA,NA,NA,0
"READ_JOL C",3,"U",30,9757,"Listen","",NA,NA,NA,0
"READ_JOL C",3,"U",30,9785,"Keys","lach",NA,NA,NA,0
"READ_JOL C",3,"U",0,5614,"Cake","chocolate",NA,NA,NA,0
"READ_JOL C",3,"U",29,14323,"Name","",NA,NA,NA,0
"READ_JOL C",3,"U",35,13904,"Fuzzy","dog",NA,NA,NA,0
"READ_JOL C",3,"U",0,4505,"Moat","",NA,NA,NA,0
"READ_JOL C",3,"U",67,10493,"Lease","",NA,NA,NA,0
"READ_JOL C",3,"U",100,3540,"Loan","sign",NA,NA,NA,0
"READ_JOL C",3,"U",20,11401,"Both","",NA,NA,NA,0
"READ_JOL C",3,"U",30,23986,"Temperature","tantrum",NA,NA,NA,0
"READ_JOL C",3,"U",49,10945,"Mirror","children",NA,NA,NA,0
"READ_JOL C",3,"U",43,10242,"Main","",NA,NA,NA,0
"READ_JOL C",15,"B",60,3275,"Long","extensin","Long","extension",0,0
"READ_JOL C",15,"B",70,3649,"Game","play","Game","clue",0,0
"READ_JOL C",15,"B",80,4243,"Plant","green","Plant","root",0,0
"READ_JOL C",15,"B",85,2163,"Tie","shoe","Tie","shoelace",200,0
"READ_JOL C",15,"B",70,4133,"Mystery","detective","Mystery","detective",100,1
"READ_JOL C",15,"B",67,5038,"End","begin","End","begin",100,1
"READ_JOL C",15,"B",90,2045,"Dog","pet","Dog","paw",0,0
"READ_JOL C",15,"B",70,2879,"Trash","waste","Trash","litter",0,0
"READ_JOL C",15,"B",98,2182,"Red","bull","Red","cherry",0,0
"READ_JOL C",15,"B",89,4523,"Head","body","Head","scalp",0,0
"READ_JOL C",15,"B",88,3411,"Car","windsheild","Car","happy",0,0
"READ_JOL C",15,"B",85,2558,"Cut","scrissors","Cut","chop",0,0
"READ_JOL C",15,"B",45,2997,"Donkey","horse","Donkey","mule",0,0
"READ_JOL C",15,"B",80,3187,"Paper","documentation","Paper","document",0,0
"READ_JOL C",15,"B",40,6064,"Smell","stink","Smell","incense",0,0
"READ_JOL C",15,"B",70,4984,"Eat","food","Eat","dine",0,0
"READ_JOL C",15,"B",45,2736,"Scissors","cut","Scissors","shears",0,0
"READ_JOL C",15,"B",45,4426,"Fight","plane","Fight","feud",0,0
"READ_JOL C",15,"B",60,5629,"Cold","water","Cold","bitter",0,0
"READ_JOL C",15,"B",87,3719,"Love","affection","Love","affection",100,1
"READ_JOL C",15,"F",77,3290,"Flip","top","Flip","turn",0,0
"READ_JOL C",15,"F",90,2281,"Windshield","car","Windshield","car",100,1
"READ_JOL C",15,"F",40,5302,"Villain","bad","Villain","bad",100,1
"READ_JOL C",15,"F",50,3835,"Penguin","bird","Penguin","bird",100,1
"READ_JOL C",15,"F",76,3641,"Actress","star","Actress","star",100,1
"READ_JOL C",15,"F",20,5828,"Thimble","tumble","Thimble","thread",0,0
"READ_JOL C",15,"F",70,3728,"Revenge","even","Revenge","even",100,1
"READ_JOL C",15,"F",89,2344,"Balloon","pop","Balloon","pop",100,1
"READ_JOL C",15,"F",50,2450,"Strawberry","fruit","Strawberry","fruit",100,1
"READ_JOL C",15,"F",85,4338,"Favorite","best","Favorite","best",100,1
"READ_JOL C",15,"F",78,2842,"Panther","cat","Panther","cat",100,1
"READ_JOL C",15,"F",80,6972,"Breakable","glass","Breakable","glass",100,1
"READ_JOL C",15,"F",85,3415,"Coffin","dead","Coffin","dead",100,1
"READ_JOL C",15,"F",50,3946,"Aircraft","plane","Aircraft","plane",100,1
"READ_JOL C",15,"F",30,5125,"Sardine","fish","Sardine","fish",100,1
"READ_JOL C",15,"F",85,2238,"League","baseball","League","baseball",100,1
"READ_JOL C",15,"F",90,5440,"Banker","money","Banker","money",100,1
"READ_JOL C",15,"F",90,4294,"Truthful","honest","Truthful","honest",100,1
"READ_JOL C",15,"F",79,3642,"Nap","sleep","Nap","sleep",100,1
"READ_JOL C",15,"F",59,4719,"Brawl","fight","Brawl","fight",100,1
"READ_JOL C",15,"S",90,3407,"Shave","razor","Shave","razor",100,1
"READ_JOL C",15,"S",90,2764,"Equal","rights","Equal","rights",100,1
"READ_JOL C",15,"S",45,6585,"Jar","john","Jar","mason",0,0
"READ_JOL C",15,"S",89,4565,"Wax","candle","Wax","candle",100,1
"READ_JOL C",15,"S",90,4306,"Bracelet","ankle","Bracelet","wrist",0,0
"READ_JOL C",15,"S",90,5700,"Carbon","element","Carbon","element",100,1
"READ_JOL C",15,"S",80,6182,"Away","gone","Away","gone",100,1
"READ_JOL C",15,"S",60,3579,"Drink","water","Drink","water",100,1
"READ_JOL C",15,"S",90,2471,"Ground","earth","Ground","earth",100,1
"READ_JOL C",15,"S",90,3210,"Lonely","alone","Lonely","alone",100,1
"READ_JOL C",15,"S",50,2314,"Wet","dry","Wet","dry",100,1
"READ_JOL C",15,"S",80,4027,"Seatbelt","safety","Seatbelt","safety",100,1
"READ_JOL C",15,"S",78,3414,"Lie","truth","Lie","truth",100,1
"READ_JOL C",15,"S",70,6373,"Communication","phone","Communication","phone",100,1
"READ_JOL C",15,"S",30,3261,"Reel","shaft","Reel","rod",0,0
"READ_JOL C",15,"S",46,4553,"Tick","flea","Tick","flea",100,1
"READ_JOL C",15,"S",80,3660,"Noise","smell","Noise","loud",0,0
"READ_JOL C",15,"S",59,5647,"Have","own","Have","own",100,1
"READ_JOL C",15,"S",90,6429,"Temper","tantrum","Temper","tantrum",100,1
"READ_JOL C",15,"S",88,3642,"Tan","sun","Tan","sun",100,1
"READ_JOL C",15,"U",27,3923,"Maroon","color","Maroon","justice",0,0
"READ_JOL C",15,"U",70,5376,"Cloth","attire","Cloth","stretch",0,0
"READ_JOL C",15,"U",34,5184,"Steak","wine","Steak","give",0,0
"READ_JOL C",15,"U",45,4857,"Election","president","Election","maze",0,0
"READ_JOL C",15,"U",20,3113,"Charm","basket","Charm","vehicle",0,0
"READ_JOL C",15,"U",20,5423,"Obtain","take","Obtain","meat",0,0
"READ_JOL C",15,"U",55,4875,"Able","have","Able","crackle",0,0
"READ_JOL C",15,"U",49,3164,"Shake","skate","Shake","shell",0,0
"READ_JOL C",15,"U",59,4792,"Fiction","read","Fiction","listen",0,0
"READ_JOL C",15,"U",20,4479,"Joke","paper","Joke","keys",0,0
"READ_JOL C",15,"U",38,6829,"Clothes","closet","Clothes","cake",0,0
"READ_JOL C",15,"U",76,7445,"Hate","name","Hate","name",100,1
"READ_JOL C",15,"U",10,4276,"Bang","noise","Bang","fuzzy",0,0
"READ_JOL C",15,"U",25,6115,"Clear","screen","Clear","moat",0,0
"READ_JOL C",15,"U",30,4001,"Toil","all","Toil","lease",0,0
"READ_JOL C",15,"U",23,5400,"Sign","key","Sign","loan",0,0
"READ_JOL C",15,"U",10,3238,"Ounce","pound","Ounce","both",0,0
"READ_JOL C",15,"U",46,5080,"Morning","sun","Morning","temperature",0,0
"READ_JOL C",15,"U",30,4302,"Children","kids","Children","mirror",0,0
"READ_JOL C",15,"U",20,4253,"Scar","49","Scar","main",0,0
"READ_JOL C",27,"B",80,5665,"Long","short","Long","extension",0,0
"READ_JOL C",27,"B",80,3975,"Game","over","Game","clue",0,0
"READ_JOL C",27,"B",95,2751,"Plant","growth","Plant","root",0,0
"READ_JOL C",27,"B",75,3840,"Tie","shoelace","Tie","shoelace",100,1
"READ_JOL C",27,"B",80,4206,"Mystery","unsolved","Mystery","detective",0,0
"READ_JOL C",27,"B",75,4061,"End","beginning","End","begin",0,0
"READ_JOL C",27,"B",75,2584,"Dog","bark","Dog","paw",0,0
"READ_JOL C",27,"B",100,3065,"Trash","waste","Trash","litter",0,0
"READ_JOL C",27,"B",85,2036,"Red","cherry","Red","cherry",100,1
"READ_JOL C",27,"B",95,2223,"Head","heels","Head","scalp",0,0
"READ_JOL C",27,"B",80,6837,"Car","driver","Car","happy",0,0
"READ_JOL C",27,"B",90,2177,"Cut","open","Cut","chop",0,0
"READ_JOL C",27,"B",100,2795,"Donkey","mule","Donkey","mule",100,1
"READ_JOL C",27,"B",85,2766,"Paper","document","Paper","document",100,1
"READ_JOL C",27,"B",80,4280,"Smell","stench","Smell","incense",0,0
"READ_JOL C",27,"B",90,2085,"Eat","hunger","Eat","dine",0,0
"READ_JOL C",27,"B",90,3404,"Scissors","shears","Scissors","shears",100,1
"READ_JOL C",27,"B",70,4800,"Fight","fury","Fight","feud",0,0
"READ_JOL C",27,"B",85,3616,"Cold","chill","Cold","bitter",0,0
"READ_JOL C",27,"B",95,3377,"Love","hate","Love","affection",0,0
"READ_JOL C",27,"F",85,3255,"Flip","turn","Flip","turn",100,1
"READ_JOL C",27,"F",80,2527,"Windshield","car","Windshield","car",100,1
"READ_JOL C",27,"F",95,3254,"Villain","evil","Villain","bad",0,0
"READ_JOL C",27,"F",80,3471,"Penguin","bird","Penguin","bird",100,1
"READ_JOL C",27,"F",95,2578,"Actress","star","Actress","star",100,1
"READ_JOL C",27,"F",90,4871,"Thimble","thread","Thimble","thread",100,1
"READ_JOL C",27,"F",85,2452,"Revenge","even","Revenge","even",100,1
"READ_JOL C",27,"F",95,2235,"Balloon","pop","Balloon","pop",100,1
"READ_JOL C",27,"F",90,2381,"Strawberry","fruit","Strawberry","fruit",100,1
"READ_JOL C",27,"F",80,4779,"Favorite","best","Favorite","best",100,1
"READ_JOL C",27,"F",95,3006,"Panther","cat","Panther","cat",100,1
"READ_JOL C",27,"F",80,3062,"Breakable","glass","Breakable","glass",100,1
"READ_JOL C",27,"F",90,2427,"Coffin","death","Coffin","dead",0,0
"READ_JOL C",27,"F",85,3591,"Aircraft","plane","Aircraft","plane",100,1
"READ_JOL C",27,"F",90,2563,"Sardine","fish","Sardine","fish",100,1
"READ_JOL C",27,"F",90,7086,"League","baseball","League","baseball",100,1
"READ_JOL C",27,"F",90,3802,"Banker","money","Banker","money",100,1
"READ_JOL C",27,"F",70,2019,"Truthful","honest","Truthful","honest",100,1
"READ_JOL C",27,"F",95,2742,"Nap","sleep","Nap","sleep",100,1
"READ_JOL C",27,"F",90,3632,"Brawl","fight","Brawl","fight",100,1
"READ_JOL C",27,"S",99,4434,"Shave","razor","Shave","razor",100,1
"READ_JOL C",27,"S",100,2672,"Equal","rights","Equal","rights",100,1
"READ_JOL C",27,"S",90,3579,"Jar","mason","Jar","mason",100,1
"READ_JOL C",27,"S",90,2606,"Wax","candle","Wax","candle",100,1
"READ_JOL C",27,"S",60,2616,"Bracelet","wrist","Bracelet","wrist",100,1
"READ_JOL C",27,"S",60,2899,"Carbon","element","Carbon","element",100,1
"READ_JOL C",27,"S",70,3439,"Away","gone","Away","gone",100,1
"READ_JOL C",27,"S",100,2660,"Drink","water","Drink","water",100,1
"READ_JOL C",27,"S",60,7890,"Ground","floor","Ground","earth",0,0
"READ_JOL C",27,"S",100,6531,"Lonely","alone","Lonely","alone",100,1
"READ_JOL C",27,"S",100,3078,"Wet","dry","Wet","dry",100,1
"READ_JOL C",27,"S",70,2681,"Seatbelt","safety","Seatbelt","safety",100,1
"READ_JOL C",27,"S",95,3198,"Lie","truth","Lie","truth",100,1
"READ_JOL C",27,"S",80,2418,"Communication","talk","Communication","phone",0,0
"READ_JOL C",27,"S",95,3994,"Reel","rod","Reel","rod",100,1
"READ_JOL C",27,"S",95,3911,"Tick","flea","Tick","flea",100,1
"READ_JOL C",27,"S",75,9083,"Noise","loud","Noise","loud",100,1
"READ_JOL C",27,"S",85,5826,"Have","get","Have","own",0,0
"READ_JOL C",27,"S",100,2693,"Temper","tantrum","Temper","tantrum",100,1
"READ_JOL C",27,"S",95,2398,"Tan","sun","Tan","sun",100,1
"READ_JOL C",27,"U",20,3295,"Maroon","","Maroon","justice",NA,0
"READ_JOL C",27,"U",50,3579,"Cloth","stretch","Cloth","stretch",100,1
"READ_JOL C",27,"U",80,3526,"Steak","give","Steak","give",100,1
"READ_JOL C",27,"U",50,3383,"Election","win","Election","maze",0,0
"READ_JOL C",27,"U",20,3670,"Charm","luck","Charm","vehicle",0,0
"READ_JOL C",27,"U",20,3063,"Obtain","take","Obtain","meat",0,0
"READ_JOL C",27,"U",10,3418,"Able","","Able","crackle",NA,0
"READ_JOL C",27,"U",70,4855,"Shake","shell","Shake","shell",100,1
"READ_JOL C",27,"U",65,5348,"Fiction","listen","Fiction","listen",100,1
"READ_JOL C",27,"U",20,2639,"Joke","laugh","Joke","keys",0,0
"READ_JOL C",27,"U",30,3274,"Clothes","stretch","Clothes","cake",0,0
"READ_JOL C",27,"U",50,5423,"Hate","love","Hate","name",0,0
"READ_JOL C",27,"U",40,3229,"Bang","loud","Bang","fuzzy",0,0
"READ_JOL C",27,"U",25,4073,"Clear","","Clear","moat",NA,0
"READ_JOL C",27,"U",25,3690,"Toil","turn","Toil","lease",0,0
"READ_JOL C",27,"U",20,5503,"Sign","","Sign","loan",NA,0
"READ_JOL C",27,"U",25,4497,"Ounce","pound","Ounce","both",0,0
"READ_JOL C",27,"U",70,5289,"Morning","routine","Morning","temperature",0,0
"READ_JOL C",27,"U",50,2774,"Children","play","Children","mirror",0,0
"READ_JOL C",27,"U",30,3048,"Scar","main","Scar","main",100,1
"READ_JOL C",39,"B",60,3537,"Long","wait","Long","extension",0,0
"READ_JOL C",39,"B",30,3590,"Game","show","Game","clue",0,0
"READ_JOL C",39,"B",30,7241,"Plant","root","Plant","root",100,1
"READ_JOL C",39,"B",87,2526,"Tie","wear","Tie","shoelace",0,0
"READ_JOL C",39,"B",20,3235,"Mystery","novel","Mystery","detective",0,0
"READ_JOL C",39,"B",30,4592,"End","beign","End","begin",0,0
"READ_JOL C",39,"B",20,3269,"Dog","cat","Dog","paw",0,0
"READ_JOL C",39,"B",70,3811,"Trash","waste","Trash","litter",0,0
"READ_JOL C",39,"B",90,3459,"Red","frui","Red","cherry",0,0
"READ_JOL C",39,"B",80,2587,"Head","game","Head","scalp",0,0
"READ_JOL C",39,"B",40,5752,"Car","fantastic","Car","happy",0,0
"READ_JOL C",39,"B",30,3049,"Cut","scrape","Cut","chop",0,0
"READ_JOL C",39,"B",70,2506,"Donkey","mule","Donkey","mule",100,1
"READ_JOL C",39,"B",60,3080,"Paper","write","Paper","document",0,0
"READ_JOL C",39,"B",20,3116,"Smell","stench","Smell","incense",0,0
"READ_JOL C",39,"B",60,4084,"Eat","food","Eat","dine",0,0
"READ_JOL C",39,"B",80,2135,"Scissors","shears","Scissors","shears",100,1
"READ_JOL C",39,"B",70,5007,"Fight","feud","Fight","feud",100,1
"READ_JOL C",39,"B",80,2156,"Cold","warm","Cold","bitter",0,0
"READ_JOL C",39,"B",80,2556,"Love","happy","Love","affection",0,0
"READ_JOL C",39,"F",60,7053,"Flip","house","Flip","turn",0,0
"READ_JOL C",39,"F",70,2803,"Windshield","car","Windshield","car",100,1
"READ_JOL C",39,"F",70,3874,"Villain","monster","Villain","bad",0,0
"READ_JOL C",39,"F",20,3230,"Penguin","bird","Penguin","bird",100,1
"READ_JOL C",39,"F",12,3566,"Actress","star","Actress","star",100,1
"READ_JOL C",39,"F",70,3826,"Thimble","needle","Thimble","thread",0,0
"READ_JOL C",39,"F",20,4547,"Revenge","fear","Revenge","even",0,0
"READ_JOL C",39,"F",80,4677,"Balloon","pop","Balloon","pop",100,1
"READ_JOL C",39,"F",40,2700,"Strawberry","fruitorred","Strawberry","fruit",0,0
"READ_JOL C",39,"F",80,3104,"Favorite","happy","Favorite","best",0,0
"READ_JOL C",39,"F",20,3363,"Panther","cat","Panther","cat",100,1
"READ_JOL C",39,"F",60,3100,"Breakable","glass","Breakable","glass",100,1
"READ_JOL C",39,"F",90,2868,"Coffin","dead","Coffin","dead",100,1
"READ_JOL C",39,"F",50,2727,"Aircraft","palne","Aircraft","plane",0,0
"READ_JOL C",39,"F",10,5145,"Sardine","smell","Sardine","fish",0,0
"READ_JOL C",39,"F",70,3769,"League","major","League","baseball",0,0
"READ_JOL C",39,"F",80,4358,"Banker","teller","Banker","money",0,0
"READ_JOL C",39,"F",50,3775,"Truthful","honest","Truthful","honest",100,1
"READ_JOL C",39,"F",40,9148,"Nap","time","Nap","sleep",0,0
"READ_JOL C",39,"F",60,4490,"Brawl","fight","Brawl","fight",100,1
"READ_JOL C",39,"S",90,2500,"Shave","razor","Shave","razor",100,1
"READ_JOL C",39,"S",80,3943,"Equal","rights","Equal","rights",100,1
"READ_JOL C",39,"S",0,10625,"Jar","pickle","Jar","mason",0,0
"READ_JOL C",39,"S",70,8413,"Wax","cale","Wax","candle",0,0
"READ_JOL C",39,"S",80,2984,"Bracelet","wrist","Bracelet","wrist",100,1
"READ_JOL C",39,"S",90,2906,"Carbon","element","Carbon","element",100,1
"READ_JOL C",39,"S",50,3711,"Away","far","Away","gone",0,0
"READ_JOL C",39,"S",90,5649,"Drink","water","Drink","water",100,1
"READ_JOL C",39,"S",90,2251,"Ground","floor","Ground","earth",0,0
"READ_JOL C",39,"S",90,2342,"Lonely","alone","Lonely","alone",100,1
"READ_JOL C",39,"S",90,3567,"Wet","dry","Wet","dry",100,1
"READ_JOL C",39,"S",80,3385,"Seatbelt","safe","Seatbelt","safety",150,1
"READ_JOL C",39,"S",70,3173,"Lie","truth","Lie","truth",100,1
"READ_JOL C",39,"S",90,6410,"Communication","dysfunction","Communication","phone",0,0
"READ_JOL C",39,"S",10,3418,"Reel","rod","Reel","rod",100,1
"READ_JOL C",39,"S",50,3669,"Tick","flea","Tick","flea",100,1
"READ_JOL C",39,"S",90,2774,"Noise","loud","Noise","loud",100,1
"READ_JOL C",39,"S",980,3288,"Have","earn","Have","own",0,0
"READ_JOL C",39,"S",95,4514,"Temper","tantrum","Temper","tantrum",100,1
"READ_JOL C",39,"S",80,3032,"Tan","sun","Tan","sun",100,1
"READ_JOL C",39,"U",20,3162,"Maroon","red","Maroon","justice",0,0
"READ_JOL C",39,"U",20,3248,"Cloth","table","Cloth","stretch",0,0
"READ_JOL C",39,"U",10,3445,"Steak","shrimp","Steak","give",0,0
"READ_JOL C",39,"U",210,8240,"Election","month","Election","maze",0,0
"READ_JOL C",39,"U",10,2613,"Charm","knight","Charm","vehicle",0,0
"READ_JOL C",39,"U",20,3654,"Obtain","have","Obtain","meat",0,0
"READ_JOL C",39,"U",5,6172,"Able","cable","Able","crackle",0,0
"READ_JOL C",39,"U",20,3171,"Shake","bake","Shake","shell",0,0
"READ_JOL C",39,"U",10,2463,"Fiction","booj","Fiction","listen",0,0
"READ_JOL C",39,"U",20,2948,"Joke","funny","Joke","keys",0,0
"READ_JOL C",39,"U",10,5573,"Clothes","wear","Clothes","cake",0,0
"READ_JOL C",39,"U",20,3921,"Hate","love","Hate","name",0,0
"READ_JOL C",39,"U",2,4981,"Bang","loud","Bang","fuzzy",0,0
"READ_JOL C",39,"U",0,3710,"Clear","water","Clear","moat",0,0
"READ_JOL C",39,"U",5,6043,"Toil","foil","Toil","lease",0,0
"READ_JOL C",39,"U",30,7114,"Sign","up","Sign","loan",0,0
"READ_JOL C",39,"U",30,2885,"Ounce","gram","Ounce","both",0,0
