"Username","Condition.Description","Direction","Block","Version","Task","Score","Warning"
"w10012481","READ","B","2","sona","Recall",100,"no"
"w10042487MGS","READ","B","2","sona","Recall",0,"no"
"w10051663JA","READ","B","2","sona","Recall",0,"no"
"W10091817_AB","READ","B","2","sona","Recall",0,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","F","2","sona","Recall",100,"no"
"w10012481","READ","F","2","sona","Recall",100,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","F","2","sona","Recall",0,"no"
"w10012481","READ","F","2","sona","Recall",0,"no"
"w10042487MGS","READ","F","2","sona","Recall",0,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","F","2","sona","Recall",100,"no"
"w10012481","READ","F","2","sona","Recall",100,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",0,"no"
"w10006820_KPH","READ","F","2","sona","Recall",0,"no"
"w10012481","READ","F","2","sona","Recall",0,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","U","2","sona","Recall",100,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",100,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",0,"no"
"w10042487MGS","READ","B","2","sona","Recall",0,"no"
"w10051663JA","READ","B","2","sona","Recall",100,"no"
"W10091817_AB","READ","B","2","sona","Recall",100,"no"
"w927437_AH","READ","B","2","sona","Recall",100,"no"
"w10006820_KPH","READ","F","2","sona","Recall",0,"no"
"w10012481","READ","F","2","sona","Recall",0,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",0,"no"
"w927437_AH","READ","F","2","sona","Recall",0,"no"
"w10006820_KPH","READ","F","2","sona","Recall",0,"no"
"w10012481","READ","F","2","sona","Recall",0,"no"
"w10042487MGS","READ","F","2","sona","Recall",0,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",0,"no"
"w927437_AH","READ","F","2","sona","Recall",0,"no"
"w10006820_KPH","READ","F","2","sona","Recall",0,"no"
"w10012481","READ","F","2","sona","Recall",0,"no"
"w10042487MGS","READ","F","2","sona","Recall",0,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","F","2","sona","Recall",0,"no"
"w10012481","READ","F","2","sona","Recall",100,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",0,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",100,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",100,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",0,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",0,"no"
"w927437_AH","READ","S","2","sona","Recall",100,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",0,"no"
"w10051663JA","READ","S","2","sona","Recall",0,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",0,"no"
"w10006820_KPH","READ","B","2","sona","Recall",100,"no"
"w10012481","READ","B","2","sona","Recall",100,"no"
"w10042487MGS","READ","B","2","sona","Recall",0,"no"
"w10051663JA","READ","B","2","sona","Recall",0,"no"
"W10091817_AB","READ","B","2","sona","Recall",0,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","F","2","sona","Recall",100,"no"
"w10012481","READ","F","2","sona","Recall",100,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","F","2","sona","Recall",100,"no"
"w10012481","READ","F","2","sona","Recall",100,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",100,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",0,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",100,"no"
"w10042487MGS","READ","B","2","sona","Recall",0,"no"
"w10051663JA","READ","B","2","sona","Recall",0,"no"
"W10091817_AB","READ","B","2","sona","Recall",0,"no"
"w927437_AH","READ","B","2","sona","Recall",100,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",100,"no"
"w10042487MGS","READ","B","2","sona","Recall",100,"no"
"w10051663JA","READ","B","2","sona","Recall",0,"no"
"W10091817_AB","READ","B","2","sona","Recall",0,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",100,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",100,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",100,"no"
"w10042487MGS","READ","B","2","sona","Recall",0,"no"
"w10051663JA","READ","B","2","sona","Recall",100,"no"
"W10091817_AB","READ","B","2","sona","Recall",100,"no"
"w927437_AH","READ","B","2","sona","Recall",100,"no"
"w10006820_KPH","READ","F","2","sona","Recall",0,"no"
"w10012481","READ","F","2","sona","Recall",100,"no"
"w10042487MGS","READ","F","2","sona","Recall",0,"no"
"w10051663JA","READ","F","2","sona","Recall",100,"no"
"W10091817_AB","READ","F","2","sona","Recall",0,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",100,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",100,"no"
"w10051663JA","READ","U","2","sona","Recall",0,"no"
"W10091817_AB","READ","U","2","sona","Recall",100,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",0,"no"
"w10042487MGS","READ","B","2","sona","Recall",100,"no"
"w10051663JA","READ","B","2","sona","Recall",0,"no"
"W10091817_AB","READ","B","2","sona","Recall",100,"no"
"w927437_AH","READ","B","2","sona","Recall",100,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",0,"no"
"w10042487MGS","READ","S","2","sona","Recall",100,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",0,"no"
"w927437_AH","READ","S","2","sona","Recall",0,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",0,"no"
"w10042487MGS","READ","B","2","sona","Recall",100,"no"
"w10051663JA","READ","B","2","sona","Recall",0,"no"
"W10091817_AB","READ","B","2","sona","Recall",0,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","F","2","sona","Recall",0,"no"
"w10012481","READ","F","2","sona","Recall",100,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",100,"no"
"W10091817_AB","READ","U","2","sona","Recall",100,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",100,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",100,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",0,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",0,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","F","2","sona","Recall",100,"no"
"w10012481","READ","F","2","sona","Recall",100,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",100,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",100,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",100,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",100,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",100,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",0,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",100,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",100,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",100,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",100,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",100,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",0,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",100,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",0,"no"
"W10091817_AB","READ","U","2","sona","Recall",100,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",100,"no"
"w10042487MGS","READ","B","2","sona","Recall",0,"no"
"w10051663JA","READ","B","2","sona","Recall",0,"no"
"W10091817_AB","READ","B","2","sona","Recall",0,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","F","2","sona","Recall",100,"no"
"w10012481","READ","F","2","sona","Recall",100,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",100,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",100,"no"
"w10051663JA","READ","U","2","sona","Recall",0,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",0,"no"
"w10042487MGS","READ","S","2","sona","Recall",0,"no"
"w10051663JA","READ","S","2","sona","Recall",0,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",0,"no"
"w10042487MGS","READ","S","2","sona","Recall",100,"no"
"w10051663JA","READ","S","2","sona","Recall",0,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",0,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",100,"no"
"w10042487MGS","READ","B","2","sona","Recall",100,"no"
"w10051663JA","READ","B","2","sona","Recall",100,"no"
"W10091817_AB","READ","B","2","sona","Recall",0,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",0,"no"
"w10042487MGS","READ","B","2","sona","Recall",0,"no"
"w10051663JA","READ","B","2","sona","Recall",100,"no"
"W10091817_AB","READ","B","2","sona","Recall",100,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",100,"no"
"w10051663JA","READ","S","2","sona","Recall",0,"no"
"W10091817_AB","READ","S","2","sona","Recall",0,"no"
"w927437_AH","READ","S","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",100,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",0,"no"
"w927437_AH","READ","S","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",0,"no"
"w10051663JA","READ","S","2","sona","Recall",0,"no"
"W10091817_AB","READ","S","2","sona","Recall",0,"no"
"w927437_AH","READ","S","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",0,"no"
"w10051663JA","READ","S","2","sona","Recall",0,"no"
"W10091817_AB","READ","S","2","sona","Recall",0,"no"
"w927437_AH","READ","S","2","sona","Recall",100,"no"
"w10006820_KPH","READ","F","2","sona","Recall",0,"no"
"w10012481","READ","F","2","sona","Recall",100,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","F","2","sona","Recall",0,"no"
"w10012481","READ","F","2","sona","Recall",0,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",100,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",100,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",0,"no"
"W10091817_AB","READ","U","2","sona","Recall",100,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","F","2","sona","Recall",100,"no"
"w10012481","READ","F","2","sona","Recall",0,"no"
"w10042487MGS","READ","F","2","sona","Recall",100,"no"
"w10051663JA","READ","F","2","sona","Recall",0,"no"
"W10091817_AB","READ","F","2","sona","Recall",0,"no"
"w927437_AH","READ","F","2","sona","Recall",100,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",0,"no"
"w10042487MGS","READ","B","2","sona","Recall",100,"no"
"w10051663JA","READ","B","2","sona","Recall",100,"no"
"W10091817_AB","READ","B","2","sona","Recall",100,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",100,"no"
"w10042487MGS","READ","B","2","sona","Recall",0,"no"
"w10051663JA","READ","B","2","sona","Recall",0,"no"
"W10091817_AB","READ","B","2","sona","Recall",0,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",100,"no"
"W10091817_AB","READ","U","2","sona","Recall",100,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",100,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",0,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",100,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",0,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",100,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",0,"no"
"w10042487MGS","READ","B","2","sona","Recall",100,"no"
"w10051663JA","READ","B","2","sona","Recall",100,"no"
"W10091817_AB","READ","B","2","sona","Recall",100,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",0,"no"
"w10042487MGS","READ","S","2","sona","Recall",100,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",100,"no"
"w10006820_KPH","READ","B","2","sona","Recall",0,"no"
"w10012481","READ","B","2","sona","Recall",0,"no"
"w10042487MGS","READ","B","2","sona","Recall",100,"no"
"w10051663JA","READ","B","2","sona","Recall",0,"no"
"W10091817_AB","READ","B","2","sona","Recall",0,"no"
"w927437_AH","READ","B","2","sona","Recall",0,"no"
"w10006820_KPH","READ","U","2","sona","Recall",0,"no"
"w10012481","READ","U","2","sona","Recall",100,"no"
"w10042487MGS","READ","U","2","sona","Recall",0,"no"
"w10051663JA","READ","U","2","sona","Recall",0,"no"
"W10091817_AB","READ","U","2","sona","Recall",0,"no"
"w927437_AH","READ","U","2","sona","Recall",0,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",0,"no"
"w10042487MGS","READ","S","2","sona","Recall",0,"no"
"w10051663JA","READ","S","2","sona","Recall",0,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",100,"no"
"w10006820_KPH","READ","S","2","sona","Recall",0,"no"
"w10012481","READ","S","2","sona","Recall",100,"no"
"w10042487MGS","READ","S","2","sona","Recall",0,"no"
"w10051663JA","READ","S","2","sona","Recall",100,"no"
"W10091817_AB","READ","S","2","sona","Recall",100,"no"
"w927437_AH","READ","S","2","sona","Recall",100,"no"
"w10016099CJ","READ","U","2","sona","Recall",0,"no"
"w10042962_jkc","READ","U","2","sona","Recall",0,"no"
"w10064569ch","READ","U","2","sona","Recall",0,"no"
"w10103859_cn","READ","U","2","sona","Recall",0,"no"
"w970137","READ","U","2","sona","Recall",0,"no"
"w10016099CJ","READ","F","2","sona","Recall",0,"no"
"w10042962_jkc","READ","F","2","sona","Recall",100,"no"
"w10064569ch","READ","F","2","sona","Recall",100,"no"
"w10103859_cn","READ","F","2","sona","Recall",100,"no"
"w970137","READ","F","2","sona","Recall",100,"no"
"w10016099CJ","READ","F","2","sona","Recall",0,"no"
"w10042962_jkc","READ","F","2","sona","Recall",0,"no"
"w10064569ch","READ","F","2","sona","Recall",100,"no"
"w10103859_cn","READ","F","2","sona","Recall",100,"no"
"w970137","READ","F","2","sona","Recall",100,"no"
"w10016099CJ","READ","S","2","sona","Recall",0,"no"
"w10042962_jkc","READ","S","2","sona","Recall",0,"no"
"w10064569ch","READ","S","2","sona","Recall",0,"no"
"w10103859_cn","READ","S","2","sona","Recall",0,"no"
"w970137","READ","S","2","sona","Recall",0,"no"
"w10016099CJ","READ","F","2","sona","Recall",0,"no"
"w10042962_jkc","READ","F","2","sona","Recall",0,"no"
"w10064569ch","READ","F","2","sona","Recall",100,"no"
"w10103859_cn","READ","F","2","sona","Recall",100,"no"
"w970137","READ","F","2","sona","Recall",100,"no"
"w10016099CJ","READ","U","2","sona","Recall",0,"no"
"w10042962_jkc","READ","U","2","sona","Recall",0,"no"
"w10064569ch","READ","U","2","sona","Recall",0,"no"
"w10103859_cn","READ","U","2","sona","Recall",0,"no"
"w970137","READ","U","2","sona","Recall",100,"no"
"w10016099CJ","READ","F","2","sona","Recall",0,"no"
"w10042962_jkc","READ","F","2","sona","Recall",100,"no"
"w10064569ch","READ","F","2","sona","Recall",100,"no"
"w10103859_cn","READ","F","2","sona","Recall",100,"no"
"w970137","READ","F","2","sona","Recall",100,"no"
"w10016099CJ","READ","S","2","sona","Recall",0,"no"
"w10042962_jkc","READ","S","2","sona","Recall",0,"no"
"w10064569ch","READ","S","2","sona","Recall",100,"no"
"w10103859_cn","READ","S","2","sona","Recall",0,"no"
"w970137","READ","S","2","sona","Recall",100,"no"
"w10016099CJ","READ","F","2","sona","Recall",0,"no"
"w10042962_jkc","READ","F","2","sona","Recall",100,"no"
"w10064569ch","READ","F","2","sona","Recall",100,"no"
"w10103859_cn","READ","F","2","sona","Recall",100,"no"
"w970137","READ","F","2","sona","Recall",0,"no"
"w10016099CJ","READ","F","2","sona","Recall",0,"no"
"w10042962_jkc","READ","F","2","sona","Recall",100,"no"
"w10064569ch","READ","F","2","sona","Recall",0,"no"
"w10103859_cn","READ","F","2","sona","Recall",100,"no"
"w970137","READ","F","2","sona","Recall",100,"no"
"w10016099CJ","READ","B","2","sona","Recall",0,"no"
"w10042962_jkc","READ","B","2","sona","Recall",0,"no"
"w10064569ch","READ","B","2","sona","Recall",0,"no"
"w10103859_cn","READ","B","2","sona","Recall",0,"no"
"w970137","READ","B","2","sona","Recall",0,"no"
"w10016099CJ","READ","S","2","sona","Recall",0,"no"
"w10042962_jkc","READ","S","2","sona","Recall",100,"no"
"w10064569ch","READ","S","2","sona","Recall",0,"no"
"w10103859_cn","READ","S","2","sona","Recall",100,"no"
"w970137","READ","S","2","sona","Recall",100,"no"
"w10016099CJ","READ","U","2","sona","Recall",0,"no"
"w10042962_jkc","READ","U","2","sona","Recall",0,"no"
"w10064569ch","READ","U","2","sona","Recall",0,"no"
"w10103859_cn","READ","U","2","sona","Recall",0,"no"
"w970137","READ","U","2","sona","Recall",0,"no"
"w10016099CJ","READ","U","2","sona","Recall",0,"no"
"w10042962_jkc","READ","U","2","sona","Recall",0,"no"
"w10064569ch","READ","U","2","sona","Recall",0,"no"
"w10103859_cn","READ","U","2","sona","Recall",0,"no"
"w970137","READ","U","2","sona","Recall",0,"no"
"w10016099CJ","READ","U","2","sona","Recall",0,"no"
"w10042962_jkc","READ","U","2","sona","Recall",0,"no"
"w10064569ch","READ","U","2","sona","Recall",0,"no"
"w10103859_cn","READ","U","2","sona","Recall",0,"no"
"w970137","READ","U","2","sona","Recall",0,"no"
"w10016099CJ","READ","U","2","sona","Recall",0,"no"
"w10042962_jkc","READ","U","2","sona","Recall",0,"no"
"w10064569ch","READ","U","2","sona","Recall",0,"no"
"w10103859_cn","READ","U","2","sona","Recall",0,"no"
"w970137","READ","U","2","sona","Recall",0,"no"
"w10016099CJ","READ","U","2","sona","Recall",0,"no"
"w10042962_jkc","READ","U","2","sona","Recall",0,"no"
"w10064569ch","READ","U","2","sona","Recall",0,"no"
"w10103859_cn","READ","U","2","sona","Recall",0,"no"
"w970137","READ","U","2","sona","Recall",0,"no"
"w10016099CJ","READ","F","2","sona","Recall",0,"no"
