"ExperimentName","Subject","Block","list","Procedure.Block.","cue_target","Direction","ListNum","JOL","RT","Procedure.Trial.","Type","Procedure.Block..1","cue_target.1","ListNum.1","Response","Procedure.Trial..1","Type.1"
"RL_JOL D",90,1,3,"BlockProc1","Drink - Water","S",48,85,26773,"StudyProc7","JOL","BlockProc1","Drink - ?",48,"water","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Ground - Earth","S",49,25,36113,"StudyProc7","JOL","BlockProc1","Ground - ?",49,"earth","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Lonely - Alone","S",50,85,21331,"StudyProc7","JOL","BlockProc1","Lonely - ?",50,"alone","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Wet - Dry","S",51,95,17110,"StudyProc7","JOL","BlockProc1","Wet - ?",51,"dry","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Seatbelt - Safety","S",52,98,14405,"StudyProc7","JOL","BlockProc1","Seatbelt - ?",52,"safety","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Lie - Truth","S",53,80,11042,"StudyProc7","JOL","BlockProc1","Lie - ?",53,"truthfull","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Communication - Phone","S",54,85,10057,"StudyProc7","JOL","BlockProc1","Communication - ?",54,"phone","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Reel - Rod","S",55,85,23243,"StudyProc7","JOL","BlockProc1","Reel - ?",55,"rod","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Tick - Flea","S",56,85,24938,"StudyProc7","JOL","BlockProc1","Tick - ?",56,"flea","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Noise - Loud","S",57,95,10775,"StudyProc7","JOL","BlockProc1","Noise - ?",57,"loud","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Have - Own","S",58,87,20523,"StudyProc7","JOL","BlockProc1","Have - ?",58,"meat","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Temper - Tantrum","S",59,94,7917,"StudyProc7","JOL","BlockProc1","Temper - ?",59,"tantrum","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Tan - Sun","S",60,100,14772,"StudyProc7","JOL","BlockProc1","Tan - ?",60,"sun","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Maroon - Justice","U",61,0,15924,"StudyProc7","JOL","BlockProc1","Maroon - ?",61,"five","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Cloth - Stretch","U",62,85,15374,"StudyProc7","JOL","BlockProc1","Cloth - ?",62,"stretch","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Steak - Give","U",63,0,20098,"StudyProc7","JOL","BlockProc1","Steak - ?",63,"give","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Election - Maze","U",64,75,29414,"StudyProc7","JOL","BlockProc1","Election - ?",64,"maze","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Charm - Vehicle","U",65,0,37335,"StudyProc7","JOL","BlockProc1","Charm - ?",65,"lucky","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Obtain - Meat","U",66,0,35526,"StudyProc7","JOL","BlockProc1","Obtain - ?",66,"meat","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Able - Crackle","U",67,70,47834,"StudyProc7","JOL","BlockProc1","Able - ?",67,"body","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Shake - Shell","U",68,20,39376,"StudyProc7","JOL","BlockProc1","Shake - ?",68,"hold","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Fiction - Listen","U",69,25,36468,"StudyProc7","JOL","BlockProc1","Fiction - ?",69,"listen","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Joke - Keys","U",70,0,24637,"StudyProc7","JOL","BlockProc1","Joke - ?",70,"keys","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Clothes - Cake","U",71,9,23625,"StudyProc7","JOL","BlockProc1","Clothes - ?",71,"stretch","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Hate - Name","U",72,25,34042,"StudyProc7","JOL","BlockProc1","Hate - ?",72,"name","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Bang - Fuzzy","U",73,0,14402,"StudyProc7","JOL","BlockProc1","Bang - ?",73,"fuzzy","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Clear - Moat","U",74,35,23251,"StudyProc7","JOL","BlockProc1","Clear - ?",74,"moat","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Toil - Lease","U",75,2,17000,"StudyProc7","JOL","BlockProc1","Toil - ?",75,"lost","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Sign - Loan","U",76,75,13168,"StudyProc7","JOL","BlockProc1","Sign - ?",76,"up","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Ounce - Both","U",77,0,15753,"StudyProc7","JOL","BlockProc1","Ounce - ?",77,"bite","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Morning - Temperature","U",78,65,23321,"StudyProc7","JOL","BlockProc1","Morning - ?",78,"temperature","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Children - Mirror","U",79,0,18174,"StudyProc7","JOL","BlockProc1","Children - ?",79,"mirror","recallproc1","recall"
"RL_JOL D",90,1,3,"BlockProc1","Scar - Main","U",80,0,9954,"StudyProc7","JOL","BlockProc1","Scar - ?",80,"face","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Long - Extension","B",1,90,12877,"StudyProc3","JOL","BlockProc1","Long - ?",1,"Extension","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Game - Clue","B",2,95,10611,"StudyProc3","JOL","BlockProc1","Game - ?",2,"Clue","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Plant - Cactus","B",3,100,4534,"StudyProc3","JOL","BlockProc1","Plant - ?",3,"Cactus","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Tie - Shoelace","B",4,100,5857,"StudyProc3","JOL","BlockProc1","Tie - ?",4,"Shoelace","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Mystery - Detective","B",5,100,5124,"StudyProc3","JOL","BlockProc1","Mystery - ?",5,"Detective","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","End - Adjourn","B",6,92,6090,"StudyProc3","JOL","BlockProc1","End - ?",6,"Adjourn","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Dog - Furry","B",7,100,2514,"StudyProc3","JOL","BlockProc1","Dog - ?",7,"Furry","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Trash - Litter","B",8,95,8776,"StudyProc3","JOL","BlockProc1","Trash - ?",8,"Litter","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Red - Cherry","B",9,100,2614,"StudyProc3","JOL","BlockProc1","Red - ?",9,"Cherry","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Head - Scalp","B",10,100,7056,"StudyProc3","JOL","BlockProc1","Head - ?",10,"Scalp","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Car - Driver","B",11,100,8709,"StudyProc3","JOL","BlockProc1","Car - ?",11,"Driver","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Cut - Chop","B",12,97,9485,"StudyProc3","JOL","BlockProc1","Cut - ?",12,"Chop","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Donkey - Mule","B",13,95,5616,"StudyProc3","JOL","BlockProc1","Donkey - ?",13,"Mule","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Paper - Document","B",14,95,7446,"StudyProc3","JOL","BlockProc1","Paper - ?",14,"Document","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Smell - Incense","B",15,98,5464,"StudyProc3","JOL","BlockProc1","Smell - ?",15,"Strong","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Eat - Dine","B",16,95,9382,"StudyProc3","JOL","BlockProc1","Eat - ?",16,"Dine","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Scissors - Shears","B",17,97,6130,"StudyProc3","JOL","BlockProc1","Scissors - ?",17,"Shears","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Fight - Feud","B",18,90,11068,"StudyProc3","JOL","BlockProc1","Fight - ?",18,"Feud","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Cold - Chill","B",19,97,10646,"StudyProc3","JOL","BlockProc1","Cold - ?",19,"Chill","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Love - Affection","B",20,100,13191,"StudyProc3","JOL","BlockProc1","Love - ?",20,"Affectio","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Flip - Turn","F",21,98,7233,"StudyProc3","JOL","BlockProc1","Flip - ?",21,"Turn","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Windshield - Car","F",22,90,4295,"StudyProc3","JOL","BlockProc1","Windshield - ?",22,"Car","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Villain - Bad","F",23,98,8957,"StudyProc3","JOL","BlockProc1","Villain - ?",23,"Bad","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Penguin - Bird","F",24,100,7014,"StudyProc3","JOL","BlockProc1","Penguin - ?",24,"Bird","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Actress - Star","F",25,98,9679,"StudyProc3","JOL","BlockProc1","Actress - ?",25,"Star","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Thimble - Thread","F",26,50,16555,"StudyProc3","JOL","BlockProc1","Thimble - ?",26,"Thread","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Revenge - Even","F",27,100,5613,"StudyProc3","JOL","BlockProc1","Revenge - ?",27,"Even","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Balloon - Pop","F",28,100,3833,"StudyProc3","JOL","BlockProc1","Balloon - ?",28,"Pop","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Strawberry - Fruit","F",29,100,3271,"StudyProc3","JOL","BlockProc1","Strawberry - ?",29,"Fruit","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Favorite - Best","F",30,80,14965,"StudyProc3","JOL","BlockProc1","Favorite - ?",30,"Best","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Panther - Cat","F",31,100,2896,"StudyProc3","JOL","BlockProc1","Panther - ?",31,"Cat","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Breakable - Glass","F",32,99,3766,"StudyProc3","JOL","BlockProc1","Breakable - ?",32,"Glass","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Coffin - Dead","F",33,100,4399,"StudyProc3","JOL","BlockProc1","Coffin - ?",33,"Dead","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Aircraft - Plane","F",34,98,6043,"StudyProc3","JOL","BlockProc1","Aircraft - ?",34,"Plane","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Sardine - Fish","F",35,96,5162,"StudyProc3","JOL","BlockProc1","Sardine - ?",35,"Fish","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","League - Baseball","F",36,96,18616,"StudyProc3","JOL","BlockProc1","League - ?",36,"Baseball","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Banker - Money","F",37,78,8745,"StudyProc3","JOL","BlockProc1","Banker - ?",37,"Money","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Truthful - Honest","F",38,98,8039,"StudyProc3","JOL","BlockProc1","Truthful - ?",38,"Honest","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Nap - Sleep","F",39,99,9283,"StudyProc3","JOL","BlockProc1","Nap - ?",39,"Sleep","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Brawl - Fight","F",40,95,6650,"StudyProc3","JOL","BlockProc1","Brawl - ?",40,"Fight","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Shave - Razor","S",41,90,5455,"StudyProc7","JOL","BlockProc1","Shave - ?",41,"RaZOR","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Equal - Rights","S",42,87,10931,"StudyProc7","JOL","BlockProc1","Equal - ?",42,"Rights","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Jar - Mason","S",43,70,7978,"StudyProc7","JOL","BlockProc1","Jar - ?",43,"Mason","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Wax - Candle","S",44,100,4295,"StudyProc7","JOL","BlockProc1","Wax - ?",44,"Cande","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Bracelet - Wrist","S",45,90,5617,"StudyProc7","JOL","BlockProc1","Bracelet - ?",45,"Wrist","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Carbon - Element","S",46,90,3996,"StudyProc7","JOL","BlockProc1","Carbon - ?",46,"Element","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Away - Gone","S",47,80,10914,"StudyProc7","JOL","BlockProc1","Away - ?",47,"Gone","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Drink - Water","S",48,100,5407,"StudyProc7","JOL","BlockProc1","Drink - ?",48,"Water","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Ground - Earth","S",49,75,16128,"StudyProc7","JOL","BlockProc1","Ground - ?",49,"Earth","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Lonely - Alone","S",50,90,5799,"StudyProc7","JOL","BlockProc1","Lonely - ?",50,"Alone","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Wet - Dry","S",51,100,4337,"StudyProc7","JOL","BlockProc1","Wet - ?",51,"Dry","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Seatbelt - Safety","S",52,97,10814,"StudyProc7","JOL","BlockProc1","Seatbelt - ?",52,"Safety","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Lie - Truth","S",53,90,5165,"StudyProc7","JOL","BlockProc1","Lie - ?",53,"Truth","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Communication - Phone","S",54,93,14198,"StudyProc7","JOL","BlockProc1","Communication - ?",54,"Phone","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Reel - Rod","S",55,94,10732,"StudyProc7","JOL","BlockProc1","Reel - ?",55,"Rod","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Tick - Flea","S",56,88,10113,"StudyProc7","JOL","BlockProc1","Tick - ?",56,"Flea","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Noise - Loud","S",57,70,9010,"StudyProc7","JOL","BlockProc1","Noise - ?",57,"Loud","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Have - Own","S",58,90,4991,"StudyProc7","JOL","BlockProc1","Have - ?",58,"Own","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Temper - Tantrum","S",59,88,12130,"StudyProc7","JOL","BlockProc1","Temper - ?",59,"Tantrum","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Tan - Sun","S",60,90,5384,"StudyProc7","JOL","BlockProc1","Tan - ?",60,"Sun","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Maroon - Justice","U",61,76,17024,"StudyProc7","JOL","BlockProc1","Maroon - ?",61,"Justice","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Cloth - Stretch","U",62,3,25725,"StudyProc7","JOL","BlockProc1","Cloth - ?",62,"Stretch","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Steak - Give","U",63,67,8345,"StudyProc7","JOL","BlockProc1","Steak - ?",63,"Give","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Election - Maze","U",64,46,12337,"StudyProc7","JOL","BlockProc1","Election - ?",64,"Maze","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Charm - Vehicle","U",65,40,10289,"StudyProc7","JOL","BlockProc1","Charm - ?",65,"Vehicle","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Obtain - Meat","U",66,56,6774,"StudyProc7","JOL","BlockProc1","Obtain - ?",66,"Meat","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Able - Crackle","U",67,1,6131,"StudyProc7","JOL","BlockProc1","Able - ?",67,"Tickle","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Shake - Shell","U",68,48,11867,"StudyProc7","JOL","BlockProc1","Shake - ?",68,"Shell","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Fiction - Listen","U",69,3,7351,"StudyProc7","JOL","BlockProc1","Fiction - ?",69,"Listen","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Joke - Keys","U",70,2,14623,"StudyProc7","JOL","BlockProc1","Joke - ?",70,"Keys","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Clothes - Cake","U",71,58,19122,"StudyProc7","JOL","BlockProc1","Clothes - ?",71,"Cake","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Hate - Name","U",72,1,11695,"StudyProc7","JOL","BlockProc1","Hate - ?",72,"Name","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Bang - Fuzzy","U",73,2,8830,"StudyProc7","JOL","BlockProc1","Bang - ?",73,"Furry","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Clear - Moat","U",74,1,5054,"StudyProc7","JOL","BlockProc1","Clear - ?",74,"Window","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Toil - Lease","U",75,1,7722,"StudyProc7","JOL","BlockProc1","Toil - ?",75,"Lease","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Sign - Loan","U",76,3,24871,"StudyProc7","JOL","BlockProc1","Sign - ?",76,"Loan","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Ounce - Both","U",77,1,14154,"StudyProc7","JOL","BlockProc1","Ounce - ?",77,"Both","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Morning - Temperature","U",78,90,5122,"StudyProc7","JOL","BlockProc1","Morning - ?",78,"Temperature","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Children - Mirror","U",79,30,15263,"StudyProc7","JOL","BlockProc1","Children - ?",79,"Mirror","recallproc1","recall"
"RL_JOL D",91,1,3,"BlockProc1","Scar - Main","U",80,1,10995,"StudyProc7","JOL","BlockProc1","Scar - ?",80,"Main","recallproc1","recall"
"RL_JOL D",92,1,3,"BlockProc1","Long - Extension","B",1,80,2938,"StudyProc3","JOL","BlockProc1","Long - ?",1,"SHORT","recallproc1","recall"
"RL_JOL D",92,1,3,"BlockProc1","Game - Clue","B",2,90,3811,"StudyProc3","JOL","BlockProc1","Game - ?",2,"PLAYER","recallproc1","recall"
"RL_JOL D",92,1,3,"BlockProc1","Plant - Cactus","B",3,70,2892,"StudyProc3","JOL","BlockProc1","Plant - ?",3,"NATURE","recallproc1","recall"
"RL_JOL D",92,1,3,"BlockProc1","Tie - Shoelace","B",4,70,4239,"StudyProc3","JOL","BlockProc1","Tie - ?",4,"KNOT","recallproc1","recall"
"RL_JOL D",92,1,3,"BlockProc1","Mystery - Detective","B",5,100,3228,"StudyProc3","JOL","BlockProc1","Mystery - ?",5,"DETECTIVE","recallproc1","recall"
