"ExperimentName","Subject","Block","list","Procedure.Block.","cue_target","Direction","ListNum","JOL","RT","Procedure.Trial.","Type","Procedure.Block..1","cue_target.1","ListNum.1","Response","Procedure.Trial..1","Type.1"
"IS_JOL A",5,1,3,"BlockProc1","Ball - Racket","B",33,100,2603,"StudyProc7","JOL","BlockProc1","Ball - ?",33,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Work - Chore","B",34,50,3787,"StudyProc7","JOL","BlockProc1","Work - ?",34,"chores","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Hunger - Famine","B",35,100,4778,"StudyProc7","JOL","BlockProc1","Hunger - ?",35,"famine","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Sleep - Drowsy","B",36,100,4275,"StudyProc7","JOL","BlockProc1","Sleep - ?",36,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Smell - Stench","B",37,100,3646,"StudyProc7","JOL","BlockProc1","Smell - ?",37,"stinch","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Clothes - Attire","B",38,90,2566,"StudyProc7","JOL","BlockProc1","Clothes - ?",38,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Plane - Pilot","B",39,100,2365,"StudyProc7","JOL","BlockProc1","Plane - ?",39,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Fire - Blaze","B",40,100,2293,"StudyProc7","JOL","BlockProc1","Fire - ?",40,"extinguisher","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Due - Assignment","S",41,100,1933,"StudyProc3","JOL","BlockProc1","Due - ?",41,"date","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Number - Amount","S",42,100,3231,"StudyProc3","JOL","BlockProc1","Number - ?",42,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Location - Site","S",43,100,1881,"StudyProc3","JOL","BlockProc1","Location - ?",43,"place","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Dump - Waste","S",44,100,1797,"StudyProc3","JOL","BlockProc1","Dump - ?",44,"waste","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Trial - Jury","S",45,100,2236,"StudyProc3","JOL","BlockProc1","Trial - ?",45,"start","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Architecture - Design","S",46,100,3792,"StudyProc3","JOL","BlockProc1","Architecture - ?",46,"design","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Grill - Bar","S",47,0,1621,"StudyProc3","JOL","BlockProc1","Grill - ?",47,"bar","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Kidney - Liver","S",48,100,1487,"StudyProc3","JOL","BlockProc1","Kidney - ?",48,"liver","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Begin - End","S",49,100,1923,"StudyProc3","JOL","BlockProc1","Begin - ?",49,"star","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Blow - Wind","S",50,100,3510,"StudyProc3","JOL","BlockProc1","Blow - ?",50,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Pop - Soda","S",51,100,1627,"StudyProc3","JOL","BlockProc1","Pop - ?",51,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Wine - Cheese","S",52,100,1912,"StudyProc3","JOL","BlockProc1","Wine - ?",52,"cheese","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Bathroom - Toilet","S",53,100,5541,"StudyProc3","JOL","BlockProc1","Bathroom - ?",53,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Lettuce - Salad","S",54,100,2017,"StudyProc3","JOL","BlockProc1","Lettuce - ?",54,"salad","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Shoe - Foot","S",55,90,2620,"StudyProc3","JOL","BlockProc1","Shoe - ?",55,"foot","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Past - Future","S",56,90,2159,"StudyProc3","JOL","BlockProc1","Past - ?",56,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Choice - Decision","S",57,90,3827,"StudyProc3","JOL","BlockProc1","Choice - ?",57,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Honey - Bee","S",58,100,2025,"StudyProc3","JOL","BlockProc1","Honey - ?",58,"bee","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Baby - Child","S",59,100,2983,"StudyProc3","JOL","BlockProc1","Baby - ?",59,"child","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Circle - Round","S",60,100,3389,"StudyProc3","JOL","BlockProc1","Circle - ?",60,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Pusher - Clutter","U",61,0,2880,"StudyProc3","JOL","BlockProc1","Pusher - ?",61,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Dietary - Sacking","U",62,80,3064,"StudyProc3","JOL","BlockProc1","Dietary - ?",62,"restrictions","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Park - Hungry","U",63,0,2128,"StudyProc3","JOL","BlockProc1","Park - ?",63,"bench","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Lift - Woman","U",64,0,3329,"StudyProc3","JOL","BlockProc1","Lift - ?",64,"woman","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Soon - Belt","U",65,0,2250,"StudyProc3","JOL","BlockProc1","Soon - ?",65,"now","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Discover - Floor","U",66,0,2844,"StudyProc3","JOL","BlockProc1","Discover - ?",66,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Death - Business","U",67,20,3713,"StudyProc3","JOL","BlockProc1","Death - ?",67,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Debate - Sight","U",68,0,1377,"StudyProc3","JOL","BlockProc1","Debate - ?",68,"argument","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Artery - Bronze","U",69,0,3376,"StudyProc3","JOL","BlockProc1","Artery - ?",69,"heart","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Fix - Hand","U",70,0,1227,"StudyProc3","JOL","BlockProc1","Fix - ?",70,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Machine - Position","U",71,0,1964,"StudyProc3","JOL","BlockProc1","Machine - ?",71,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Happy - Car","U",72,10,2423,"StudyProc3","JOL","BlockProc1","Happy - ?",72,"sad","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Allow - Tuck","U",73,0,1849,"StudyProc3","JOL","BlockProc1","Allow - ?",73,"take","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Art - Lion","U",74,20,3019,"StudyProc3","JOL","BlockProc1","Art - ?",74,"project","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Strong - Accident","U",75,0,1773,"StudyProc3","JOL","BlockProc1","Strong - ?",75,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Sugar - Riddle","U",76,0,2983,"StudyProc3","JOL","BlockProc1","Sugar - ?",76,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Valley - Add","U",77,0,1285,"StudyProc3","JOL","BlockProc1","Valley - ?",77,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Cash - Would","U",78,0,2333,"StudyProc3","JOL","BlockProc1","Cash - ?",78,"","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","Hide - Sick","U",79,80,3963,"StudyProc3","JOL","BlockProc1","Hide - ?",79,"search","recallproc1","recall"
"IS_JOL A",5,1,3,"BlockProc1","King - Vase","U",80,0,1755,"StudyProc3","JOL","BlockProc1","King - ?",80,"queen","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Delinquent - Bad","F",1,100,6171,"StudyProc7","JOL","BlockProc1","Delinquent - ?",1,"bad","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Digestion - Stomach","F",2,100,5125,"StudyProc7","JOL","BlockProc1","Digestion - ?",2,"stomach","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Wage - Money","F",3,100,6125,"StudyProc7","JOL","BlockProc1","Wage - ?",3,"money","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Chisel - Hammer","F",4,100,5054,"StudyProc7","JOL","BlockProc1","Chisel - ?",4,"hammer","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Editor - News","F",5,100,6851,"StudyProc7","JOL","BlockProc1","Editor - ?",5,"news","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Hornet - Sting","F",6,100,5854,"StudyProc7","JOL","BlockProc1","Hornet - ?",6,"sting","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Bitter - Cold","F",7,80,7819,"StudyProc7","JOL","BlockProc1","Bitter - ?",7,"nasty","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Root - Plant","F",8,100,8992,"StudyProc7","JOL","BlockProc1","Root - ?",8,"plant","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Swan - Bird","F",9,100,5504,"StudyProc7","JOL","BlockProc1","Swan - ?",9,"bird","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Paw - Dog","F",10,100,3918,"StudyProc7","JOL","BlockProc1","Paw - ?",10,"dog","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Way - Out","F",11,90,7026,"StudyProc7","JOL","BlockProc1","Way - ?",11,"path","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Hygiene - Clean","F",12,100,8206,"StudyProc7","JOL","BlockProc1","Hygiene - ?",12,"clean","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Bridge - Water","F",13,100,8190,"StudyProc7","JOL","BlockProc1","Bridge - ?",13,"water","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Geology - Rock","F",14,100,7028,"StudyProc7","JOL","BlockProc1","Geology - ?",14,"rock","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Revolution - War","F",15,100,5003,"StudyProc7","JOL","BlockProc1","Revolution - ?",15,"war","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Discussion - Talk","F",16,100,5796,"StudyProc7","JOL","BlockProc1","Discussion - ?",16,"talk","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Herd - Cow","F",17,100,5323,"StudyProc7","JOL","BlockProc1","Herd - ?",17,"cow","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Credit - Card","F",18,100,5775,"StudyProc7","JOL","BlockProc1","Credit - ?",18,"card","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Orchid - Flower","F",19,100,7173,"StudyProc7","JOL","BlockProc1","Orchid - ?",19,"flower","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Tuna - Fish","F",20,100,9742,"StudyProc7","JOL","BlockProc1","Tuna - ?",20,"fish","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Full - Enough","B",21,100,6829,"StudyProc7","JOL","BlockProc1","Full - ?",21,"ful","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Drink - Sip","B",22,100,5564,"StudyProc7","JOL","BlockProc1","Drink - ?",22,"water","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Dark - Cave","B",23,100,3781,"StudyProc7","JOL","BlockProc1","Dark - ?",23,"cave","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Take - Seize","B",24,100,4218,"StudyProc7","JOL","BlockProc1","Take - ?",24,"grab","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Height - Growth","B",25,100,6169,"StudyProc7","JOL","BlockProc1","Height - ?",25,"growth","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Sentence - Word","B",26,100,7506,"StudyProc7","JOL","BlockProc1","Sentence - ?",26,"word","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Bug - Wasp","B",27,100,4322,"StudyProc7","JOL","BlockProc1","Bug - ?",27,"wasp","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Math - Division","B",28,100,4614,"StudyProc7","JOL","BlockProc1","Math - ?",28,"division","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Law - Attorney","B",29,100,7440,"StudyProc7","JOL","BlockProc1","Law - ?",29,"attorney","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Great - Fantastic","B",30,100,5327,"StudyProc7","JOL","BlockProc1","Great - ?",30,"fantastic","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Key - Latch","B",31,100,8748,"StudyProc7","JOL","BlockProc1","Key - ?",31,"latch","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Hot - Chili","B",32,100,4874,"StudyProc7","JOL","BlockProc1","Hot - ?",32,"chili","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Ball - Racket","B",33,100,6862,"StudyProc7","JOL","BlockProc1","Ball - ?",33,"racket","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Work - Chore","B",34,100,4859,"StudyProc7","JOL","BlockProc1","Work - ?",34,"chore","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Hunger - Famine","B",35,100,7169,"StudyProc7","JOL","BlockProc1","Hunger - ?",35,"famine","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Sleep - Drowsy","B",36,100,5385,"StudyProc7","JOL","BlockProc1","Sleep - ?",36,"fatigue","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Smell - Stench","B",37,100,4833,"StudyProc7","JOL","BlockProc1","Smell - ?",37,"odor","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Clothes - Attire","B",38,100,4751,"StudyProc7","JOL","BlockProc1","Clothes - ?",38,"attire","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Plane - Pilot","B",39,100,5268,"StudyProc7","JOL","BlockProc1","Plane - ?",39,"sky","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Fire - Blaze","B",40,100,6729,"StudyProc7","JOL","BlockProc1","Fire - ?",40,"blaze","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Due - Assignment","S",41,100,4568,"StudyProc3","JOL","BlockProc1","Due - ?",41,"assignment","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Number - Amount","S",42,80,21412,"StudyProc3","JOL","BlockProc1","Number - ?",42,"total","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Location - Site","S",43,100,4543,"StudyProc3","JOL","BlockProc1","Location - ?",43,"address","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Dump - Waste","S",44,100,4213,"StudyProc3","JOL","BlockProc1","Dump - ?",44,"waste","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Trial - Jury","S",45,100,5373,"StudyProc3","JOL","BlockProc1","Trial - ?",45,"jury","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Architecture - Design","S",46,100,5723,"StudyProc3","JOL","BlockProc1","Architecture - ?",46,"design","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Grill - Bar","S",47,100,8556,"StudyProc3","JOL","BlockProc1","Grill - ?",47,"bar","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Kidney - Liver","S",48,100,5099,"StudyProc3","JOL","BlockProc1","Kidney - ?",48,"liver","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Begin - End","S",49,100,5868,"StudyProc3","JOL","BlockProc1","Begin - ?",49,"end","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Blow - Wind","S",50,100,6908,"StudyProc3","JOL","BlockProc1","Blow - ?",50,"wind","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Pop - Soda","S",51,100,3656,"StudyProc3","JOL","BlockProc1","Pop - ?",51,"soda","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Wine - Cheese","S",52,50,10304,"StudyProc3","JOL","BlockProc1","Wine - ?",52,"cheese","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Bathroom - Toilet","S",53,100,6184,"StudyProc3","JOL","BlockProc1","Bathroom - ?",53,"toilet","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Lettuce - Salad","S",54,100,4378,"StudyProc3","JOL","BlockProc1","Lettuce - ?",54,"salad","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Shoe - Foot","S",55,100,6698,"StudyProc3","JOL","BlockProc1","Shoe - ?",55,"foot","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Past - Future","S",56,70,8595,"StudyProc3","JOL","BlockProc1","Past - ?",56,"future","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Choice - Decision","S",57,100,5477,"StudyProc3","JOL","BlockProc1","Choice - ?",57,"decision","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Honey - Bee","S",58,100,6590,"StudyProc3","JOL","BlockProc1","Honey - ?",58,"bee","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Baby - Child","S",59,90,11412,"StudyProc3","JOL","BlockProc1","Baby - ?",59,"child","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Circle - Round","S",60,100,5086,"StudyProc3","JOL","BlockProc1","Circle - ?",60,"round","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Pusher - Clutter","U",61,0,9481,"StudyProc3","JOL","BlockProc1","Pusher - ?",61,"pull","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Dietary - Slacking","U",62,50,7664,"StudyProc3","JOL","BlockProc1","Dietary - ?",62,"lazy","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Park - Hungry","U",63,90,8465,"StudyProc3","JOL","BlockProc1","Park - ?",63,"hungry","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Lift - Woman","U",64,20,21192,"StudyProc3","JOL","BlockProc1","Lift - ?",64,"woman","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Soon - Belt","U",65,0,8313,"StudyProc3","JOL","BlockProc1","Soon - ?",65,"now","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Discover - Floor","U",66,0,7421,"StudyProc3","JOL","BlockProc1","Discover - ?",66,"find","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Death - Business","U",67,10,16831,"StudyProc3","JOL","BlockProc1","Death - ?",67,"life","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Debate - Sight","U",68,10,12301,"StudyProc3","JOL","BlockProc1","Debate - ?",68,"argument","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Artery - Bronze","U",69,0,13674,"StudyProc3","JOL","BlockProc1","Artery - ?",69,"vein","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Fix - Hand","U",70,70,10627,"StudyProc3","JOL","BlockProc1","Fix - ?",70,"tool","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Machine - Position","U",71,60,11422,"StudyProc3","JOL","BlockProc1","Machine - ?",71,"position","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Happy - Car","U",72,70,6648,"StudyProc3","JOL","BlockProc1","Happy - ?",72,"excited","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Allow - Tuck","U",73,0,12204,"StudyProc3","JOL","BlockProc1","Allow - ?",73,"pass","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Art - Lion","U",74,40,7651,"StudyProc3","JOL","BlockProc1","Art - ?",74,"school","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Strong - Accident","U",75,0,6670,"StudyProc3","JOL","BlockProc1","Strong - ?",75,"weak","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Sugar - Riddle","U",76,15,10859,"StudyProc3","JOL","BlockProc1","Sugar - ?",76,"riddle","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Valley - Add","U",77,0,7948,"StudyProc3","JOL","BlockProc1","Valley - ?",77,"river","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Cash - Would","U",78,0,12590,"StudyProc3","JOL","BlockProc1","Cash - ?",78,"money","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","Hide - Sick","U",79,90,7509,"StudyProc3","JOL","BlockProc1","Hide - ?",79,"sick","recallproc1","recall"
"RL_JOL A",9,1,3,"BlockProc1","King - Vase","U",80,0,11032,"StudyProc3","JOL","BlockProc1","King - ?",80,"vase","recallproc1","recall"
"READ_JOL A",13,1,3,"BlockProc1","Delinquent - Bad","F",1,80,5039,"StudyProc7","JOL","BlockProc1","Delinquent - ?",1,"Criminal","recallproc1","recall"
"READ_JOL A",13,1,3,"BlockProc1","Digestion - Stomach","F",2,80,11220,"StudyProc7","JOL","BlockProc1","Digestion - ?",2,"Stomach","recallproc1","recall"
"READ_JOL A",13,1,3,"BlockProc1","Wage - Money","F",3,80,4855,"StudyProc7","JOL","BlockProc1","Wage - ?",3,"Money","recallproc1","recall"
"READ_JOL A",13,1,3,"BlockProc1","Chisel - Hammer","F",4,60,5961,"StudyProc7","JOL","BlockProc1","Chisel - ?",4,"Hammer","recallproc1","recall"
"READ_JOL A",13,1,3,"BlockProc1","Editor - News","F",5,80,5300,"StudyProc7","JOL","BlockProc1","Editor - ?",5,"Paper","recallproc1","recall"
"READ_JOL A",13,1,3,"BlockProc1","Hornet - Sting","F",6,80,6856,"StudyProc7","JOL","BlockProc1","Hornet - ?",6,"Sting","recallproc1","recall"
"READ_JOL A",13,1,3,"BlockProc1","Bitter - Cold","F",7,80,4591,"StudyProc7","JOL","BlockProc1","Bitter - ?",7,"Taste","recallproc1","recall"
"READ_JOL A",13,1,3,"BlockProc1","Root - Plant","F",8,80,4445,"StudyProc7","JOL","BlockProc1","Root - ?",8,"Plant","recallproc1","recall"
